seqnames	start	end	width	strand	gene_name	count
chr1	10273014	10273031	18	+	KIF1B	KIF1B:SE01
chr1	10279097	10279138	42	+	KIF1B	KIF1B:SE02
chr1	10320043	10320136	94	+	KIF1B	KIF1B:SE03
chr1	10321709	10321857	149	+	KIF1B	KIF1B:SE04
chr1	10323884	10324062	179	+	KIF1B	KIF1B:SE05
chr1	10324758	10324895	138	+	KIF1B	KIF1B:SE06
chr1	10326111	10326359	249	+	KIF1B	KIF1B:SE07
chr1	10334520	10334638	119	+	KIF1B	KIF1B:SE08
chr1	10336657	10336742	86	+	KIF1B	KIF1B:SE09
chr1	10337074	10337203	130	+	KIF1B	KIF1B:SE10
chr1	10337371	10337533	163	+	KIF1B	KIF1B:SE11
chr1	10339769	10339859	91	+	KIF1B	KIF1B:SE12
chr1	10342050	10342168	119	+	KIF1B	KIF1B:SE13
chr1	10343232	10343287	56	+	KIF1B	KIF1B:SE14
chr1	10345845	10345953	109	+	KIF1B	KIF1B:SE15
chr1	10347761	10347827	67	+	KIF1B	KIF1B:SE16
chr1	10348649	10348733	85	+	KIF1B	KIF1B:SE17
chr1	10352631	10352736	106	+	KIF1B	KIF1B:SE18
chr1	10360929	10361043	115	+	KIF1B	KIF1B:SE19
chr1	10361692	10361825	134	+	KIF1B	KIF1B:SE20
chr1	10363283	10363344	62	+	KIF1B	KIF1B:SE21
chr1	10365100	10365245	146	+	KIF1B	KIF1B:SE22
chr1	10365409	10365648	240	+	KIF1B	KIF1B:SE23
chr1	10368467	10368538	72	+	KIF1B	KIF1B:SE24
chr1	10371141	10371262	122	+	KIF1B	KIF1B:SE25
chr1	10374316	10374465	150	+	KIF1B	KIF1B:SE26
chr1	10374854	10375046	193	+	KIF1B	KIF1B:SE27
chr1	10375255	10375373	119	+	KIF1B	KIF1B:SE28
chr1	10403071	10403136	66	+	PGD	PGD:SE01
chr1	10433842	10433965	124	+	CENPS-CORT	CENPS-CORT:SE01
chr1	10434657	10434690	34	+	CENPS-CORT	CENPS-CORT:SE02
chr1	10440347	10440413	67	+	CENPS-CORT	CENPS-CORT:SE03
chr1	10642859	10643000	142	-	CASZ1	CASZ1:SE01
chr1	10643160	10643311	152	-	CASZ1	CASZ1:SE02
chr1	10644917	10645088	172	-	CASZ1	CASZ1:SE03
chr1	10646128	10646326	199	-	CASZ1	CASZ1:SE04
chr1	10969970	10970089	120	-	C1orf127	C1orf127:SE01
chr1	10976156	10976256	101	-	C1orf127	C1orf127:SE02
chr1	11030176	11030250	75	-	MASP2	MASP2:SE01
chr1	11030748	11030882	135	-	MASP2	MASP2:SE02
chr1	11034828	11034906	79	-	MASP2	MASP2:SE03
chr1	11037693	11037811	119	-	MASP2	MASP2:SE04
chr1	11042875	11043022	148	-	MASP2	MASP2:SE05
chr1	11043339	11043535	197	-	MASP2	MASP2:SE06
chr1	11073934	11074008	75	-	EXOSC10	EXOSC10:SE01
chr1	11658533	11658628	96	+	FBXO44	FBXO44:SE01
chr1	11745803	11745837	35	+	AGTRAP	AGTRAP:SE01
chr1	11746127	11746223	97	+	AGTRAP	AGTRAP:SE02
chr1	11815846	11815911	66	+	CLCN6	CLCN6:SE01
chr1	11944522	11944662	141	+	PLOD1	PLOD1:SE01
chr1	11981970	11982114	145	+	MFN2	MFN2:SE01
chr1	12084464	12084551	88	+	TNFRSF8	TNFRSF8:SE01
chr1	12338231	12338305	75	+	VPS13D	VPS13D:SE01
chr1	12719475	12719691	217	+	AADACL3	AADACL3:SE01
chr1	12755700	12755813	114	+	C1orf158	C1orf158:SE01
chr1	12793203	12793514	312	+	PRAMEF1	PRAMEF1:SE01
chr1	12793915	12794493	579	+	PRAMEF1	PRAMEF1:SE02
chr1	13715541	13715614	74	+	PRDM2	PRDM2:SE01
chr1	13731000	13731117	118	+	PRDM2	PRDM2:SE02
chr1	13732779	13732882	104	+	PRDM2	PRDM2:SE03
chr1	13742005	13742157	153	+	PRDM2	PRDM2:SE04
chr1	13773078	13773188	111	+	PRDM2	PRDM2:SE05
chr1	13778418	13782831	4414	+	PRDM2	PRDM2:SE06
chr1	15094180	15094385	206	+	KAZN	KAZN:SE01
chr1	15094815	15094933	119	+	KAZN	KAZN:SE02
chr1	15101543	15101774	232	+	KAZN	KAZN:SE03
chr1	15103359	15103460	102	+	KAZN	KAZN:SE04
chr1	15104023	15104189	167	+	KAZN	KAZN:SE05
chr1	15112427	15112541	115	+	KAZN	KAZN:SE06
chr1	15210490	15210562	73	+	TMEM51	TMEM51:SE01
chr1	15504611	15504758	148	-	CASP9	CASP9:SE01
chr1	15505990	15506079	90	-	CASP9	CASP9:SE02
chr1	15507873	15507907	35	-	CASP9	CASP9:SE03
chr1	15529088	15529272	185	+	DNAJC16	DNAJC16:SE01
chr1	15758174	15758329	156	+	FBLIM1	FBLIM1:SE01
chr1	15767376	15767563	188	+	FBLIM1	FBLIM1:SE02
chr1	15768528	15768630	103	+	FBLIM1	FBLIM1:SE03
chr1	15777170	15777287	118	+	FBLIM1	FBLIM1:SE04
chr1	15946935	15947123	189	-	ZBTB17	ZBTB17:SE01
chr1	16024763	16024891	129	+	CLCNKA	CLCNKA:SE01
chr1	16044486	16044592	107	+	CLCNKB	CLCNKB:SE01
chr1	16045558	16045686	129	+	CLCNKB	CLCNKB:SE02
chr1	16046535	16046663	129	+	CLCNKB	CLCNKB:SE03
chr1	16047905	16048044	140	+	CLCNKB	CLCNKB:SE04
chr1	16048343	16048420	78	+	CLCNKB	CLCNKB:SE05
chr1	16048504	16048582	79	+	CLCNKB	CLCNKB:SE06
chr1	16150896	16150963	68	-	EPHA2	EPHA2:SE01
chr1	16387055	16387125	71	+	SZRD1	SZRD1:SE01
chr1	16391375	16391424	50	+	SZRD1	SZRD1:SE02
chr1	16396558	16396746	189	-	SPATA21	SPATA21:SE01
chr1	16400482	16400635	154	-	SPATA21	SPATA21:SE02
chr1	16410778	16410915	138	-	SPATA21	SPATA21:SE03
chr1	16421509	16421557	49	-	SPATA21	SPATA21:SE04
chr1	16425524	16425731	208	-	SPATA21	SPATA21:SE05
chr1	16427864	16428015	152	-	SPATA21	SPATA21:SE06
chr1	16432790	16432924	135	-	SPATA21	SPATA21:SE07
chr1	16455818	16455893	76	+	NECAP2	NECAP2:SE01
chr1	16986463	16986632	170	-	ATP13A2	ATP13A2:SE01
chr1	16989887	16990003	117	-	ATP13A2	ATP13A2:SE02
chr1	17587460	17587645	186	+	ARHGEF10L	ARHGEF10L:SE01
chr1	17588446	17588479	34	+	ARHGEF10L	ARHGEF10L:SE02
chr1	17602127	17602218	92	+	ARHGEF10L	ARHGEF10L:SE03
chr1	17603508	17603591	84	+	ARHGEF10L	ARHGEF10L:SE04
chr1	17613058	17613174	117	+	ARHGEF10L	ARHGEF10L:SE05
chr1	17616094	17616202	109	+	ARHGEF10L	ARHGEF10L:SE06
chr1	17624387	17624503	117	+	ARHGEF10L	ARHGEF10L:SE07
chr1	17625956	17626048	93	+	ARHGEF10L	ARHGEF10L:SE08
chr1	17634548	17634562	15	+	ARHGEF10L	ARHGEF10L:SE09
chr1	17639238	17639981	744	+	ARHGEF10L	ARHGEF10L:SE10
chr1	18876315	18876467	153	-	ALDH4A1	ALDH4A1:SE01
chr1	19234180	19234188	9	-	EMC1	EMC1:SE01
chr1	19243950	19244015	66	-	EMC1	EMC1:SE02
chr1	19269272	19269371	100	-	AKR7L	AKR7L:SE01
chr1	19269583	19269679	97	-	AKR7L	AKR7L:SE02
chr1	19308158	19308262	105	-	AKR7A2	AKR7A2:SE01
chr1	19317600	19317841	242	+	SLC66A1	SLC66A1:SE01
chr1	19344358	19344434	77	-	CAPZB	CAPZB:SE02
chr1	19345187	19345252	66	-	CAPZB	CAPZB:SE03
chr1	19356635	19356751	117	-	CAPZB	CAPZB:SE04
chr1	19357422	19357563	142	-	CAPZB	CAPZB:SE05
chr1	19448834	19449330	497	-	CAPZB	CAPZB:SE06
chr1	19617258	19617336	79	+	MICOS10	MICOS10:SE01
chr1	19622100	19622147	48	+	MICOS10	MICOS10:SE02
chr1	19694434	19694551	118	-	TMCO4	TMCO4:SE01
chr1	19700768	19700885	118	-	TMCO4	TMCO4:SE02
chr1	19737372	19737456	85	-	TMCO4	TMCO4:SE03
chr1	19739824	19739960	137	-	TMCO4	TMCO4:SE04
chr1	19740777	19740941	165	-	TMCO4	TMCO4:SE05
chr1	19793432	19793648	217	-	TMCO4	TMCO4:SE06
chr1	19798137	19798215	79	-	TMCO4	TMCO4:SE07
chr1	20115507	20115613	107	-	PLA2G2D	PLA2G2D:SE01
chr1	20727958	20728086	129	-	SH2D5	SH2D5:SE01
chr1	20745543	20745656	114	-	HP1BP3	HP1BP3:SE01
chr1	20747544	20747655	112	-	HP1BP3	HP1BP3:SE02
chr1	20810738	20810884	147	-	EIF4G3	EIF4G3:SE01
chr1	20813158	20813239	82	-	EIF4G3	EIF4G3:SE02
chr1	20817392	20817538	147	-	EIF4G3	EIF4G3:SE03
chr1	20825100	20825198	99	-	EIF4G3	EIF4G3:SE04
chr1	20827617	20827698	82	-	EIF4G3	EIF4G3:SE05
chr1	20829147	20829272	126	-	EIF4G3	EIF4G3:SE06
chr1	20840856	20841028	173	-	EIF4G3	EIF4G3:SE07
chr1	20849415	20849530	116	-	EIF4G3	EIF4G3:SE08
chr1	20851258	20851478	221	-	EIF4G3	EIF4G3:SE09
chr1	20853560	20853677	118	-	EIF4G3	EIF4G3:SE10
chr1	20854978	20855071	94	-	EIF4G3	EIF4G3:SE11
chr1	20857403	20857497	95	-	EIF4G3	EIF4G3:SE12
chr1	20860385	20860517	133	-	EIF4G3	EIF4G3:SE13
chr1	20862228	20862332	105	-	EIF4G3	EIF4G3:SE14
chr1	20864476	20864712	237	-	EIF4G3	EIF4G3:SE15
chr1	20865116	20865262	147	-	EIF4G3	EIF4G3:SE16
chr1	20879323	20879520	198	-	EIF4G3	EIF4G3:SE17
chr1	20886201	20886371	171	-	EIF4G3	EIF4G3:SE18
chr1	20892619	20892729	111	-	EIF4G3	EIF4G3:SE19
chr1	20893517	20893636	120	-	EIF4G3	EIF4G3:SE20
chr1	20895368	20895501	134	-	EIF4G3	EIF4G3:SE21
chr1	20899697	20899943	247	-	EIF4G3	EIF4G3:SE22
chr1	20904883	20904971	89	-	EIF4G3	EIF4G3:SE23
chr1	20982388	20982408	21	-	EIF4G3	EIF4G3:SE24
chr1	20997601	20997633	33	-	EIF4G3	EIF4G3:SE25
chr1	21089138	21089213	76	-	EIF4G3	EIF4G3:SE26
chr1	21176175	21176358	184	-	EIF4G3	EIF4G3:SE27
chr1	21453373	21453430	58	+	NBPF3	NBPF3:SE01
chr1	21466087	21466156	70	+	NBPF3	NBPF3:SE02
chr1	21468441	21468585	145	+	NBPF3	NBPF3:SE03
chr1	21468688	21468897	210	+	NBPF3	NBPF3:SE04
chr1	21553978	21554142	165	+	ALPL	ALPL:SE01
chr1	21561097	21561212	116	+	ALPL	ALPL:SE02
chr1	21665211	21665317	107	-	RAP1GAP	RAP1GAP:SE01
chr1	21667598	21667823	226	-	RAP1GAP	RAP1GAP:SE02
chr1	21668511	21668593	83	-	RAP1GAP	RAP1GAP:SE03
chr1	21680808	21680834	27	-	USP48	USP48:SE01
chr1	21687191	21687239	49	-	USP48	USP48:SE02
chr1	21689974	21690099	126	-	USP48	USP48:SE03
chr1	21695066	21695221	156	-	USP48	USP48:SE04
chr1	21701498	21701602	105	-	USP48	USP48:SE05
chr1	21703512	21703618	107	-	USP48	USP48:SE06
chr1	21704262	21704392	131	-	USP48	USP48:SE07
chr1	21705727	21705837	111	-	USP48	USP48:SE08
chr1	21706126	21706187	62	-	USP48	USP48:SE09
chr1	21706467	21706589	123	-	USP48	USP48:SE10
chr1	21706744	21706868	125	-	USP48	USP48:SE11
chr1	21715389	21715457	69	-	USP48	USP48:SE12
chr1	21721650	21721764	115	-	USP48	USP48:SE13
chr1	21723898	21724095	198	-	USP48	USP48:SE14
chr1	22027414	22027534	121	+	LINC00339	LINC00339:SE01
chr1	22074094	22074219	126	+	CDC42	CDC42:SE01
chr1	22452659	22452946	288	+	ZBTB40	ZBTB40:SE01
chr1	22501492	22501684	193	+	ZBTB40	ZBTB40:SE02
chr1	22502299	22502441	143	+	ZBTB40	ZBTB40:SE03
chr1	22593326	22593450	125	+	EPHA8	EPHA8:SE01
chr1	22593524	22593686	163	+	EPHA8	EPHA8:SE02
chr1	22595230	22595323	94	+	EPHA8	EPHA8:SE03
chr1	22596106	22596173	68	+	EPHA8	EPHA8:SE04
chr1	22597312	22597476	165	+	EPHA8	EPHA8:SE05
chr1	22597676	22597861	186	+	EPHA8	EPHA8:SE06
chr1	22598151	22598212	62	+	EPHA8	EPHA8:SE07
chr1	22598838	22599047	210	+	EPHA8	EPHA8:SE08
chr1	22600661	22600810	150	+	EPHA8	EPHA8:SE09
chr1	22600898	22601088	191	+	EPHA8	EPHA8:SE10
chr1	22601300	22601473	174	+	EPHA8	EPHA8:SE11
chr1	22644011	22644204	194	+	C1QC	C1QC:SE01
chr1	22654008	22654160	153	+	C1QB	C1QB:SE01
chr1	22895472	22895580	109	+	EPHB2	EPHB2:SE01
chr1	23044427	23044486	60	+	KDM1A	KDM1A:SE01
chr1	23066060	23066071	12	+	KDM1A	KDM1A:SE02
chr1	23109585	23109650	66	-	LUZP1	LUZP1:SE01
chr1	23323556	23323732	177	-	HNRNPR	HNRNPR:SE01
chr1	23333518	23333631	114	-	HNRNPR	HNRNPR:SE02
chr1	23340852	23341017	166	-	HNRNPR	HNRNPR:SE03
chr1	23451479	23451528	50	-	ASAP3	ASAP3:SE01
chr1	23810736	23810799	64	-	HMGCL	HMGCL:SE01
chr1	23814190	23814338	149	-	HMGCL	HMGCL:SE02
chr1	23977911	23978273	363	-	SRSF10	SRSF10:SE01
chr1	24159052	24159182	131	-	IFNLR1	IFNLR1:SE01
chr1	24391561	24391679	119	-	STPG1	STPG1:SE01
chr1	24391924	24392067	144	-	STPG1	STPG1:SE02
chr1	24433104	24433213	110	+	NIPAL3	NIPAL3:SE01
chr1	24442055	24442226	172	+	NIPAL3	NIPAL3:SE02
chr1	24444035	24444184	150	+	NIPAL3	NIPAL3:SE03
chr1	24445185	24445244	60	+	NIPAL3	NIPAL3:SE04
chr1	24453408	24453504	97	+	NIPAL3	NIPAL3:SE05
chr1	24456138	24456273	136	+	NIPAL3	NIPAL3:SE06
chr1	24458888	24458976	89	+	NIPAL3	NIPAL3:SE07
chr1	24460481	24460544	64	+	NIPAL3	NIPAL3:SE08
chr1	24464026	24464120	95	+	NIPAL3	NIPAL3:SE09
chr1	24531218	24531391	174	+	RCAN3	RCAN3:SE01
chr1	24654306	24654343	38	+	SRRM1	SRRM1:SE01
chr1	24655652	24655690	39	+	SRRM1	SRRM1:SE02
chr1	24663183	24663224	42	+	SRRM1	SRRM1:SE03
chr1	25228998	25229123	126	-	SYF2	SYF2:SE01
chr1	25246444	25247029	586	-	RSRP1	RSRP1:SE01
chr1	25306596	25306729	134	+	RHD	RHD:SE01
chr1	25307647	25307816	170	+	RHD	RHD:SE02
chr1	25318063	25318271	209	-	RSRP1	RSRP1:SE02
chr1	25321889	25321962	74	+	RHD	RHD:SE04
chr1	25375349	25375428	80	-	RHCE	RHCE:SE01
chr1	25385711	25385844	134	-	RHCE	RHCE:SE02
chr1	25388976	25389113	138	-	RHCE	RHCE:SE03
chr1	25390749	25390915	167	-	RHCE	RHCE:SE04
chr1	25391994	25392141	148	-	RHCE	RHCE:SE05
chr1	25456653	25456831	179	+	MACO1	MACO1:SE01
chr1	25458391	25458892	502	+	MACO1	MACO1:SE02
chr1	25802016	25802117	102	+	SELENON	SELENON:SE01
chr1	26044298	26044444	147	-	SLC30A2	SLC30A2:SE01
chr1	26112460	26112650	191	+	PDIK1L	PDIK1L:SE01
chr1	26239762	26239838	77	+	CEP85	CEP85:SE01
chr1	26244166	26244318	153	+	CEP85	CEP85:SE02
chr1	26255171	26255865	695	+	CEP85	CEP85:SE03
chr1	26257597	26257730	134	+	CEP85	CEP85:SE04
chr1	26258143	26258260	118	+	CEP85	CEP85:SE05
chr1	26259617	26259802	186	+	CEP85	CEP85:SE06
chr1	26268483	26268635	153	+	CEP85	CEP85:SE07
chr1	26294205	26294331	127	-	UBXN11	UBXN11:SE01
chr1	26296919	26296995	77	-	UBXN11	UBXN11:SE02
chr1	26297427	26297481	55	-	UBXN11	UBXN11:SE03
chr1	26297962	26298062	101	-	UBXN11	UBXN11:SE04
chr1	26300926	26301024	99	-	UBXN11	UBXN11:SE05
chr1	26303043	26303167	125	-	UBXN11	UBXN11:SE06
chr1	26362116	26362175	60	-	ZNF683	ZNF683:SE01
chr1	26446316	26446432	117	+	DHDDS	DHDDS:SE01
chr1	26447559	26447660	102	+	DHDDS	DHDDS:SE02
chr1	26466204	26466324	121	-	DHDDS-AS1	DHDDS-AS1:SE01
chr1	26536925	26536969	45	+	RPS6KA1	RPS6KA1:SE01
