seqnames	start	end	width	strand	gene_name	count
chr1	24195517	24195537	21	+	Col9a1	Col9a1:SE06
chr1	30135168	30135210	43	-	Gm31465	Gm31465:SE01
chr1	33765844	33765909	66	-	Zfp451	Zfp451:SE02
chr1	33769721	33769907	187	-	Zfp451	Zfp451:SE03
chr1	33770769	33770899	131	-	Zfp451	Zfp451:SE04
chr1	33772893	33773033	141	-	Zfp451	Zfp451:SE05
chr1	33776269	33777863	1595	-	Zfp451	Zfp451:SE06
chr1	33779044	33779191	148	-	Zfp451	Zfp451:SE07
chr1	33779896	33780049	154	-	Zfp451	Zfp451:SE08
chr1	33782068	33782194	127	-	Zfp451	Zfp451:SE09
chr1	33783041	33783191	151	-	Zfp451	Zfp451:SE10
chr1	33783853	33783964	112	-	Zfp451	Zfp451:SE11
chr1	33786407	33786532	126	-	Zfp451	Zfp451:SE12
chr1	33883441	33883648	208	-	Bend6	Bend6:SE01
chr1	33908999	33909033	35	+	Dst	Dst:SE01
chr1	33968703	33968903	201	+	Dst	Dst:SE02
chr1	34006191	34006398	208	+	Dst	Dst:SE03
chr1	34086242	34086303	62	+	Dst	Dst:SE04
chr1	34113933	34114022	90	+	Dst	Dst:SE05
chr1	34116118	34116195	78	+	Dst	Dst:SE06
chr1	34117432	34117524	93	+	Dst	Dst:SE07
chr1	34135090	34135256	167	+	Dst	Dst:SE08
chr1	34152202	34152314	113	+	Dst	Dst:SE09
chr1	34152413	34152519	107	+	Dst	Dst:SE10
chr1	34154513	34154632	120	+	Dst	Dst:SE11
chr1	34156599	34156694	96	+	Dst	Dst:SE12
chr1	34156781	34156908	128	+	Dst	Dst:SE13
chr1	34177796	34180498	2703	+	Dst	Dst:SE14
chr1	34184016	34184144	129	+	Dst	Dst:SE15
chr1	34185962	34186050	89	+	Dst	Dst:SE16
chr1	34186819	34186951	133	+	Dst	Dst:SE17
chr1	34187972	34193263	5292	+	Dst	Dst:SE18
chr1	34193392	34193541	150	+	Dst	Dst:SE19
chr1	34194005	34194220	216	+	Dst	Dst:SE20
chr1	34194515	34194664	150	+	Dst	Dst:SE21
chr1	34195828	34196061	234	+	Dst	Dst:SE22
chr1	34197201	34197353	153	+	Dst	Dst:SE23
chr1	34198518	34198751	234	+	Dst	Dst:SE24
chr1	34199292	34199558	267	+	Dst	Dst:SE25
chr1	34200870	34201415	546	+	Dst	Dst:SE26
chr1	34202445	34202621	177	+	Dst	Dst:SE27
chr1	34208554	34208677	124	+	Dst	Dst:SE28
chr1	34211154	34211362	209	+	Dst	Dst:SE29
chr1	34212222	34212539	318	+	Dst	Dst:SE30
chr1	34212902	34213068	167	+	Dst	Dst:SE31
chr1	34214534	34214690	157	+	Dst	Dst:SE32
chr1	34215486	34215612	127	+	Dst	Dst:SE33
chr1	34217810	34217872	63	+	Dst	Dst:SE34
chr1	34218335	34218576	242	+	Dst	Dst:SE35
chr1	34219396	34219525	130	+	Dst	Dst:SE36
chr1	34223804	34224003	200	+	Dst	Dst:SE37
chr1	34225509	34226004	496	+	Dst	Dst:SE38
chr1	34227775	34229246	1472	+	Dst	Dst:SE39
chr1	34242619	34242780	162	+	Dst	Dst:SE40
chr1	34244344	34244514	171	+	Dst	Dst:SE41
chr1	34247649	34247815	167	+	Dst	Dst:SE42
chr1	34249479	34249638	160	+	Dst	Dst:SE43
chr1	34249804	34250130	327	+	Dst	Dst:SE44
chr1	34250610	34250694	85	+	Dst	Dst:SE45
chr1	34251696	34251937	242	+	Dst	Dst:SE46
chr1	34252811	34253017	207	+	Dst	Dst:SE47
chr1	34256232	34256351	120	+	Dst	Dst:SE48
chr1	34256542	34256649	108	+	Dst	Dst:SE49
chr1	34257722	34257940	219	+	Dst	Dst:SE50
chr1	34260164	34260367	204	+	Dst	Dst:SE51
chr1	34262020	34262251	232	+	Dst	Dst:SE52
chr1	34263264	34263490	227	+	Dst	Dst:SE53
chr1	34264525	34264647	123	+	Dst	Dst:SE54
chr1	34264750	34264851	102	+	Dst	Dst:SE55
chr1	34266857	34266958	102	+	Dst	Dst:SE56
chr1	34268229	34268402	174	+	Dst	Dst:SE57
chr1	34268735	34268890	156	+	Dst	Dst:SE58
chr1	34270828	34271025	198	+	Dst	Dst:SE59
chr1	34271355	34271483	129	+	Dst	Dst:SE60
chr1	34274168	34274338	171	+	Dst	Dst:SE61
chr1	34275205	34275360	156	+	Dst	Dst:SE62
chr1	34275673	34275879	207	+	Dst	Dst:SE63
chr1	34278020	34278139	120	+	Dst	Dst:SE64
chr1	34282423	34282592	170	+	Dst	Dst:SE65
chr1	34284259	34284418	160	+	Dst	Dst:SE66
chr1	34287187	34287381	195	+	Dst	Dst:SE67
chr1	34287891	34288019	129	+	Dst	Dst:SE68
chr1	34289524	34289667	144	+	Dst	Dst:SE69
chr1	34290359	34290547	189	+	Dst	Dst:SE70
chr1	34291787	34291916	130	+	Dst	Dst:SE71
chr1	34293320	34293483	164	+	Dst	Dst:SE72
chr1	34294384	34294546	163	+	Dst	Dst:SE73
chr1	34295154	34295308	155	+	Dst	Dst:SE74
chr1	34295462	34295536	75	+	Dst	Dst:SE75
chr1	34296742	34296759	18	+	Dst	Dst:SE76
chr1	34299721	34299838	118	+	Dst	Dst:SE77
chr1	34301861	34301932	72	+	Dst	Dst:SE78
chr1	34302830	34303032	203	+	Dst	Dst:SE79
chr1	34303421	34303531	111	+	Dst	Dst:SE80
chr1	34306528	34306651	124	+	Dst	Dst:SE81
chr1	34499644	34499709	66	+	Prss39	Prss39:SE01
chr1	34537132	34537246	115	+	Cfc1	Cfc1:SE01
chr1	34721704	34725159	3456	+	Arhgef4	Arhgef4:SE01
chr1	34732109	34732408	300	+	Arhgef4	Arhgef4:SE02
chr1	34745318	34745444	127	+	Arhgef4	Arhgef4:SE03
chr1	34793226	34793362	137	+	Arhgef4	Arhgef4:SE04
chr1	34824020	34824055	36	-	Fam168b	Fam168b:SE01
chr1	34852225	34852336	112	+	Plekhb2	Plekhb2:SE01
chr1	36311874	36311968	95	+	Arid5a	Arid5a:SE01
chr1	36317204	36317324	121	+	Arid5a	Arid5a:SE02
chr1	36317610	36317662	53	+	Arid5a	Arid5a:SE03
chr1	36347217	36347294	78	-	Kansl3	Kansl3:SE01
chr1	36429423	36429455	33	-	Lman2l	Lman2l:SE01
chr1	36556803	36557085	283	-	Sema4c	Sema4c:SE01
chr1	36564330	36564482	153	-	Fam178b	Fam178b:SE01
chr1	36564831	36564908	78	-	Fam178b	Fam178b:SE02
chr1	36578519	36578644	126	-	Fam178b	Fam178b:SE03
chr1	36585916	36586003	88	-	Fam178b	Fam178b:SE04
chr1	36600408	36600584	177	-	Fam178b	Fam178b:SE05
chr1	36600867	36600951	85	-	Fam178b	Fam178b:SE06
chr1	36601719	36601880	162	-	Fam178b	Fam178b:SE07
chr1	36608417	36608531	115	-	Fam178b	Fam178b:SE08
chr1	36632420	36632504	85	-	Fam178b	Fam178b:SE09
chr1	36635167	36635272	106	-	Fam178b	Fam178b:SE10
chr1	36644210	36644362	153	-	Fam178b	Fam178b:SE11
chr1	36656811	36656933	123	-	Fam178b	Fam178b:SE12
chr1	36659364	36659425	62	-	Fam178b	Fam178b:SE13
chr1	36660735	36661049	315	-	Fam178b	Fam178b:SE14
chr1	36770802	36771212	411	+	Zap70	Zap70:SE01
chr1	36771789	36771949	161	+	Zap70	Zap70:SE02
chr1	36778153	36778291	139	+	Zap70	Zap70:SE03
chr1	36778380	36778464	85	+	Zap70	Zap70:SE04
chr1	36778547	36778590	44	+	Zap70	Zap70:SE05
chr1	36778751	36778802	52	+	Zap70	Zap70:SE06
chr1	37142729	37142816	88	+	Vwa3b	Vwa3b:SE01
chr1	37142911	37143067	157	+	Vwa3b	Vwa3b:SE02
chr1	37157333	37157451	119	+	Vwa3b	Vwa3b:SE03
chr1	37164500	37164550	51	+	Vwa3b	Vwa3b:SE04
chr1	37165646	37165847	202	+	Vwa3b	Vwa3b:SE05
chr1	37173835	37173946	112	+	Vwa3b	Vwa3b:SE06
chr1	37175496	37175620	125	+	Vwa3b	Vwa3b:SE07
chr1	37177329	37177466	138	+	Vwa3b	Vwa3b:SE08
chr1	37179117	37179217	101	+	Vwa3b	Vwa3b:SE09
chr1	37186529	37186705	177	+	Vwa3b	Vwa3b:SE10
chr1	37241827	37241940	114	+	Cnga3	Cnga3:SE01
chr1	37357343	37357404	62	+	Inpp4a	Inpp4a:SE01
chr1	37357815	37358024	210	+	Inpp4a	Inpp4a:SE02
chr1	37358508	37358552	45	+	Inpp4a	Inpp4a:SE03
chr1	37364110	37364228	119	+	Inpp4a	Inpp4a:SE04
chr1	37366163	37366279	117	+	Inpp4a	Inpp4a:SE05
chr1	37366539	37366618	80	+	Inpp4a	Inpp4a:SE06
chr1	37366870	37366981	112	+	Inpp4a	Inpp4a:SE07
chr1	37367757	37367847	91	+	Inpp4a	Inpp4a:SE08
chr1	37368277	37368424	148	+	Inpp4a	Inpp4a:SE09
chr1	37383339	37383371	33	+	Inpp4a	Inpp4a:SE10
chr1	37761430	37761534	105	-	Tsga10	Tsga10:SE01
chr1	37763307	37763509	203	-	Tsga10	Tsga10:SE02
chr1	37783817	37784026	210	-	Tsga10	Tsga10:SE03
chr1	37815532	37815686	155	-	Tsga10	Tsga10:SE04
chr1	37892943	37893023	81	+	Mrpl30	Mrpl30:SE01
chr1	38081159	38081358	200	-	Rev1	Rev1:SE01
chr1	38112066	38112071	6	-	Rev1	Rev1:SE02
chr1	38128252	38128315	64	-	Rev1	Rev1:SE03
chr1	38894564	38894671	108	-	Chst10	Chst10:SE01
chr1	38943938	38943961	24	+	Nms	Nms:SE01
chr1	40001430	40001591	162	+	Map4k4	Map4k4:SE01
chr1	40003757	40003987	231	+	Map4k4	Map4k4:SE02
chr1	40008331	40008339	9	+	Map4k4	Map4k4:SE03
chr1	40011650	40011841	192	+	Map4k4	Map4k4:SE04
chr1	40105264	40105522	259	+	Il1r2	Il1r2:SE01
chr1	40450075	40450221	147	+	Il1rl1	Il1rl1:SE01
chr1	40451693	40451860	168	+	Il1rl1	Il1rl1:SE02
chr1	40495749	40495907	159	+	Il18r1	Il18r1:SE01
chr1	43096852	43097049	198	-	Tgfbrap1	Tgfbrap1:SE01
chr1	43985416	43985454	39	+	Tpp2	Tpp2:SE01
chr1	44101467	44101522	56	-	Tex30	Tex30:SE01
chr1	44101900	44101957	58	-	Tex30	Tex30:SE02
chr1	46026499	46026618	120	-	Stk-ps2	Stk-ps2:SE01
chr1	46841748	46841881	134	-	Slc39a10	Slc39a10:SE01
chr1	46892800	46892900	101	-	Slc39a10	Slc39a10:SE02
chr1	51766822	51766908	87	-	Myo1b	Myo1b:SE01
chr1	51768650	51768736	87	-	Myo1b	Myo1b:SE02
chr1	51996262	51996349	88	+	Stat4	Stat4:SE01
chr1	52168336	52168399	64	-	Gls	Gls:SE01
chr1	52168485	52168561	77	-	Gls	Gls:SE02
chr1	52168897	52168958	62	-	Gls	Gls:SE03
chr1	52658699	52658723	25	-	Mfsd6	Mfsd6:SE01
chr1	52990106	52990164	59	-	1700019D03Rik	1700019D03Rik:SE01
chr1	52991269	52991343	75	-	1700019D03Rik	1700019D03Rik:SE02
chr1	53187328	53187458	131	-	1700019A02Rik	1700019A02Rik:SE01
chr1	53321305	53321384	80	+	Osgepl1	Osgepl1:SE01
chr1	53321496	53321567	72	+	Osgepl1	Osgepl1:SE02
chr1	53826876	53826988	113	-	Hecw2	Hecw2:SE01
chr1	53827885	53827970	86	-	Hecw2	Hecw2:SE02
chr1	53830642	53830756	115	-	Hecw2	Hecw2:SE03
chr1	53831510	53831656	147	-	Hecw2	Hecw2:SE04
chr1	53832622	53832751	130	-	Hecw2	Hecw2:SE05
chr1	53839012	53839110	99	-	Hecw2	Hecw2:SE06
chr1	53840714	53840866	153	-	Hecw2	Hecw2:SE07
chr1	53851573	53851686	114	-	Hecw2	Hecw2:SE08
chr1	53853169	53853289	121	-	Hecw2	Hecw2:SE09
chr1	53865041	53865150	110	-	Hecw2	Hecw2:SE10
chr1	53868836	53868919	84	-	Hecw2	Hecw2:SE11
chr1	53885329	53885425	97	-	Hecw2	Hecw2:SE12
chr1	53887583	53887685	103	-	Hecw2	Hecw2:SE13
chr1	53891126	53891260	135	-	Hecw2	Hecw2:SE14
chr1	53904249	53904434	186	-	Hecw2	Hecw2:SE15
chr1	53913241	53913365	125	-	Hecw2	Hecw2:SE16
chr1	53913767	53913870	104	-	Hecw2	Hecw2:SE17
chr1	53914482	53914632	151	-	Hecw2	Hecw2:SE18
chr1	53923899	53923994	96	-	Hecw2	Hecw2:SE19
chr1	53925310	53926683	1374	-	Hecw2	Hecw2:SE20
chr1	53927065	53927165	101	-	Hecw2	Hecw2:SE21
chr1	55061275	55061424	150	+	Coq10b	Coq10b:SE01
chr1	55136677	55136739	63	+	Mob4	Mob4:SE01
chr1	55201345	55201422	78	-	Rftn2	Rftn2:SE01
chr1	55211150	55211261	112	-	Rftn2	Rftn2:SE02
chr1	55214120	55214303	184	-	Rftn2	Rftn2:SE03
chr1	56974239	56974321	83	-	Satb2	Satb2:SE01
chr1	57393670	57393694	25	-	Tyw5	Tyw5:SE01
chr1	57799305	57799354	50	+	Spats2l	Spats2l:SE01
chr1	57961901	57961995	95	-	Kctd18	Kctd18:SE01
chr1	57963068	57963261	194	-	Kctd18	Kctd18:SE02
chr1	57998096	57998221	126	+	Sgo2a	Sgo2a:SE01
chr1	57999964	58000139	176	+	Sgo2a	Sgo2a:SE02
chr1	58001218	58001295	78	+	Sgo2a	Sgo2a:SE03
chr1	58500241	58500384	144	-	Orc2	Orc2:SE01
chr1	58534485	58534652	168	-	Fam126b	Fam126b:SE01
chr1	58726306	58726732	427	+	Cflar	Cflar:SE01
chr1	58729056	58729161	106	+	Cflar	Cflar:SE02
chr1	58731152	58731287	136	+	Cflar	Cflar:SE03
chr1	58735658	58735712	55	+	Cflar	Cflar:SE04
chr1	58740263	58740312	50	+	Cflar	Cflar:SE05
chr1	58740965	58741046	82	+	Cflar	Cflar:SE06
chr1	58752339	58752846	508	+	Cflar	Cflar:SE07
chr1	58803999	58804114	116	+	Casp8	Casp8:SE01
chr1	58992204	58992375	172	+	Stradb	Stradb:SE01
chr1	59003141	59007814	4674	-	C2cd6	C2cd6:SE01
chr1	59010069	59010143	75	-	C2cd6	C2cd6:SE02
chr1	59012634	59012696	63	-	C2cd6	C2cd6:SE03
chr1	59018750	59018811	62	-	C2cd6	C2cd6:SE04
chr1	59022879	59022915	37	-	C2cd6	C2cd6:SE05
chr1	59116842	59116904	63	-	Tmem237	Tmem237:SE01
chr1	59161472	59161531	60	-	Mpp4	Mpp4:SE01
chr1	59167183	59167279	97	-	Als2	Als2:SE01
chr1	59167463	59167612	150	-	Als2	Als2:SE02
chr1	59168151	59168212	62	-	Als2	Als2:SE03
chr1	59168389	59168434	46	-	Als2	Als2:SE04
chr1	59169837	59170013	177	-	Als2	Als2:SE05
chr1	59170437	59170559	123	-	Als2	Als2:SE06
chr1	59173156	59173313	158	-	Als2	Als2:SE07
chr1	59174924	59175041	118	-	Als2	Als2:SE08
chr1	59178532	59178699	168	-	Als2	Als2:SE09
chr1	59179060	59179193	134	-	Als2	Als2:SE10
chr1	59180106	59180183	78	-	Als2	Als2:SE11
chr1	59180549	59180660	112	-	Als2	Als2:SE12
chr1	59183164	59183328	165	-	Als2	Als2:SE13
chr1	59183781	59183879	99	-	Als2	Als2:SE14
chr1	59185213	59185278	66	-	Als2	Als2:SE15
chr1	59185397	59185599	203	-	Als2	Als2:SE16
chr1	59186012	59186078	67	-	Als2	Als2:SE17
chr1	59186456	59186526	71	-	Als2	Als2:SE18
chr1	59187321	59187449	129	-	Als2	Als2:SE19
chr1	59187735	59187866	132	-	Als2	Als2:SE20
chr1	59551134	59551296	163	+	Gm973	Gm973:SE01
chr1	59552420	59552562	143	+	Gm973	Gm973:SE02
chr1	59997451	59997711	261	-	Ica1l	Ica1l:SE01
chr1	60003656	60003705	50	-	Ica1l	Ica1l:SE02
chr1	60006234	60006319	86	-	Ica1l	Ica1l:SE03
chr1	60007808	60007906	99	-	Ica1l	Ica1l:SE04
chr1	60010109	60010234	126	-	Ica1l	Ica1l:SE05
chr1	60013820	60014018	199	-	Ica1l	Ica1l:SE06
chr1	60015712	60015835	124	-	Ica1l	Ica1l:SE07
chr1	60102627	60102784	158	+	Carf	Carf:SE01
chr1	60125079	60125145	67	+	Carf	Carf:SE02
chr1	60136264	60136384	121	+	Carf	Carf:SE03
chr1	60139200	60139343	144	+	Carf	Carf:SE04
chr1	60352909	60353075	167	+	Cyp20a1	Cyp20a1:SE01
chr1	60438942	60438959	18	+	Abi2	Abi2:SE01
chr1	60913219	60913328	110	+	Ctla4	Ctla4:SE01
chr1	62812534	62812584	51	+	Nrp2	Nrp2:SE01
chr1	63172154	63172257	104	-	Ndufs1	Ndufs1:SE01
chr1	63207515	63207614	100	+	Zdbf2	Zdbf2:SE01
chr1	63263499	63263555	57	+	Zdbf2	Zdbf2:SE02
chr1	63275096	63275178	83	+	Zdbf2	Zdbf2:SE03
chr1	64550849	64550970	122	+	Creb1	Creb1:SE01
chr1	64559727	64559768	42	+	Creb1	Creb1:SE02
chr1	65030568	65030688	121	-	Akr1cl	Akr1cl:SE01
chr1	65192534	65192566	33	+	Pikfyve	Pikfyve:SE01
chr1	65224162	65224329	168	+	Pikfyve	Pikfyve:SE02
chr1	66193119	66193181	63	+	Map2	Map2:SE01
chr1	66251662	66251712	51	+	Map2	Map2:SE02
chr1	66412407	66416147	3741	+	Map2	Map2:SE03
chr1	66416344	66416550	207	+	Map2	Map2:SE04
chr1	66416732	66416866	135	+	Map2	Map2:SE05
chr1	66431527	66431619	93	+	Map2	Map2:SE06
chr1	66606452	66606655	204	+	Unc80	Unc80:SE01
chr1	66701617	66701648	32	+	Rpe	Rpe:SE01
chr1	66728444	66728575	132	-	Kansl1l	Kansl1l:SE01
chr1	66807525	66807604	80	-	Kansl1l	Kansl1l:SE02
chr1	66934246	66934273	28	-	Myl1	Myl1:SE01
chr1	66934518	66934542	25	-	Myl1	Myl1:SE02
chr1	69842969	69843015	47	+	Spag16	Spag16:SE01
chr1	69844279	69844374	96	+	Spag16	Spag16:SE02
chr1	69853323	69853441	119	+	Spag16	Spag16:SE03
chr1	69858473	69858610	138	+	Spag16	Spag16:SE04
chr1	69870264	69870371	108	+	Spag16	Spag16:SE05
chr1	69873134	69873251	118	+	Spag16	Spag16:SE06
chr1	69887492	69887558	67	+	Spag16	Spag16:SE07
chr1	69895227	69895271	45	+	Spag16	Spag16:SE08
chr1	69896472	69896581	110	+	Spag16	Spag16:SE09
chr1	69996781	69996908	128	+	Spag16	Spag16:SE10
chr1	70264906	70265049	144	+	Spag16	Spag16:SE11
chr1	70299583	70299768	186	+	Spag16	Spag16:SE12
chr1	70381279	70381405	127	+	Spag16	Spag16:SE13
chr1	70461066	70461131	66	+	Spag16	Spag16:SE14
chr1	70493781	70493907	127	+	Spag16	Spag16:SE15
chr1	70750937	70751066	130	+	Vwc2l	Vwc2l:SE01
chr1	71603660	71603929	270	-	Fn1	Fn1:SE01
chr1	71613763	71614035	273	-	Fn1	Fn1:SE02
chr1	72195912	72196941	1030	-	Mreg	Mreg:SE01
chr1	72276166	72276331	166	-	Pecr	Pecr:SE01
chr1	73017506	73017601	96	+	1700027A15Rik	1700027A15Rik:SE01
chr1	73935898	73935936	39	-	Tns1	Tns1:SE01
chr1	73936332	73936355	24	-	Tns1	Tns1:SE02
chr1	74285842	74286010	169	+	Pnkd	Pnkd:SE01
chr1	74347385	74347500	116	+	Pnkd	Pnkd:SE02
chr1	74347652	74347764	113	+	Pnkd	Pnkd:SE03
chr1	74348763	74348821	59	+	Pnkd	Pnkd:SE04
chr1	74349308	74349400	93	+	Pnkd	Pnkd:SE05
chr1	74349714	74349877	164	+	Pnkd	Pnkd:SE06
chr1	74350617	74350703	87	+	Pnkd	Pnkd:SE07
chr1	74351537	74351652	116	+	Pnkd	Pnkd:SE08
chr1	74459915	74459980	66	-	Usp37	Usp37:SE01
chr1	74531063	74531112	50	-	Usp37	Usp37:SE02
chr1	74561842	74561937	96	+	Plcd4	Plcd4:SE01
chr1	75142058	75142560	503	-	Cnppd1	Cnppd1:SE01
chr1	75194178	75194284	107	+	Ankzf1	Ankzf1:SE01
chr1	75195801	75195948	148	+	Ankzf1	Ankzf1:SE02
chr1	75196153	75196381	229	+	Ankzf1	Ankzf1:SE03
chr1	75196514	75196669	156	+	Ankzf1	Ankzf1:SE04
chr1	75197644	75198124	481	+	Ankzf1	Ankzf1:SE05
chr1	75198265	75198376	112	+	Ankzf1	Ankzf1:SE06
chr1	75198477	75198644	168	+	Ankzf1	Ankzf1:SE07
chr1	75198780	75198865	86	+	Ankzf1	Ankzf1:SE08
chr1	75239280	75239333	54	+	Dnajb2	Dnajb2:SE01
chr1	75274168	75274210	43	-	Resp18	Resp18:SE01
chr1	75383137	75383179	43	+	Speg	Speg:SE01
chr1	75384656	75384745	90	+	Speg	Speg:SE02
chr1	75384828	75385164	337	+	Speg	Speg:SE03
