seqnames	start	end	width	strand	value.group	value.group_name	count
chr1	9848272	9848321	50	+	49430	Sgk3	Sgk3:P02
chr1	9848397	9848397	1	+	49430	Sgk3	Sgk3:P03
chr1	9883467	9883467	1	+	49430	Sgk3	Sgk3:P04
chr1	9895427	9895427	1	+	49430	Sgk3	Sgk3:P05
chr1	9908638	9908670	33	+	40942	Mcmdc2	Mcmdc2:P01
chr1	9911314	9911314	1	+	40942	Mcmdc2	Mcmdc2:P02
chr1	9932120	9932120	1	+	40942	Mcmdc2	Mcmdc2:P03
chr1	9967314	9967314	1	+	8048	E330040D14Rik	E330040D14Rik:P01
chr1	9982387	9982387	1	+	14224	Gm15818	Gm15818:P01
chr1	10037987	10038006	20	+	6747	Cspp1	Cspp1:P01
chr1	10038217	10038262	46	+	6747	Cspp1	Cspp1:P02
chr1	10039767	10039823	57	+	6747	Cspp1	Cspp1:P03
chr1	10040155	10040155	1	+	6747	Cspp1	Cspp1:P04
chr1	10046493	10046493	1	+	6747	Cspp1	Cspp1:P05
chr1	10056924	10056924	1	+	6747	Cspp1	Cspp1:P06
chr1	10071183	10071183	1	+	6747	Cspp1	Cspp1:P07
chr1	10074382	10074382	1	+	6747	Cspp1	Cspp1:P08
chr1	10074860	10074860	1	+	6747	Cspp1	Cspp1:P09
chr1	10074913	10074913	1	+	6747	Cspp1	Cspp1:P10
chr1	10087747	10087747	1	+	6747	Cspp1	Cspp1:P11
chr1	10095864	10095864	1	+	6747	Cspp1	Cspp1:P12
chr1	10104228	10104228	1	+	6747	Cspp1	Cspp1:P13
chr1	10112876	10112876	1	+	6747	Cspp1	Cspp1:P14
chr1	10115425	10115425	1	+	6747	Cspp1	Cspp1:P15
chr1	10125984	10125984	1	+	6747	Cspp1	Cspp1:P16
chr1	10129959	10129959	1	+	6747	Cspp1	Cspp1:P17
chr1	10133970	10133970	1	+	6747	Cspp1	Cspp1:P18
chr1	10166539	10166539	1	+	21324	Gm26348	Gm26348:P01
chr1	10695123	10695123	1	+	14047	Gm15603	Gm15603:P01
chr1	10805281	10805281	1	+	34709	Gm5522	Gm5522:P01
chr1	10868688	10868688	1	+	22901	Gm28659	Gm28659:P01
chr1	10921670	10921670	1	+	18262	Gm22963	Gm22963:P01
chr1	11414105	11414112	8	+	2509	A830018L16Rik	A830018L16Rik:P01
chr1	11414269	11414269	1	+	2509	A830018L16Rik	A830018L16Rik:P02
chr1	11414509	11414509	1	+	2509	A830018L16Rik	A830018L16Rik:P03
chr1	11416918	11416918	1	+	26662	Gm38178	Gm38178:P01
chr1	11518671	11518671	1	+	2509	A830018L16Rik	A830018L16Rik:P04
chr1	11579306	11579306	1	+	2509	A830018L16Rik	A830018L16Rik:P05
chr1	11704207	11704207	1	+	26551	Gm38069	Gm38069:P01
chr1	12120960	12120960	1	+	35972	Gm7560	Gm7560:P01
chr1	12374936	12374936	1	+	17969	Gm22633	Gm22633:P01
chr1	12425986	12425986	1	+	41847	Mir6341	Mir6341:P01
chr1	12565577	12565577	1	+	19041	Gm2383	Gm2383:P01
chr1	12655867	12655867	1	+	35186	Gm6216	Gm6216:P01
chr1	12667563	12667563	1	+	15165	Gm17644	Gm17644:P01
chr1	12692277	12692323	47	+	51001	Sulf1	Sulf1:P01
chr1	12692532	12692532	1	+	51001	Sulf1	Sulf1:P02
chr1	12718459	12718459	1	+	51001	Sulf1	Sulf1:P03
chr1	12718529	12718529	1	+	51001	Sulf1	Sulf1:P04
chr1	12719464	12719464	1	+	51001	Sulf1	Sulf1:P05
chr1	12728119	12728119	1	+	51001	Sulf1	Sulf1:P06
chr1	12785443	12785443	1	+	51001	Sulf1	Sulf1:P07
chr1	12836028	12836028	1	+	51001	Sulf1	Sulf1:P08
chr1	12842791	12842791	1	+	51001	Sulf1	Sulf1:P09
chr1	13062025	13062025	1	+	34514	Gm5250	Gm5250:P01
chr1	13068838	13068838	1	+	23506	Gm29283	Gm29283:P01
chr1	13262198	13262198	1	+	22206	Gm27881	Gm27881:P01
chr1	13376070	13376070	1	+	23787	Gm29570	Gm29570:P01
chr1	13668771	13668771	1	+	54297	Xkr9	Xkr9:P01
chr1	13932378	13932378	1	+	20551	Gm25491	Gm25491:P01
chr1	14182578	14182578	1	+	17952	Gm22616	Gm22616:P01
chr1	14752937	14752937	1	+	37377	Gm9947	Gm9947:P01
chr1	14755454	14755454	1	+	37377	Gm9947	Gm9947:P02
chr1	14788645	14788645	1	+	25904	Gm37412	Gm37412:P01
chr1	14865072	14865072	1	+	48501	Rpl5-ps1	Rpl5-ps1:P01
chr1	15287254	15287254	1	+	39562	Kcnb2	Kcnb2:P01
chr1	15312452	15312452	1	+	39562	Kcnb2	Kcnb2:P02
chr1	15364302	15364302	1	+	26601	Gm38116	Gm38116:P01
chr1	15556249	15556249	1	+	25639	Gm37138	Gm37138:P01
chr1	15757832	15757832	1	+	20256	Gm25168	Gm25168:P01
chr1	15760761	15760761	1	+	22912	Gm28669	Gm28669:P01
chr1	15805646	15805664	19	+	51517	Terf1	Terf1:P01
chr1	15807641	15807641	1	+	51517	Terf1	Terf1:P02
chr1	15853331	15853331	1	+	25999	Gm37509	Gm37509:P01
chr1	15879530	15879530	1	+	18536	Gm23259	Gm23259:P01
chr1	16053335	16053335	1	+	36020	Gm7634	Gm7634:P01
chr1	16105774	16105774	1	+	47829	Rdh10	Rdh10:P01
chr1	16130502	16130502	1	+	47829	Rdh10	Rdh10:P02
chr1	16228506	16228506	1	+	22338	Gm28095	Gm28095:P01
chr1	16253592	16253629	38	+	35977	Gm7568	Gm7568:P01
chr1	16618560	16618560	1	+	26820	Gm38342	Gm38342:P01
chr1	16657552	16657552	1	+	7105	D030040B21Rik	D030040B21Rik:P01
chr1	16665207	16665236	30	+	52048	Tmem70	Tmem70:P01
chr1	16688051	16688051	1	+	40610	Ly96	Ly96:P01
chr1	16688433	16688433	1	+	40610	Ly96	Ly96:P02
chr1	16688508	16688508	1	+	40610	Ly96	Ly96:P03
chr1	16898185	16898185	1	+	22626	Gm28376	Gm28376:P01
chr1	16930970	16930970	1	+	1046	4921511E07Rik	4921511E07Rik:P01
chr1	17124747	17124747	1	+	23023	Gm28783	Gm28783:P01
chr1	17145362	17145404	43	+	9622	Gdap1	Gdap1:P01
chr1	17145468	17145468	1	+	9622	Gdap1	Gdap1:P02
chr1	17158370	17158370	1	+	9622	Gdap1	Gdap1:P03
chr1	17168403	17168403	1	+	23024	Gm28784	Gm28784:P01
chr1	17394958	17394958	1	+	34515	Gm5251	Gm5251:P01
chr1	17520001	17520001	1	+	20254	Gm25166	Gm25166:P01
chr1	17601901	17601901	1	+	46290	Pi15	Pi15:P01
chr1	17727045	17727088	44	+	6653	Crispld1	Crispld1:P01
chr1	17947041	17947041	1	+	36054	Gm7690	Gm7690:P01
chr1	17993813	17993813	1	+	15317	Gm17969	Gm17969:P01
chr1	18708428	18708428	1	+	34516	Gm5252	Gm5252:P01
chr1	19037266	19037266	1	+	22593	Gm28343	Gm28343:P01
chr1	19062857	19062857	1	+	22594	Gm28344	Gm28344:P01
chr1	19103022	19103022	1	+	51575	Tfap2d	Tfap2d:P01
chr1	19107181	19107181	1	+	51575	Tfap2d	Tfap2d:P02
chr1	19208914	19208960	47	+	51573	Tfap2b	Tfap2b:P01
chr1	19212054	19212054	1	+	51573	Tfap2b	Tfap2b:P02
chr1	19212306	19212306	1	+	51573	Tfap2b	Tfap2b:P03
chr1	19213879	19213879	1	+	51573	Tfap2b	Tfap2b:P04
chr1	19242725	19242725	1	+	22590	Gm28340	Gm28340:P01
chr1	19330939	19330939	1	+	32278	Gm4849	Gm4849:P01
chr1	19614269	19614269	1	+	26859	Gm38382	Gm38382:P01
chr1	20356452	20356452	1	+	1344	4930486I03Rik	4930486I03Rik:P01
chr1	20669882	20669882	1	+	22895	Gm28653	Gm28653:P01
chr1	20679010	20679010	1	+	41420	Mir206	Mir206:P01
chr1	20679023	20679023	1	+	22895	Gm28653	Gm28653:P02
chr1	20682769	20682769	1	+	41269	Mir133b	Mir133b:P01
chr1	20730905	20730905	1	+	39133	Il17a	Il17a:P01
chr1	20821331	20821331	1	+	16612	Gm20587	Gm20587:P01
chr1	20836661	20836661	1	+	22309	Gm28065	Gm28065:P01
chr1	20890606	20890606	1	+	45807	Paqr8	Paqr8:P01
chr1	20917840	20917874	35	+	45807	Paqr8	Paqr8:P02
chr1	20922259	20922259	1	+	45807	Paqr8	Paqr8:P03
chr1	20945711	20945711	1	+	22308	Gm28064	Gm28064:P01
chr1	20951626	20951626	1	+	8161	Efhc1	Efhc1:P01
chr1	20951688	20951688	1	+	8161	Efhc1	Efhc1:P02
chr1	21080114	21080114	1	+	22534	Gm28287	Gm28287:P01
chr1	21178988	21178988	1	+	21716	Gm2693	Gm2693:P01
chr1	21218575	21218575	1	+	51870	Tmem14a	Tmem14a:P01
chr1	21218662	21218662	1	+	51870	Tmem14a	Tmem14a:P02
chr1	21234722	21234722	1	+	26703	Gm38224	Gm38224:P01
chr1	21240589	21240629	41	+	37758	Gsta3	Gsta3:P01
chr1	21253521	21253521	1	+	37758	Gsta3	Gsta3:P02
chr1	21272403	21272403	1	+	35685	Gm7094	Gm7094:P01
chr1	21349641	21349641	1	+	39699	Khdc1a	Khdc1a:P01
chr1	21354005	21354005	1	+	14663	Gm16329	Gm16329:P01
chr1	21364803	21364803	1	+	14661	Gm16327	Gm16327:P01
chr1	21368331	21368331	1	+	39701	Khdc1c	Khdc1c:P01
chr1	21372670	21372670	1	+	21812	Gm2709	Gm2709:P01
chr1	21379555	21379555	1	+	14773	Gm16533	Gm16533:P01
chr1	21383556	21383556	1	+	39700	Khdc1b	Khdc1b:P01
chr1	21390906	21390906	1	+	14662	Gm16328	Gm16328:P01
chr1	22237849	22237849	1	+	22486	Gm28239	Gm28239:P01
chr1	22740764	22740764	1	+	21678	Gm26866	Gm26866:P01
chr1	23245211	23245211	1	+	19356	Gm24176	Gm24176:P01
chr1	23272269	23272269	1	+	41544	Mir30a	Mir30a:P01
chr1	23291537	23291537	1	+	21793	Gm27028	Gm27028:P01
chr1	23291701	23291701	1	+	41547	Mir30c-2	Mir30c-2:P01
chr1	23293729	23293729	1	+	23335	Gm29107	Gm29107:P01
chr1	23479539	23479539	1	+	36111	Gm7784	Gm7784:P01
chr1	23574587	23574587	1	+	23060	Gm28822	Gm28822:P01
chr1	23761753	23761753	1	+	4345	B3gat2	B3gat2:P01
chr1	23761926	23761926	1	+	4345	B3gat2	B3gat2:P02
chr1	23762011	23762011	1	+	4345	B3gat2	B3gat2:P03
chr1	24005505	24005507	3	+	21476	Gm26524	Gm26524:P01
chr1	24100625	24100625	1	+	26068	Gm37580	Gm37580:P01
chr1	24125275	24125275	1	+	21526	Gm26607	Gm26607:P01
chr1	24177610	24177610	1	+	6455	Col9a1	Col9a1:P01
chr1	24195187	24195187	1	+	6455	Col9a1	Col9a1:P02
chr1	24197017	24197017	1	+	6455	Col9a1	Col9a1:P03
chr1	24229517	24229517	1	+	6455	Col9a1	Col9a1:P04
chr1	24678630	24678660	31	+	40337	Lmbrd1	Lmbrd1:P01
chr1	24678739	24678739	1	+	40337	Lmbrd1	Lmbrd1:P02
chr1	24678926	24678926	1	+	40337	Lmbrd1	Lmbrd1:P03
chr1	24728642	24728642	1	+	40337	Lmbrd1	Lmbrd1:P04
chr1	24744873	24744873	1	+	40337	Lmbrd1	Lmbrd1:P05
chr1	25011941	25011941	1	+	37135	Gm9443	Gm9443:P01
chr1	25223730	25223730	1	+	14127	Gm15702	Gm15702:P01
chr1	25451071	25451071	1	+	20370	Gm25294	Gm25294:P01
chr1	25830657	25830657	1	+	37336	Gm9884	Gm9884:P01
chr1	26466236	26466236	1	+	16072	Gm19123	Gm19123:P01
chr1	26566833	26566833	1	+	19252	Gm24064	Gm24064:P01
chr1	27884046	27884046	1	+	34711	Gm5524	Gm5524:P01
chr1	27989910	27989910	1	+	16014	Gm19028	Gm19028:P01
chr1	28569918	28569918	1	+	26572	Gm38089	Gm38089:P01
chr1	28938036	28938036	1	+	35327	Gm6462	Gm6462:P01
chr1	29219700	29219700	1	+	15360	Gm18033	Gm18033:P01
chr1	29301480	29301480	1	+	18011	Gm22679	Gm22679:P01
chr1	29421488	29421488	1	+	41848	Mir6342	Mir6342:P01
chr1	29813154	29813154	1	+	2767	AC125120.1	AC125120.1:P01
chr1	29930094	29930094	1	+	36161	Gm7858	Gm7858:P01
chr1	29985934	29985934	1	+	18989	Gm23771	Gm23771:P01
chr1	30769687	30769687	1	+	35333	Gm6473	Gm6473:P01
chr1	31041919	31041919	1	+	22886	Gm28644	Gm28644:P01
chr1	31136026	31136026	1	+	23357	Gm29128	Gm29128:P01
chr1	31164549	31164549	1	+	36180	Gm7893	Gm7893:P01
chr1	31176401	31176401	1	+	40251	Lgsn	Lgsn:P01
chr1	31189470	31189470	1	+	40251	Lgsn	Lgsn:P02
chr1	31222838	31222838	1	+	46335	Pih1d3	Pih1d3:P01
chr1	31267326	31267326	1	+	32289	Gm4850	Gm4850:P01
chr1	31274892	31274892	1	+	22887	Gm28645	Gm28645:P01
chr1	31286945	31286945	1	+	35345	Gm6489	Gm6489:P01
chr1	31559540	31559540	1	+	8127	Eef1a1-ps2	Eef1a1-ps2:P01
chr1	31615149	31615149	1	+	16277	Gm19680	Gm19680:P01
chr1	31736057	31736057	1	+	36193	Gm7910	Gm7910:P01
chr1	32172714	32172748	35	+	39705	Khdrbs2	Khdrbs2:P01
chr1	32172887	32172887	1	+	39705	Khdrbs2	Khdrbs2:P02
chr1	32315015	32315015	1	+	39705	Khdrbs2	Khdrbs2:P03
chr1	32473757	32473757	1	+	26483	Gm37999	Gm37999:P01
chr1	32485315	32485315	1	+	25610	Gm37110	Gm37110:P01
chr1	32496444	32496444	1	+	26397	Gm37911	Gm37911:P01
chr1	32539028	32539028	1	+	26277	Gm37792	Gm37792:P01
chr1	32710179	32710179	1	+	25917	Gm37426	Gm37426:P01
chr1	32726639	32726639	1	+	18315	Gm23024	Gm23024:P01
chr1	33065130	33065130	1	+	26206	Gm37724	Gm37724:P01
chr1	33100907	33100907	1	+	35697	Gm7114	Gm7114:P01
chr1	33191993	33191993	1	+	20013	Gm24901	Gm24901:P01
chr1	33235939	33235939	1	+	23979	Gm2987	Gm2987:P01
chr1	33293676	33293676	1	+	20819	Gm25792	Gm25792:P01
chr1	33371331	33371331	1	+	36209	Gm7933	Gm7933:P01
chr1	33422733	33422733	1	+	18705	Gm23453	Gm23453:P01
chr1	33482101	33482101	1	+	23451	Gm29228	Gm29228:P01
chr1	33657781	33657781	1	+	15227	Gm17813	Gm17813:P01
chr1	33669824	33669843	20	+	97	1700001G17Rik	1700001G17Rik:P01
chr1	33719887	33719910	24	+	47512	Rab23	Rab23:P01
chr1	33720138	33720138	1	+	47512	Rab23	Rab23:P02
chr1	33720407	33720407	1	+	47512	Rab23	Rab23:P03
chr1	33734528	33734528	1	+	47512	Rab23	Rab23:P04
chr1	33736657	33736657	1	+	47512	Rab23	Rab23:P05
chr1	33738137	33738137	1	+	47512	Rab23	Rab23:P06
chr1	33748007	33748007	1	+	26390	Gm37905	Gm37905:P01
chr1	33908225	33908225	1	+	7884	Dst	Dst:P01
chr1	33922455	33922455	1	+	25852	Gm37354	Gm37354:P01
chr1	34005880	34005882	3	+	7884	Dst	Dst:P02
chr1	34006126	34006126	1	+	7884	Dst	Dst:P03
chr1	34006180	34006180	1	+	7884	Dst	Dst:P04
chr1	34011813	34011825	13	+	7884	Dst	Dst:P05
chr1	34032100	34032100	1	+	26642	Gm38157	Gm38157:P01
chr1	34077227	34077227	1	+	7884	Dst	Dst:P06
chr1	34089292	34089292	1	+	7884	Dst	Dst:P07
chr1	34117359	34117359	1	+	41998	Mir6896	Mir6896:P01
chr1	34121250	34121250	1	+	7884	Dst	Dst:P08
chr1	34160330	34160330	1	+	7884	Dst	Dst:P09
chr1	34161924	34161924	1	+	7884	Dst	Dst:P10
chr1	34178906	34178906	1	+	7884	Dst	Dst:P11
chr1	34236596	34236596	1	+	7884	Dst	Dst:P12
chr1	34257836	34257836	1	+	7884	Dst	Dst:P13
chr1	34270570	34270570	1	+	7884	Dst	Dst:P14
chr1	34293455	34293455	1	+	7884	Dst	Dst:P15
chr1	34294446	34294446	1	+	7884	Dst	Dst:P16
chr1	34350775	34350775	1	+	25880	Gm37385	Gm37385:P01
chr1	34367371	34367371	1	+	34530	Gm5266	Gm5266:P01
chr1	34439851	34439953	103	+	39213	Imp4	Imp4:P01
chr1	34440041	34440041	1	+	39213	Imp4	Imp4:P02
chr1	34448247	34448247	1	+	39213	Imp4	Imp4:P03
chr1	34459762	34459792	31	+	47377	Ptpn18	Ptpn18:P01
chr1	34463271	34463271	1	+	47377	Ptpn18	Ptpn18:P02
chr1	34472720	34472720	1	+	47377	Ptpn18	Ptpn18:P03
chr1	34474499	34474499	1	+	47377	Ptpn18	Ptpn18:P04
chr1	34498410	34498421	12	+	47192	Prss39	Prss39:P01
chr1	34535648	34535648	1	+	5972	Cfc1	Cfc1:P01
chr1	34579657	34579657	1	+	3471	Amer3	Amer3:P01
chr1	34678188	34678188	1	+	3855	Arhgef4	Arhgef4:P01
chr1	34732115	34732115	1	+	3855	Arhgef4	Arhgef4:P02
chr1	34750581	34750581	1	+	3855	Arhgef4	Arhgef4:P03
chr1	34752775	34752775	1	+	25723	Gm37224	Gm37224:P01
chr1	34753123	34753123	1	+	26327	Gm37845	Gm37845:P01
chr1	34801704	34801741	38	+	3855	Arhgef4	Arhgef4:P04
chr1	34801794	34801794	1	+	3855	Arhgef4	Arhgef4:P05
chr1	34823525	34823525	1	+	25628	Gm37127	Gm37127:P01
chr1	34849976	34849992	17	+	46539	Plekhb2	Plekhb2:P01
chr1	34851837	34851837	1	+	46539	Plekhb2	Plekhb2:P02
chr1	34877656	34877656	1	+	46539	Plekhb2	Plekhb2:P03
chr1	34928509	34928509	1	+	16214	Gm19430	Gm19430:P01
chr1	34970065	34970065	1	+	36258	Gm8009	Gm8009:P01
chr1	34985656	34985656	1	+	26511	Gm38027	Gm38027:P01
chr1	35761602	35761602	1	+	20677	Gm25634	Gm25634:P01
chr1	35806974	35806974	1	+	22665	Gm28415	Gm28415:P01
chr1	35879845	35879845	1	+	26	1110002O04Rik	1110002O04Rik:P01
chr1	35958919	35958919	1	+	36266	Gm8022	Gm8022:P01
chr1	36011072	36011072	1	+	1488	4930535G08Rik	4930535G08Rik:P01
chr1	36068400	36068400	1	+	38426	Hs6st1	Hs6st1:P01
chr1	36101690	36101690	1	+	38426	Hs6st1	Hs6st1:P02
chr1	36132042	36132042	1	+	24679	Gm33280	Gm33280:P01
chr1	36307733	36307779	47	+	3869	Arid5a	Arid5a:P01
chr1	36315992	36315992	1	+	3869	Arid5a	Arid5a:P02
chr1	36317027	36317027	1	+	3869	Arid5a	Arid5a:P03
chr1	36332708	36332708	1	+	1092	4930403P22Rik	4930403P22Rik:P01
chr1	36372291	36372291	1	+	9066	Fer1l5	Fer1l5:P01
chr1	36385464	36385464	1	+	9066	Fer1l5	Fer1l5:P02
chr1	36416888	36416888	1	+	9066	Fer1l5	Fer1l5:P03
chr1	36471620	36471620	1	+	6357	Cnnm4	Cnnm4:P01
chr1	36471996	36471996	1	+	6357	Cnnm4	Cnnm4:P02
chr1	36473952	36473952	1	+	26394	Gm37909	Gm37909:P01
chr1	36506562	36506562	1	+	30988	Gm47280	Gm47280:P01
chr1	36511867	36511867	1	+	6356	Cnnm3	Cnnm3:P01
chr1	36513097	36513097	1	+	6356	Cnnm3	Cnnm3:P02
chr1	36518569	36518569	1	+	6356	Cnnm3	Cnnm3:P03
chr1	36520761	36520761	1	+	6356	Cnnm3	Cnnm3:P04
chr1	36557701	36557701	1	+	7156	D430040D24Rik	D430040D24Rik:P01
chr1	36558359	36558359	1	+	7156	D430040D24Rik	D430040D24Rik:P02
chr1	36601802	36601802	1	+	35304	Gm6428	Gm6428:P01
chr1	36663965	36663965	1	+	19313	Gm24133	Gm24133:P01
chr1	36691449	36691484	36	+	6531	Cox5b	Cox5b:P01
chr1	36691610	36691644	35	+	6531	Cox5b	Cox5b:P02
chr1	36710149	36710149	1	+	1834	4933424G06Rik	4933424G06Rik:P01
chr1	36714538	36714546	9	+	1834	4933424G06Rik	4933424G06Rik:P02
chr1	36744355	36744355	1	+	1834	4933424G06Rik	4933424G06Rik:P03
chr1	36761798	36761798	1	+	54396	Zap70	Zap70:P01
chr1	36766934	36766934	1	+	54396	Zap70	Zap70:P02
chr1	36770992	36770992	1	+	54396	Zap70	Zap70:P03
chr1	36778984	36778984	1	+	54396	Zap70	Zap70:P04
chr1	37005439	37005439	1	+	43169	n-R5s210	n-R5s210:P01
chr1	37026596	37026596	1	+	54099	Vwa3b	Vwa3b:P01
chr1	37029304	37029333	30	+	54099	Vwa3b	Vwa3b:P02
chr1	37029384	37029384	1	+	54099	Vwa3b	Vwa3b:P03
chr1	37035708	37035708	1	+	54099	Vwa3b	Vwa3b:P04
chr1	37100531	37100531	1	+	54099	Vwa3b	Vwa3b:P05
chr1	37100668	37100668	1	+	54099	Vwa3b	Vwa3b:P06
chr1	37135508	37135508	1	+	54099	Vwa3b	Vwa3b:P07
chr1	37153849	37153849	1	+	54099	Vwa3b	Vwa3b:P08
