seqnames	start	end	width	strand	value.group	value.group_name	count
chr1	40580227	40580227	1	+	20550	Slc9a4	Slc9a4:P01
chr1	40681712	40681712	1	+	20546	Slc9a2	Slc9a2:P01
chr1	40805601	40805601	1	+	22367	Tmem182	Tmem182:P01
chr1	42695768	42695768	1	+	17794	Pou3f3	Pou3f3:P01
chr1	42700336	42700336	1	+	614	2900092D14Rik	2900092D14Rik:P01
chr1	42750712	42750712	1	+	5726	Dalir	Dalir:P01
chr1	42851233	42851233	1	+	14357	Mrps9	Mrps9:P01
chr1	42952872	42952872	1	+	9774	Gpr45	Gpr45:P01
chr1	43098710	43098710	1	+	2123	AI597479	AI597479:P01
chr1	43445751	43445751	1	+	14780	Nck2	Nck2:P01
chr1	43730602	43730602	1	+	6527	Ecrg4	Ecrg4:P01
chr1	43933994	43933994	1	+	22709	Tpp2	Tpp2:P01
chr1	44118957	44118957	1	+	3376	Bivm	Bivm:P01
chr1	44119162	44119162	1	+	3376	Bivm	Bivm:P02
chr1	44119528	44119528	1	+	3376	Bivm	Bivm:P03
chr1	44119968	44119968	1	+	3376	Bivm	Bivm:P04
chr1	44147744	44147744	1	+	6885	Ercc5	Ercc5:P01
chr1	44551671	44551671	1	+	9997	Gulp1	Gulp1:P01
chr1	45311538	45311538	1	+	5027	Col3a1	Col3a1:P01
chr1	45795166	45795166	1	+	24039	Wdr75	Wdr75:P01
chr1	46066853	46066853	1	+	6157	Dnah7b	Dnah7b:P01
chr1	46425518	46425518	1	+	6158	Dnah7c	Dnah7c:P01
chr1	49244616	49244616	1	+	3615	C230029F24Rik	C230029F24Rik:P01
chr1	50927523	50927523	1	+	22281	Tmeff2	Tmeff2:P01
chr1	51289126	51289126	1	+	3889	Cavin2	Cavin2:P01
chr1	51987148	51987148	1	+	21368	Stat4	Stat4:P01
chr1	52008240	52008240	1	+	21368	Stat4	Stat4:P02
chr1	52119438	52119438	1	+	21365	Stat1	Stat1:P01
chr1	52119622	52119622	1	+	21365	Stat1	Stat1:P02
chr1	52630705	52630705	1	+	14911	Nemp2	Nemp2:P01
chr1	52845038	52845038	1	+	10325	Hibch	Hibch:P01
chr1	53061640	53061640	1	+	14415	Mstn	Mstn:P01
chr1	53297095	53297095	1	+	16688	Ormdl1	Ormdl1:P01
chr1	53313624	53313624	1	+	16708	Osgepl1	Osgepl1:P01
chr1	53849424	53849424	1	+	13974	Mir7681	Mir7681:P01
chr1	54250683	54250683	1	+	3961	Ccdc150	Ccdc150:P01
chr1	55052770	55052770	1	+	5090	Coq10b	Coq10b:P01
chr1	55088148	55088148	1	+	10595	Hspe1	Hspe1:P01
chr1	55131245	55131245	1	+	14157	Mob4	Mob4:P01
chr1	55237177	55237177	1	+	12540	Mars2	Mars2:P01
chr1	55405946	55405946	1	+	17542	Plcl1	Plcl1:P01
chr1	55931241	55931241	1	+	1369	9130227L01Rik	9130227L01Rik:P01
chr1	56018978	56018978	1	+	89	1700003I22Rik	1700003I22Rik:P01
chr1	56971469	56971469	1	+	1365	9130024F11Rik	9130024F11Rik:P01
chr1	57377620	57377620	1	+	307	1700066M21Rik	1700066M21Rik:P01
chr1	57406266	57406266	1	+	12406	Maip1	Maip1:P01
chr1	57774861	57774861	1	+	21067	Spats2l	Spats2l:P01
chr1	57845571	57845571	1	+	21067	Spats2l	Spats2l:P02
chr1	57985340	57985340	1	+	19999	Sgo2a	Sgo2a:P01
chr1	57995974	57995974	1	+	19999	Sgo2a	Sgo2a:P02
chr1	58029969	58029969	1	+	2459	Aox1	Aox1:P01
chr1	58113136	58113136	1	+	2461	Aox3	Aox3:P01
chr1	58210397	58210397	1	+	2462	Aox4	Aox4:P01
chr1	58278326	58278326	1	+	2460	Aox2	Aox2:P01
chr1	58392898	58392898	1	+	3561	Bzw1	Bzw1:P01
chr1	58445151	58445151	1	+	14995	Nif3l1	Nif3l1:P01
chr1	58586397	58586397	1	+	14847	Ndufb3	Ndufb3:P01
chr1	58652641	58652641	1	+	8756	Gm20257	Gm20257:P01
chr1	58711491	58711491	1	+	4582	Cflar	Cflar:P01
chr1	58713286	58713286	1	+	4582	Cflar	Cflar:P02
chr1	58730552	58730552	1	+	4582	Cflar	Cflar:P03
chr1	58795374	58795374	1	+	3861	Casp8	Casp8:P01
chr1	58802502	58802502	1	+	3861	Casp8	Casp8:P02
chr1	58973522	58973522	1	+	21439	Stradb	Stradb:P01
chr1	59256906	59256906	1	+	4345	Cdk15	Cdk15:P01
chr1	59482147	59482147	1	+	7798	Fzd7	Fzd7:P01
chr1	59516264	59516264	1	+	9549	Gm973	Gm973:P01
chr1	59524294	59524294	1	+	9549	Gm973	Gm973:P02
chr1	59685006	59685006	1	+	15136	Nop58	Nop58:P01
chr1	59691958	59691958	1	+	20854	Snord70	Snord70:P01
chr1	59704808	59704808	1	+	20803	Snord11	Snord11:P01
chr1	59764279	59764279	1	+	3411	Bmpr2	Bmpr2:P01
chr1	59913006	59913006	1	+	7114	Fam117b	Fam117b:P01
chr1	60098247	60098247	1	+	3833	Carf	Carf:P01
chr1	60108083	60108083	1	+	3833	Carf	Carf:P02
chr1	60180599	60180599	1	+	14755	Nbeal1	Nbeal1:P01
chr1	60343300	60343300	1	+	5516	Cyp20a1	Cyp20a1:P01
chr1	60409619	60409619	1	+	1719	Abi2	Abi2:P01
chr1	60746388	60746388	1	+	4201	Cd28	Cd28:P01
chr1	60909025	60909025	1	+	5381	Ctla4	Ctla4:P01
chr1	60977914	60977914	1	+	10659	Icos	Icos:P01
chr1	61378432	61378432	1	+	1425	9530026F06Rik	9530026F06Rik:P01
chr1	61638824	61638824	1	+	16871	Pard3b	Pard3b:P01
chr1	62703317	62703317	1	+	15267	Nrp2	Nrp2:P01
chr1	63114471	63114471	1	+	10943	Ino80dos	Ino80dos:P01
chr1	63114740	63114740	1	+	10943	Ino80dos	Ino80dos:P02
chr1	63176831	63176831	1	+	6560	Eef1b2	Eef1b2:P01
chr1	63179023	63179023	1	+	20782	Snora41	Snora41:P01
chr1	63200358	63200358	1	+	24326	Zdbf2	Zdbf2:P01
chr1	63273269	63273269	1	+	24326	Zdbf2	Zdbf2:P02
chr1	63445891	63445891	1	+	1890	Adam23	Adam23:P01
chr1	63615968	63615968	1	+	9113	Gm39653	Gm39653:P01
chr1	63730625	63730625	1	+	7314	Fastkd2	Fastkd2:P01
chr1	63964727	63964727	1	+	8476	Gm13749	Gm13749:P01
chr1	64532804	64532804	1	+	5208	Creb1	Creb1:P01
chr1	64691345	64691345	1	+	4134	Ccnyl1	Ccnyl1:P01
chr1	65186685	65186685	1	+	17399	Pikfyve	Pikfyve:P01
chr1	65311257	65311257	1	+	18360	Pth2r	Pth2r:P01
chr1	65926522	65926522	1	+	5280	Crygf	Crygf:P01
chr1	66175329	66175329	1	+	12451	Map2	Map2:P01
chr1	66321724	66321724	1	+	12451	Map2	Map2:P02
chr1	66467934	66467934	1	+	23365	Unc80	Unc80:P01
chr1	66700831	66700831	1	+	19224	Rpe	Rpe:P01
chr1	67123027	67123027	1	+	5175	Cps1	Cps1:P01
chr1	69826970	69826970	1	+	21019	Spag16	Spag16:P01
chr1	69951615	69951615	1	+	21019	Spag16	Spag16:P02
chr1	70725715	70725715	1	+	23956	Vwc2l	Vwc2l:P01
chr1	71557156	71557156	1	+	2880	Atic	Atic:P01
chr1	71653335	71653335	1	+	2545	Apol7d	Apol7d:P01
chr1	71888112	71888112	1	+	9525	Gm8883	Gm8883:P01
chr1	72243993	72243993	1	+	5658	D230017M19Rik	D230017M19Rik:P01
chr1	72284373	72284373	1	+	22349	Tmem169	Tmem169:P01
chr1	72307421	72307421	1	+	24179	Xrcc5	Xrcc5:P01
chr1	72583251	72583251	1	+	20627	Smarcal1	Smarcal1:P01
chr1	72711260	72711260	1	+	19273	Rpl37a	Rpl37a:P01
chr1	72824480	72824480	1	+	10775	Igfbp2	Igfbp2:P01
chr1	72825387	72825387	1	+	10775	Igfbp2	Igfbp2:P02
chr1	73016036	73016036	1	+	201	1700027A15Rik	1700027A15Rik:P01
chr1	73024586	73024586	1	+	201	1700027A15Rik	1700027A15Rik:P02
chr1	73398968	73398968	1	+	5674	D530049I02Rik	D530049I02Rik:P01
chr1	74125541	74125541	1	+	19459	Rufy4	Rufy4:P01
chr1	74153994	74153994	1	+	5472	Cxcr2	Cxcr2:P01
chr1	74236517	74236517	1	+	2736	Arpc2	Arpc2:P01
chr1	74278600	74278600	1	+	9689	Gpbar1	Gpbar1:P01
chr1	74285034	74285034	1	+	17667	Pnkd	Pnkd:P01
chr1	74332610	74332610	1	+	17667	Pnkd	Pnkd:P02
chr1	74362108	74362108	1	+	3873	Catip	Catip:P01
chr1	74375203	74375203	1	+	20187	Slc11a1	Slc11a1:P01
chr1	74391609	74391609	1	+	5370	Ctdsp1	Ctdsp1:P01
chr1	74394310	74394310	1	+	13130	Mir26b	Mir26b:P01
chr1	74409384	74409384	1	+	23552	Vil1	Vil1:P01
chr1	74506060	74506060	1	+	4957	Cnot9	Cnot9:P01
chr1	74542889	74542889	1	+	17536	Plcd4	Plcd4:P01
chr1	74544360	74544360	1	+	17536	Plcd4	Plcd4:P02
chr1	74588289	74588289	1	+	3317	Bcs1l	Bcs1l:P01
chr1	74601455	74601455	1	+	21409	Stk36	Stk36:P01
chr1	74661702	74661702	1	+	23078	Ttll4	Ttll4:P01
chr1	74713535	74713535	1	+	5522	Cyp27a1	Cyp27a1:P01
chr1	74771892	74771892	1	+	24108	Wnt6	Wnt6:P01
chr1	74792019	74792019	1	+	24097	Wnt10a	Wnt10a:P01
chr1	74850895	74850895	1	+	8643	Gm16582	Gm16582:P01
chr1	74855029	74855029	1	+	4358	Cdk5r2	Cdk5r2:P01
chr1	75142786	75142786	1	+	18876	Retreg2	Retreg2:P01
chr1	75143158	75143158	1	+	18876	Retreg2	Retreg2:P02
chr1	75168646	75168646	1	+	24358	Zfand2b	Zfand2b:P01
chr1	75168735	75168735	1	+	24358	Zfand2b	Zfand2b:P02
chr1	75192160	75192160	1	+	2423	Ankzf1	Ankzf1:P01
chr1	75210829	75210829	1	+	21395	Stk16	Stk16:P01
chr1	75236423	75236423	1	+	6172	Dnajb2	Dnajb2:P01
chr1	75236702	75236702	1	+	6172	Dnajb2	Dnajb2:P02
chr1	75360292	75360292	1	+	5984	Des	Des:P01
chr1	75375297	75375297	1	+	21099	Speg	Speg:P01
chr1	75382114	75382114	1	+	21099	Speg	Speg:P02
chr1	75385610	75385610	1	+	21099	Speg	Speg:P03
chr1	75400085	75400085	1	+	21099	Speg	Speg:P04
chr1	75435936	75435936	1	+	9587	Gmppa	Gmppa:P01
chr1	75450510	75450510	1	+	2813	Asic4	Asic4:P01
chr1	75479532	75479532	1	+	22381	Tmem198	Tmem198:P01
chr1	75507077	75507077	1	+	10930	Inha	Inha:P01
chr1	75507609	75507609	1	+	10930	Inha	Inha:P02
chr1	75521529	75521529	1	+	21394	Stk11ip	Stk11ip:P01
chr1	75546266	75546266	1	+	20478	Slc4a3	Slc4a3:P01
chr1	75546462	75546462	1	+	20478	Slc4a3	Slc4a3:P02
chr1	76489133	76489133	1	+	8689	Gm17751	Gm17751:P01
chr1	76509560	76509560	1	+	13511	Mir6343	Mir6343:P01
chr1	78310346	78310346	1	+	20003	Sgpp2	Sgpp2:P01
chr1	78511060	78511060	1	+	14164	Mogat1	Mogat1:P01
chr1	78657825	78657825	1	+	1819	Acsl3	Acsl3:P01
chr1	78657825	78657825	1	+	23481	Utp14b	Utp14b:P01
chr1	78658440	78658440	1	+	23481	Utp14b	Utp14b:P02
chr1	78816911	78816911	1	+	11259	Kcne4	Kcne4:P01
chr1	79776018	79776018	1	+	14314	Mrpl44	Mrpl44:P01
chr1	80445932	80445932	1	+	144	1700016L21Rik	1700016L21Rik:P01
chr1	81076950	81076950	1	+	15424	Nyap2	Nyap2:P01
chr1	81077204	81077204	1	+	15424	Nyap2	Nyap2:P02
chr1	81077308	81077308	1	+	15424	Nyap2	Nyap2:P03
chr1	81077407	81077407	1	+	15424	Nyap2	Nyap2:P04
chr1	82131916	82131916	1	+	13512	Mir6344	Mir6344:P01
chr1	82316579	82316579	1	+	18948	Rhbdd1	Rhbdd1:P01
chr1	82339049	82339049	1	+	18948	Rhbdd1	Rhbdd1:P02
chr1	82586921	82586921	1	+	5030	Col4a3	Col4a3:P01
chr1	82724890	82724918	29	+	12779	Mff	Mff:P01
chr1	82839460	82839460	1	+	2068	Agfg1	Agfg1:P01
chr1	83060930	83060930	1	+	11704	Krtap28-13	Krtap28-13:P01
chr1	83116766	83116766	1	+	4083	Ccl20	Ccl20:P01
chr1	83159755	83159762	8	+	5740	Daw1	Daw1:P01
chr1	84695839	84695839	1	+	13452	Mir5126	Mir5126:P01
chr1	84839841	84839841	1	+	7375	Fbxo36	Fbxo36:P01
chr1	85106093	85106093	1	+	1520	A530040E14Rik	A530040E14Rik:P01
chr1	85199611	85199611	1	+	9475	Gm7609	Gm7609:P01
chr1	85600703	85600703	1	+	20997	Sp140	Sp140:P01
chr1	85649988	85650014	27	+	20995	Sp100	Sp100:P01
chr1	85751948	85751948	1	+	13995	Mir8096	Mir8096:P01
chr1	85775271	85775271	1	+	1453	9930111H07Rik	9930111H07Rik:P01
chr1	85793441	85793441	1	+	3680	Cab39	Cab39:P01
chr1	85794017	85794017	1	+	3680	Cab39	Cab39:P02
chr1	85894510	85894510	1	+	11124	Itm2c	Itm2c:P01
chr1	85928483	85928483	1	+	1161	4933407L21Rik	4933407L21Rik:P01
chr1	86021942	86021942	1	+	21046	Spata3	Spata3:P01
chr1	86045863	86045863	1	+	600	2810459M11Rik	2810459M11Rik:P01
chr1	86064619	86064619	1	+	18284	Psmd1	Psmd1:P01
chr1	86154780	86154780	1	+	2718	Armc9	Armc9:P01
chr1	86303221	86303221	1	+	3114	B3gnt7	B3gnt7:P01
chr1	86359584	86359584	1	+	3578	C130036L24Rik	C130036L24Rik:P01
chr1	86426329	86426329	1	+	22027	Tex44	Tex44:P01
chr1	86526557	86526557	1	+	18366	Ptma	Ptma:P01
chr1	86582921	86582921	1	+	5084	Cops7b	Cops7b:P01
chr1	86703804	86703804	1	+	6070	Dis3l2	Dis3l2:P01
chr1	87124954	87124954	1	+	2182	Akp3	Akp3:P01
chr1	87183314	87183314	1	+	18219	Prss56	Prss56:P01
chr1	87190597	87190597	1	+	4684	Chrnd	Chrnd:P01
chr1	87205811	87205811	1	+	4686	Chrng	Chrng:P01
chr1	87213911	87213939	29	+	6675	Eif4e2	Eif4e2:P01
chr1	87264353	87264353	1	+	6588	Efhd1	Efhd1:P01
chr1	87326998	87326998	1	+	8062	Gigyf2	Gigyf2:P01
chr1	87470201	87470201	1	+	20800	Snorc	Snorc:P01
chr1	87574027	87574027	1	+	14921	Neu2	Neu2:P01
chr1	87584022	87584022	1	+	14921	Neu2	Neu2:P02
chr1	87594550	87594550	1	+	14921	Neu2	Neu2:P03
chr1	87620312	87620312	1	+	10950	Inpp5d	Inpp5d:P01
chr1	87756011	87756011	1	+	2867	Atg16l1	Atg16l1:P01
chr1	87784571	87784571	1	+	19624	Scarna6	Scarna6:P01
chr1	87803680	87803680	1	+	19524	Sag	Sag:P01
chr1	87853287	87853287	1	+	6000	Dgkd	Dgkd:P01
chr1	88055411	88055411	1	+	23315	Ugt1a10	Ugt1a10:P01
chr1	88070779	88070779	1	+	23321	Ugt1a9	Ugt1a9:P01
chr1	88095001	88095001	1	+	23320	Ugt1a7c	Ugt1a7c:P01
chr1	88103257	88103257	1	+	23319	Ugt1a6b	Ugt1a6b:P01
chr1	88134809	88134809	1	+	23318	Ugt1a6a	Ugt1a6a:P01
chr1	88166012	88166012	1	+	23317	Ugt1a5	Ugt1a5:P01
chr1	88200611	88200611	1	+	23316	Ugt1a2	Ugt1a2:P01
chr1	88211959	88211959	1	+	23314	Ugt1a1	Ugt1a1:P01
chr1	88227020	88227020	1	+	14271	Mroh2a	Mroh2a:P01
chr1	88306735	88306735	1	+	22928	Trpm8	Trpm8:P01
chr1	88407010	88407010	1	+	21158	Spp2	Spp2:P01
chr1	88551517	88551517	1	+	8719	Gm19589	Gm19589:P01
chr1	88754890	88754890	1	+	17521	Platr5	Platr5:P01
chr1	89016113	89016113	1	+	310	1700067G17Rik	1700067G17Rik:P01
chr1	89070415	89070415	1	+	20029	Sh3bp4	Sh3bp4:P01
chr1	89454811	89454811	1	+	2059	Agap1	Agap1:P01
chr1	90203980	90203980	1	+	1777	Ackr3	Ackr3:P01
chr1	90603425	90603425	1	+	5085	Cops8	Cops8:P01
chr1	90915100	90915100	1	+	14097	Mlph	Mlph:P01
chr1	90953108	90953108	1	+	18081	Prlh	Prlh:P01
chr1	90998727	90998727	1	+	12211	Lrrfip1	Lrrfip1:P01
chr1	91053444	91053444	1	+	12211	Lrrfip1	Lrrfip1:P02
chr1	91145103	91145103	1	+	18757	Rbm44	Rbm44:P01
chr1	91179822	91179822	1	+	18631	Ramp1	Ramp1:P01
chr1	91250304	91250304	1	+	23219	Ube2f	Ube2f:P01
chr1	91250566	91250566	1	+	23219	Ube2f	Ube2f:P02
chr1	91298338	91298338	1	+	19671	Scly	Scly:P01
chr1	91322075	91322075	1	+	6950	Espnl	Espnl:P01
chr1	91351073	91351073	1	+	11506	Klhl30	Klhl30:P01
chr1	91366430	91366430	1	+	6893	Erfe	Erfe:P01
chr1	91494668	91494668	1	+	22735	Traf3ip1	Traf3ip1:P01
chr1	91540565	91540565	1	+	2776	Asb1	Asb1:P01
chr1	91541080	91541080	1	+	2776	Asb1	Asb1:P02
chr1	91801461	91801461	1	+	23137	Twist2	Twist2:P01
chr1	92573125	92573125	1	+	15865	Olfr1413	Olfr1413:P01
chr1	92588332	92588332	1	+	15864	Olfr1412	Olfr1412:P01
chr1	92596521	92596521	1	+	15863	Olfr1411	Olfr1411:P01
chr1	92607839	92607839	1	+	15862	Olfr1410	Olfr1410:P01
chr1	92619881	92619881	1	+	15668	Olfr12	Olfr12:P01
chr1	92831645	92831645	1	+	9692	Gpc1	Gpc1:P01
chr1	92850378	92850378	1	+	12969	Mir149	Mir149:P01
chr1	92906989	92906989	1	+	6391	Dusp28	Dusp28:P01
chr1	92910825	92910825	1	+	19187	Rnpepl1	Rnpepl1:P01
chr1	92934408	92934408	1	+	3789	Capn10	Capn10:P01
chr1	92973119	92973119	1	+	9769	Gpr35	Gpr35:P01
chr1	92975347	92975347	1	+	9769	Gpr35	Gpr35:P02
chr1	92978903	92978903	1	+	9769	Gpr35	Gpr35:P03
chr1	93006334	93006334	1	+	2566	Aqp12	Aqp12:P01
chr1	93135240	93135240	1	+	2095	Agxt	Agxt:P01
chr1	93168423	93168423	1	+	5250	Crocc2	Crocc2:P01
chr1	93235897	93235897	1	+	20744	Sned1	Sned1:P01
chr1	93274549	93274549	1	+	13664	Mir6901	Mir6901:P01
chr1	93305964	93305964	1	+	8892	Gm28535	Gm28535:P01
chr1	93343628	93343628	1	+	17906	Ppp1r7	Ppp1r7:P01
chr1	93346092	93346092	1	+	13665	Mir6902	Mir6902:P01
chr1	93352158	93352158	1	+	13513	Mir6345	Mir6345:P01
chr1	93373896	93373896	1	+	2432	Ano7	Ano7:P01
chr1	93478993	93478993	1	+	19838	Septin2	Septin2:P01
chr1	93479061	93479061	1	+	19838	Septin2	Septin2:P02
