seqnames	start	end	width	strand	value.group	value.group_name	count
chr1	825138	825138	1	+	34803	LINC01128	LINC01128:P01
chr1	826832	826853	22	+	34803	LINC01128	LINC01128:P02
chr1	827598	827693	96	+	34803	LINC01128	LINC01128:P03
chr1	827771	827821	51	+	34803	LINC01128	LINC01128:P04
chr1	831578	831617	40	+	34803	LINC01128	LINC01128:P05
chr1	851348	851348	1	+	34803	LINC01128	LINC01128:P06
chr1	860226	860227	2	+	26862	ENSG00000288531	ENSG00000288531:P01
chr1	873292	873292	1	+	57514	TUBB8P11	TUBB8P11:P01
chr1	904834	904834	1	+	20485	ENSG00000272438	ENSG00000272438:P01
chr1	911435	911435	1	+	10267	ENSG00000230699	ENSG00000230699:P01
chr1	914171	914171	1	+	12451	ENSG00000241180	ENSG00000241180:P01
chr1	923923	923923	1	+	51950	SAMD11	SAMD11:P01
chr1	925150	925150	1	+	51950	SAMD11	SAMD11:P02
chr1	925731	925731	1	+	51950	SAMD11	SAMD11:P03
chr1	925942	925942	1	+	51950	SAMD11	SAMD11:P04
chr1	930312	930312	1	+	51950	SAMD11	SAMD11:P05
chr1	939275	939275	1	+	51950	SAMD11	SAMD11:P06
chr1	940346	940346	1	+	51950	SAMD11	SAMD11:P07
chr1	941076	941076	1	+	51950	SAMD11	SAMD11:P08
chr1	942103	942103	1	+	51950	SAMD11	SAMD11:P09
chr1	942166	942166	1	+	51950	SAMD11	SAMD11:P10
chr1	960584	960584	1	+	33494	KLHL17	KLHL17:P01
chr1	961449	961449	1	+	33494	KLHL17	KLHL17:P02
chr1	962727	962727	1	+	33494	KLHL17	KLHL17:P03
chr1	963552	963552	1	+	33494	KLHL17	KLHL17:P04
chr1	966482	966502	21	+	44389	PLEKHN1	PLEKHN1:P01
chr1	970875	970875	1	+	44389	PLEKHN1	PLEKHN1:P02
chr1	973512	973512	1	+	44389	PLEKHN1	PLEKHN1:P03
chr1	1001138	1001145	8	+	32896	ISG15	ISG15:P01
chr1	1013497	1013497	1	+	32896	ISG15	ISG15:P02
chr1	1020120	1020123	4	+	633	AGRN	AGRN:P01
chr1	1034106	1034106	1	+	633	AGRN	AGRN:P02
chr1	1034867	1034867	1	+	633	AGRN	AGRN:P03
chr1	1045399	1045399	1	+	633	AGRN	AGRN:P04
chr1	1047201	1047201	1	+	633	AGRN	AGRN:P05
chr1	1047475	1047475	1	+	633	AGRN	AGRN:P06
chr1	1048529	1048529	1	+	633	AGRN	AGRN:P07
chr1	1051986	1051986	1	+	633	AGRN	AGRN:P08
chr1	1055033	1055033	1	+	12631	ENSG00000242590	ENSG00000242590:P01
chr1	1059687	1059734	48	+	8220	ENSG00000217801	ENSG00000217801:P01
chr1	1063079	1063079	1	+	8220	ENSG00000217801	ENSG00000217801:P02
chr1	1064495	1064518	24	+	8220	ENSG00000217801	ENSG00000217801:P03
chr1	1097585	1097585	1	+	24661	ENSG00000285812	ENSG00000285812:P01
chr1	1137017	1137017	1	+	34954	LINC01342	LINC01342:P01
chr1	1167104	1167104	1	+	37886	MIR200B	MIR200B:P01
chr1	1167863	1167863	1	+	37885	MIR200A	MIR200A:P01
chr1	1169005	1169005	1	+	38352	MIR429	MIR429:P01
chr1	1169357	1169357	1	+	20370	ENSG00000272141	ENSG00000272141:P01
chr1	1173880	1173898	19	+	57403	TTLL10	TTLL10:P01
chr1	1179697	1179697	1	+	57403	TTLL10	TTLL10:P02
chr1	1180484	1180484	1	+	57403	TTLL10	TTLL10:P03
chr1	1180537	1180537	1	+	57403	TTLL10	TTLL10:P04
chr1	1185036	1185036	1	+	57403	TTLL10	TTLL10:P05
chr1	1232237	1232237	1	+	2013	B3GALT6	B3GALT6:P01
chr1	1275223	1275237	15	+	35319	LINC01786	LINC01786:P01
chr1	1280436	1280472	37	+	52140	SCNN1D	SCNN1D:P01
chr1	1280588	1280588	1	+	52140	SCNN1D	SCNN1D:P02
chr1	1281224	1281224	1	+	52140	SCNN1D	SCNN1D:P03
chr1	1281925	1281925	1	+	52140	SCNN1D	SCNN1D:P04
chr1	1282109	1282109	1	+	52140	SCNN1D	SCNN1D:P05
chr1	1282164	1282164	1	+	52140	SCNN1D	SCNN1D:P06
chr1	1287109	1287109	1	+	52140	SCNN1D	SCNN1D:P07
chr1	1308597	1308611	15	+	45733	PUSL1	PUSL1:P01
chr1	1308788	1308821	34	+	45733	PUSL1	PUSL1:P02
chr1	1309235	1309235	1	+	45733	PUSL1	PUSL1:P03
chr1	1324756	1324802	47	+	5142	CPTP	CPTP:P01
chr1	1325241	1325241	1	+	5142	CPTP	CPTP:P02
chr1	1331280	1331280	1	+	55352	TAS1R3	TAS1R3:P01
chr1	1378666	1378666	1	+	41166	NDUFB4P8	NDUFB4P8:P01
chr1	1399515	1399572	58	+	39841	MRPL20-AS1	MRPL20-AS1:P01
chr1	1399806	1399835	30	+	39841	MRPL20-AS1	MRPL20-AS1:P02
chr1	1400419	1400419	1	+	39841	MRPL20-AS1	MRPL20-AS1:P03
chr1	1409096	1409096	1	+	39842	MRPL20-DT	MRPL20-DT:P01
chr1	1420245	1420245	1	+	1085	ANKRD65-AS1	ANKRD65-AS1:P01
chr1	1425871	1425871	1	+	56353	TMEM88B	TMEM88B:P01
chr1	1434861	1434861	1	+	58484	VWA1	VWA1:P01
chr1	1435523	1435523	1	+	58484	VWA1	VWA1:P02
chr1	1435690	1435735	46	+	58484	VWA1	VWA1:P03
chr1	1449689	1449689	1	+	1705	ATAD3C	ATAD3C:P01
chr1	1449914	1449914	1	+	1705	ATAD3C	ATAD3C:P02
chr1	1462483	1462483	1	+	1705	ATAD3C	ATAD3C:P03
chr1	1471765	1471784	20	+	1704	ATAD3B	ATAD3B:P01
chr1	1478026	1478026	1	+	1704	ATAD3B	ATAD3B:P02
chr1	1479049	1479049	1	+	1704	ATAD3B	ATAD3B:P03
chr1	1483485	1483485	1	+	1704	ATAD3B	ATAD3B:P04
chr1	1484569	1484569	1	+	1704	ATAD3B	ATAD3B:P05
chr1	1503250	1503250	1	+	24215	ENSG00000284740	ENSG00000284740:P01
chr1	1503582	1503582	1	+	24215	ENSG00000284740	ENSG00000284740:P02
chr1	1505671	1505671	1	+	24215	ENSG00000284740	ENSG00000284740:P03
chr1	1512162	1512175	14	+	1703	ATAD3A	ATAD3A:P01
chr1	1512385	1512385	1	+	1703	ATAD3A	ATAD3A:P02
chr1	1512530	1512530	1	+	1703	ATAD3A	ATAD3A:P03
chr1	1517070	1517070	1	+	1703	ATAD3A	ATAD3A:P04
chr1	1517621	1517621	1	+	1703	ATAD3A	ATAD3A:P05
chr1	1523955	1523955	1	+	1703	ATAD3A	ATAD3A:P06
chr1	1574102	1574102	1	+	8101	ENSG00000215014	ENSG00000215014:P01
chr1	1574975	1574975	1	+	8101	ENSG00000215014	ENSG00000215014:P02
chr1	1600314	1600314	1	+	25737	ENSG00000286989	ENSG00000286989:P01
chr1	1615454	1615530	77	+	37553	MIB2	MIB2:P01
chr1	1615879	1615914	36	+	37553	MIB2	MIB2:P02
chr1	1615968	1615968	1	+	37553	MIB2	MIB2:P03
chr1	1616274	1616311	38	+	37553	MIB2	MIB2:P04
chr1	1617408	1617408	1	+	37553	MIB2	MIB2:P05
chr1	1617560	1617577	18	+	37553	MIB2	MIB2:P06
chr1	1623122	1623122	1	+	37553	MIB2	MIB2:P07
chr1	1623581	1623581	1	+	37553	MIB2	MIB2:P08
chr1	1623802	1623802	1	+	37553	MIB2	MIB2:P09
chr1	1624744	1624744	1	+	37553	MIB2	MIB2:P10
chr1	1625087	1625087	1	+	37553	MIB2	MIB2:P11
chr1	1625567	1625567	1	+	37553	MIB2	MIB2:P12
chr1	1626860	1626860	1	+	37553	MIB2	MIB2:P13
chr1	1627460	1627460	1	+	37553	MIB2	MIB2:P14
chr1	1627522	1627522	1	+	37553	MIB2	MIB2:P15
chr1	1628489	1628489	1	+	37553	MIB2	MIB2:P16
chr1	1629106	1629106	1	+	37553	MIB2	MIB2:P17
chr1	1629473	1629473	1	+	37553	MIB2	MIB2:P18
chr1	1632163	1632179	17	+	39636	MMP23B	MMP23B:P01
chr1	1632783	1632783	1	+	39636	MMP23B	MMP23B:P02
chr1	1633203	1633203	1	+	39636	MMP23B	MMP23B:P03
chr1	1633679	1633679	1	+	39636	MMP23B	MMP23B:P04
chr1	1634002	1634002	1	+	39636	MMP23B	MMP23B:P05
chr1	1634240	1634240	1	+	39636	MMP23B	MMP23B:P06
chr1	1659325	1659325	1	+	20321	ENSG00000272004	ENSG00000272004:P01
chr1	1671990	1671990	1	+	19463	ENSG00000269737	ENSG00000269737:P01
chr1	1673275	1673275	1	+	19463	ENSG00000269737	ENSG00000269737:P02
chr1	1699942	1699942	1	+	39635	MMP23A	MMP23A:P01
chr1	1724512	1724512	1	+	9498	ENSG00000227775	ENSG00000227775:P01
chr1	1724615	1724615	1	+	9498	ENSG00000227775	ENSG00000227775:P02
chr1	1732554	1732554	1	+	9498	ENSG00000227775	ENSG00000227775:P03
chr1	1735817	1735817	1	+	9498	ENSG00000227775	ENSG00000227775:P04
chr1	1891223	1891267	45	+	30037	GNB1-DT	GNB1-DT:P01
chr1	1891471	1891471	1	+	30037	GNB1-DT	GNB1-DT:P02
chr1	1915108	1915108	1	+	3143	CALML6	CALML6:P01
chr1	1915260	1915266	7	+	3143	CALML6	CALML6:P02
chr1	1915409	1915409	1	+	3143	CALML6	CALML6:P03
chr1	2019329	2019404	76	+	29479	GABRD	GABRD:P01
chr1	2019484	2019484	1	+	29479	GABRD	GABRD:P02
chr1	2022315	2022315	1	+	29479	GABRD	GABRD:P03
chr1	2023561	2023561	1	+	29479	GABRD	GABRD:P04
chr1	2024270	2024270	1	+	29479	GABRD	GABRD:P05
chr1	2025346	2025346	1	+	29479	GABRD	GABRD:P06
chr1	2025526	2025526	1	+	29479	GABRD	GABRD:P07
chr1	2026528	2026528	1	+	29479	GABRD	GABRD:P08
chr1	2026895	2026895	1	+	29479	GABRD	GABRD:P09
chr1	2027253	2027253	1	+	29479	GABRD	GABRD:P10
chr1	2027629	2027629	1	+	29479	GABRD	GABRD:P11
chr1	2028919	2028919	1	+	29479	GABRD	GABRD:P12
chr1	2050411	2050411	1	+	45184	PRKCZ	PRKCZ:P01
chr1	2050485	2050503	19	+	45184	PRKCZ	PRKCZ:P02
chr1	2050808	2050808	1	+	45184	PRKCZ	PRKCZ:P03
chr1	2055441	2055441	1	+	45184	PRKCZ	PRKCZ:P04
chr1	2055679	2055679	1	+	45184	PRKCZ	PRKCZ:P05
chr1	2073462	2073462	1	+	45184	PRKCZ	PRKCZ:P06
chr1	2073719	2073719	1	+	45184	PRKCZ	PRKCZ:P07
chr1	2073986	2073986	1	+	45184	PRKCZ	PRKCZ:P08
chr1	2074688	2074688	1	+	45184	PRKCZ	PRKCZ:P09
chr1	2074855	2074855	1	+	45184	PRKCZ	PRKCZ:P10
chr1	2075244	2075244	1	+	45184	PRKCZ	PRKCZ:P11
chr1	2082248	2082248	1	+	45184	PRKCZ	PRKCZ:P12
chr1	2104716	2104739	24	+	45184	PRKCZ	PRKCZ:P13
chr1	2111654	2111654	1	+	45184	PRKCZ	PRKCZ:P14
chr1	2116205	2116205	1	+	45184	PRKCZ	PRKCZ:P15
chr1	2133638	2133638	1	+	45184	PRKCZ	PRKCZ:P16
chr1	2134813	2134813	1	+	45184	PRKCZ	PRKCZ:P17
chr1	2134990	2134990	1	+	45184	PRKCZ	PRKCZ:P18
chr1	2135262	2135262	1	+	45184	PRKCZ	PRKCZ:P19
chr1	2144451	2144451	1	+	45184	PRKCZ	PRKCZ:P20
chr1	2145357	2145387	31	+	45184	PRKCZ	PRKCZ:P21
chr1	2168848	2168848	1	+	45184	PRKCZ	PRKCZ:P22
chr1	2168975	2168975	1	+	45184	PRKCZ	PRKCZ:P23
chr1	2212523	2212523	1	+	11175	ENSG00000234396	ENSG00000234396:P01
chr1	2228319	2228319	1	+	52797	SKI	SKI:P01
chr1	2232479	2232479	1	+	52797	SKI	SKI:P02
chr1	2247996	2247996	1	+	52797	SKI	SKI:P03
chr1	2303646	2303646	1	+	52797	SKI	SKI:P04
chr1	2315040	2315040	1	+	26093	ENSG00000287356	ENSG00000287356:P01
chr1	2391775	2391775	1	+	46407	RER1	RER1:P01
chr1	2391828	2391890	63	+	46407	RER1	RER1:P02
chr1	2393174	2393174	1	+	46407	RER1	RER1:P03
chr1	2394005	2394005	1	+	46407	RER1	RER1:P04
chr1	2401951	2401951	1	+	46407	RER1	RER1:P05
chr1	2425980	2425980	1	+	44339	PLCH2	PLCH2:P01
chr1	2467459	2467459	1	+	44339	PLCH2	PLCH2:P02
chr1	2476289	2476315	27	+	44339	PLCH2	PLCH2:P03
chr1	2479090	2479090	1	+	44339	PLCH2	PLCH2:P04
chr1	2479888	2479888	1	+	44339	PLCH2	PLCH2:P05
chr1	2497782	2497782	1	+	44339	PLCH2	PLCH2:P06
chr1	2498647	2498647	1	+	44339	PLCH2	PLCH2:P07
chr1	2530064	2530064	1	+	20490	ENSG00000272449	ENSG00000272449:P01
chr1	2546400	2546400	1	+	20490	ENSG00000272449	ENSG00000272449:P02
chr1	2555639	2555639	1	+	56451	TNFRSF14	TNFRSF14:P01
chr1	2555791	2555802	12	+	56451	TNFRSF14	TNFRSF14:P02
chr1	2555980	2555980	1	+	56451	TNFRSF14	TNFRSF14:P03
chr1	2556222	2556222	1	+	56451	TNFRSF14	TNFRSF14:P04
chr1	2556371	2556406	36	+	56451	TNFRSF14	TNFRSF14:P05
chr1	2556557	2556571	15	+	56451	TNFRSF14	TNFRSF14:P06
chr1	2557813	2557813	1	+	56451	TNFRSF14	TNFRSF14:P07
chr1	2559580	2559580	1	+	56451	TNFRSF14	TNFRSF14:P08
chr1	2560554	2560554	1	+	56451	TNFRSF14	TNFRSF14:P09
chr1	2560682	2560682	1	+	56451	TNFRSF14	TNFRSF14:P10
chr1	2561801	2561801	1	+	56451	TNFRSF14	TNFRSF14:P11
chr1	2566410	2566410	1	+	9041	ENSG00000225931	ENSG00000225931:P01
chr1	2581560	2581560	1	+	9557	ENSG00000228037	ENSG00000228037:P01
chr1	2585612	2585612	1	+	27860	ENSG00000289610	ENSG00000289610:P01
chr1	2586491	2586540	50	+	45398	PRXL2B	PRXL2B:P01
chr1	2586750	2586877	128	+	45398	PRXL2B	PRXL2B:P02
chr1	2587042	2587085	44	+	45398	PRXL2B	PRXL2B:P03
chr1	2588594	2588594	1	+	45398	PRXL2B	PRXL2B:P04
chr1	2632568	2632568	1	+	39619	MMEL1-AS1	MMEL1-AS1:P01
chr1	2768091	2768091	1	+	24772	ENSG00000285945	ENSG00000285945:P01
chr1	2773603	2773603	1	+	23911	ENSG00000283259	ENSG00000283259:P01
chr1	2814056	2814056	1	+	26130	ENSG00000287396	ENSG00000287396:P01
chr1	3021467	3021467	1	+	342	ACTRT2	ACTRT2:P01
chr1	3069168	3069211	44	+	45074	PRDM16	PRDM16:P01
chr1	3127975	3127975	1	+	38311	MIR4251	MIR4251:P01
chr1	3205988	3205988	1	+	23181	ENSG00000279839	ENSG00000279839:P01
chr1	3237931	3237931	1	+	45074	PRDM16	PRDM16:P02
chr1	3244132	3244132	1	+	45074	PRDM16	PRDM16:P03
chr1	3396491	3396491	1	+	45074	PRDM16	PRDM16:P04
chr1	3424919	3424919	1	+	45074	PRDM16	PRDM16:P05
chr1	3425216	3425216	1	+	45074	PRDM16	PRDM16:P06
chr1	3454665	3454665	1	+	1405	ARHGEF16	ARHGEF16:P01
chr1	3466005	3466005	1	+	1405	ARHGEF16	ARHGEF16:P02
chr1	3466971	3466971	1	+	1405	ARHGEF16	ARHGEF16:P03
chr1	3468544	3468544	1	+	1405	ARHGEF16	ARHGEF16:P04
chr1	3471607	3471624	18	+	1405	ARHGEF16	ARHGEF16:P05
chr1	3472769	3472769	1	+	1405	ARHGEF16	ARHGEF16:P06
chr1	3487246	3487246	1	+	20349	ENSG00000272088	ENSG00000272088:P01
chr1	3625015	3625050	36	+	56666	TPRG1L	TPRG1L:P01
chr1	3652516	3652565	50	+	56612	TP73	TP73:P01
chr1	3682366	3682366	1	+	56612	TP73	TP73:P02
chr1	3690672	3690707	36	+	56612	TP73	TP73:P03
chr1	3698046	3698058	13	+	56612	TP73	TP73:P04
chr1	3727478	3727478	1	+	56612	TP73	TP73:P05
chr1	3736943	3736943	1	+	21696	ENSG00000276189	ENSG00000276189:P01
chr1	3746460	3746460	1	+	3474	CCDC27	CCDC27:P01
chr1	3752445	3752450	6	+	3474	CCDC27	CCDC27:P02
chr1	3772749	3772825	77	+	53460	SMIM1	SMIM1:P01
chr1	3782815	3782815	1	+	47377	RN7SL574P	RN7SL574P:P01
chr1	3785008	3785008	1	+	20375	ENSG00000272153	ENSG00000272153:P01
chr1	3857267	3857281	15	+	6156	DFFB	DFFB:P01
chr1	3857460	3857517	58	+	6156	DFFB	DFFB:P02
chr1	3857600	3857600	1	+	6156	DFFB	DFFB:P03
chr1	3867663	3867663	1	+	6156	DFFB	DFFB:P04
chr1	3883507	3883507	1	+	6156	DFFB	DFFB:P05
chr1	3900352	3900437	86	+	34806	LINC01134	LINC01134:P01
chr1	3940486	3940486	1	+	34958	LINC01346	LINC01346:P01
chr1	3940565	3940565	1	+	34958	LINC01346	LINC01346:P02
chr1	3940617	3940617	1	+	34958	LINC01346	LINC01346:P03
chr1	3947756	3947756	1	+	34958	LINC01346	LINC01346:P04
chr1	3976133	3976140	8	+	36270	LINC02780	LINC02780:P01
chr1	4412027	4412139	113	+	35310	LINC01777	LINC01777:P01
chr1	4415553	4415553	1	+	35310	LINC01777	LINC01777:P02
chr1	4416311	4416311	1	+	35310	LINC01777	LINC01777:P03
chr1	4571481	4571548	68	+	35190	LINC01646	LINC01646:P01
chr1	4654609	4654609	1	+	686	AJAP1	AJAP1:P01
chr1	4654732	4654732	1	+	686	AJAP1	AJAP1:P02
chr1	4711155	4711155	1	+	686	AJAP1	AJAP1:P03
chr1	4973381	4973381	1	+	36271	LINC02781	LINC02781:P01
chr1	5492978	5492978	1	+	17416	ENSG00000260972	ENSG00000260972:P01
chr1	5554747	5554747	1	+	23930	ENSG00000283356	ENSG00000283356:P01
chr1	5564071	5564071	1	+	18226	ENSG00000264341	ENSG00000264341:P01
chr1	5990927	5990927	1	+	33131	KCNAB2	KCNAB2:P01
chr1	5991320	5991320	1	+	33131	KCNAB2	KCNAB2:P02
chr1	5992262	5992262	1	+	33131	KCNAB2	KCNAB2:P03
chr1	5992639	5992760	122	+	33131	KCNAB2	KCNAB2:P04
chr1	6026013	6026013	1	+	33131	KCNAB2	KCNAB2:P05
chr1	6026163	6026163	1	+	33131	KCNAB2	KCNAB2:P06
chr1	6026272	6026361	90	+	33131	KCNAB2	KCNAB2:P07
chr1	6027297	6027297	1	+	33131	KCNAB2	KCNAB2:P08
chr1	6034283	6034283	1	+	33131	KCNAB2	KCNAB2:P09
chr1	6034677	6034677	1	+	33131	KCNAB2	KCNAB2:P10
chr1	6034980	6034980	1	+	33131	KCNAB2	KCNAB2:P11
chr1	6035090	6035090	1	+	33131	KCNAB2	KCNAB2:P12
chr1	6035917	6035917	1	+	33131	KCNAB2	KCNAB2:P13
chr1	6045888	6045888	1	+	33131	KCNAB2	KCNAB2:P14
chr1	6046114	6046114	1	+	33131	KCNAB2	KCNAB2:P15
chr1	6065753	6065753	1	+	33131	KCNAB2	KCNAB2:P16
chr1	6073415	6073415	1	+	33131	KCNAB2	KCNAB2:P17
chr1	6087501	6087501	1	+	33131	KCNAB2	KCNAB2:P18
chr1	6090296	6090296	1	+	33131	KCNAB2	KCNAB2:P19
chr1	6094316	6094316	1	+	33131	KCNAB2	KCNAB2:P20
chr1	6094400	6094400	1	+	33131	KCNAB2	KCNAB2:P21
chr1	6094483	6094483	1	+	33131	KCNAB2	KCNAB2:P22
chr1	6205475	6205475	1	+	48268	RNF207	RNF207:P01
chr1	6206119	6206129	11	+	48268	RNF207	RNF207:P02
chr1	6208618	6208618	1	+	48268	RNF207	RNF207:P03
chr1	6208860	6208860	1	+	48268	RNF207	RNF207:P04
chr1	6210902	6210938	37	+	48268	RNF207	RNF207:P05
chr1	6211035	6211035	1	+	48268	RNF207	RNF207:P06
chr1	6212738	6212738	1	+	48268	RNF207	RNF207:P07
chr1	6234692	6234692	1	+	31943	ICMT-DT	ICMT-DT:P01
chr1	6236240	6236240	1	+	31943	ICMT-DT	ICMT-DT:P02
chr1	6237771	6237771	1	+	31943	ICMT-DT	ICMT-DT:P03
chr1	6244179	6244179	1	+	31056	HES3	HES3:P01
chr1	6393555	6393555	1	+	20228	ENSG00000271746	ENSG00000271746:P01
chr1	6424776	6424788	13	+	28104	ESPN	ESPN:P01
chr1	6437300	6437300	1	+	28104	ESPN	ESPN:P02
chr1	6437568	6437568	1	+	28104	ESPN	ESPN:P03
chr1	6440378	6440378	1	+	28104	ESPN	ESPN:P04
chr1	6447331	6447351	21	+	28104	ESPN	ESPN:P05
chr1	6448043	6448043	1	+	28104	ESPN	ESPN:P06
chr1	6448467	6448467	1	+	28104	ESPN	ESPN:P07
chr1	6448520	6448520	1	+	28104	ESPN	ESPN:P08
chr1	6449055	6449055	1	+	28104	ESPN	ESPN:P09
chr1	6450374	6450374	1	+	28104	ESPN	ESPN:P10
chr1	6451317	6451317	1	+	28104	ESPN	ESPN:P11
chr1	6451658	6451658	1	+	28104	ESPN	ESPN:P12
chr1	6451717	6451717	1	+	28104	ESPN	ESPN:P13
chr1	6460508	6460508	1	+	28104	ESPN	ESPN:P14
chr1	6540854	6540854	1	+	49656	RNU6-731P	RNU6-731P:P01
chr1	6547905	6547905	1	+	9962	ENSG00000229519	ENSG00000229519:P01
chr1	6555307	6555309	3	+	55350	TAS1R1	TAS1R1:P01
chr1	6570941	6570941	1	+	55350	TAS1R1	TAS1R1:P02
chr1	6579994	6580017	24	+	58991	ZBTB48	ZBTB48:P01
chr1	6580088	6580088	1	+	58991	ZBTB48	ZBTB48:P02
chr1	6585302	6585302	1	+	58991	ZBTB48	ZBTB48:P03
chr1	6586207	6586207	1	+	58991	ZBTB48	ZBTB48:P04
chr1	6587256	6587256	1	+	58991	ZBTB48	ZBTB48:P05
chr1	6588687	6588687	1	+	58991	ZBTB48	ZBTB48:P06
chr1	6613731	6613762	32	+	44017	PHF13	PHF13:P01
chr1	6624868	6624868	1	+	55821	THAP3	THAP3:P01
chr1	6625171	6625230	60	+	55821	THAP3	THAP3:P02
chr1	6628395	6628395	1	+	55821	THAP3	THAP3:P03
chr1	6724637	6724673	37	+	35210	LINC01672	LINC01672:P01
chr1	6767954	6767954	1	+	24217	ENSG00000284744	ENSG00000284744:P01
chr1	7219360	7219360	1	+	48433	RNU1-8P	RNU1-8P:P01
chr1	7368942	7368942	1	+	3171	CAMTA1-IT1	CAMTA1-IT1:P01
chr1	7771296	7771296	1	+	58209	VAMP3	VAMP3:P01
chr1	7772707	7772707	1	+	58209	VAMP3	VAMP3:P02
chr1	7776383	7776383	1	+	19513	ENSG00000269925	ENSG00000269925:P01
chr1	7777097	7777097	1	+	58209	VAMP3	VAMP3:P03
chr1	7784291	7784320	30	+	43832	PER3	PER3:P01
chr1	7784429	7784429	1	+	43832	PER3	PER3:P02
chr1	7784703	7784703	1	+	43832	PER3	PER3:P03
chr1	7785523	7785523	1	+	43832	PER3	PER3:P04
chr1	7787322	7787322	1	+	43832	PER3	PER3:P05
chr1	7803051	7803051	1	+	43832	PER3	PER3:P06
chr1	7836808	7836808	1	+	43832	PER3	PER3:P07
chr1	7942372	7942372	1	+	19674	ENSG00000270330	ENSG00000270330:P01
chr1	7954291	7954291	1	+	43398	PARK7	PARK7:P01
chr1	7961663	7961748	86	+	43398	PARK7	PARK7:P02
chr1	7961894	7961894	1	+	43398	PARK7	PARK7:P03
chr1	7961969	7961969	1	+	43398	PARK7	PARK7:P04
chr1	7962767	7962767	1	+	43398	PARK7	PARK7:P05
chr1	7965351	7965351	1	+	43398	PARK7	PARK7:P06
chr1	7991134	7991134	1	+	24220	ENSG00000284747	ENSG00000284747:P01
chr1	7999540	7999540	1	+	24220	ENSG00000284747	ENSG00000284747:P02
chr1	8026738	8026738	1	+	28081	ERRFI1-DT	ERRFI1-DT:P01
chr1	8189824	8189824	1	+	9909	ENSG00000229305	ENSG00000229305:P01
chr1	8191692	8191692	1	+	27085	ENSG00000288816	ENSG00000288816:P01
chr1	8201518	8201518	1	+	35252	LINC01714	LINC01714:P01
chr1	8202429	8202429	1	+	35252	LINC01714	LINC01714:P02
chr1	8208672	8208672	1	+	35252	LINC01714	LINC01714:P03
chr1	8318114	8318114	1	+	53193	SLC45A1	SLC45A1:P01
chr1	8324330	8324330	1	+	53193	SLC45A1	SLC45A1:P02
chr1	8328067	8328067	1	+	58815	Y_RNA	Y_RNA:P01
chr1	8330138	8330138	1	+	53193	SLC45A1	SLC45A1:P03
chr1	8330428	8330428	1	+	53193	SLC45A1	SLC45A1:P04
chr1	8424645	8424645	1	+	46409	RERE-AS1	RERE-AS1:P01
chr1	8425400	8425400	1	+	46409	RERE-AS1	RERE-AS1:P02
chr1	8425638	8425638	1	+	46409	RERE-AS1	RERE-AS1:P03
chr1	8512653	8512653	1	+	19656	ENSG00000270282	ENSG00000270282:P01
