seqnames	start	end	width	strand	gene_name	count
chr1	1627074	1627207	134	+	MIB2	MIB2:SE07
chr1	1627296	1627444	149	+	MIB2	MIB2:SE08
chr1	1627673	1627829	157	+	MIB2	MIB2:SE09
chr1	1628019	1628179	161	+	MIB2	MIB2:SE10
chr1	1628273	1628399	127	+	MIB2	MIB2:SE11
chr1	1628489	1628722	234	+	MIB2	MIB2:SE12
chr1	1629133	1629311	179	+	MIB2	MIB2:SE13
chr1	1629385	1629566	182	+	MIB2	MIB2:SE14
chr1	1629639	1629704	66	+	MIB2	MIB2:SE15
chr1	1633188	1633355	168	+	MMP23A	MMP23A:SE01
chr1	1633748	1633912	165	+	MMP23A	MMP23A:SE02
chr1	1633989	1634099	111	+	MMP23A	MMP23A:SE03
chr1	1634202	1634328	127	+	MMP23A	MMP23A:SE04
chr1	1700347	1700514	168	+	MMP23A	MMP23A:SE05
chr1	1700907	1701071	165	+	MMP23A	MMP23A:SE06
chr1	1701148	1701258	111	+	MMP23A	MMP23A:SE07
chr1	1701361	1701487	127	+	MMP23A	MMP23A:SE08
chr1	1915685	1915735	51	+	CALML6	CALML6:SE01
chr1	2055441	2055562	122	+	PRKCZ	PRKCZ:SE01
chr1	2056484	2056573	90	+	PRKCZ	PRKCZ:SE02
chr1	2059541	2059591	51	+	PRKCZ	PRKCZ:SE03
chr1	2098347	2098555	209	+	PRKCZ	PRKCZ:SE04
chr1	2171553	2171645	93	+	PRKCZ	PRKCZ:SE05
chr1	2172055	2172190	136	+	PRKCZ	PRKCZ:SE06
chr1	2172301	2172388	88	+	PRKCZ	PRKCZ:SE07
chr1	2174754	2174833	80	+	PRKCZ	PRKCZ:SE08
chr1	2175224	2175313	90	+	PRKCZ	PRKCZ:SE09
chr1	2181832	2181914	83	+	PRKCZ	PRKCZ:SE10
chr1	2306020	2306250	231	+	SKI	SKI:SE01
chr1	2317611	2317729	119	+	ENSG00000287356	ENSG00000287356:SE01
chr1	2397116	2397220	105	+	RER1	RER1:SE01
chr1	2399415	2399514	100	+	RER1	RER1:SE02
chr1	2400857	2400935	79	+	RER1	RER1:SE03
chr1	2430338	2430629	292	+	PLCH2	PLCH2:SE01
chr1	2478476	2478622	147	+	PLCH2	PLCH2:SE02
chr1	2484448	2484618	171	+	PLCH2	PLCH2:SE03
chr1	2486907	2487000	94	+	PLCH2	PLCH2:SE04
chr1	2487173	2487376	204	+	PLCH2	PLCH2:SE05
chr1	2487598	2487718	121	+	PLCH2	PLCH2:SE06
chr1	2489207	2489378	172	+	PLCH2	PLCH2:SE07
chr1	2489760	2489867	108	+	PLCH2	PLCH2:SE08
chr1	2491192	2491335	144	+	PLCH2	PLCH2:SE09
chr1	2494856	2494948	93	+	PLCH2	PLCH2:SE10
chr1	2495488	2495570	83	+	PLCH2	PLCH2:SE11
chr1	2496607	2496704	98	+	PLCH2	PLCH2:SE12
chr1	2496828	2497010	183	+	PLCH2	PLCH2:SE13
chr1	2497502	2497609	108	+	PLCH2	PLCH2:SE14
chr1	2499084	2499230	147	+	PLCH2	PLCH2:SE15
chr1	2561673	2561815	143	+	TNFRSF14	TNFRSF14:SE01
chr1	2587741	2587792	52	+	PRXL2B	PRXL2B:SE01
chr1	3402791	3402998	208	+	PRDM16	PRDM16:SE01
chr1	3404739	3404886	148	+	PRDM16	PRDM16:SE02
chr1	3405495	3405648	154	+	PRDM16	PRDM16:SE03
chr1	3411384	3412800	1417	+	PRDM16	PRDM16:SE04
chr1	3417828	3417997	170	+	PRDM16	PRDM16:SE05
chr1	3418667	3418744	78	+	PRDM16	PRDM16:SE06
chr1	3430872	3431108	237	+	PRDM16	PRDM16:SE07
chr1	3431966	3432140	175	+	PRDM16	PRDM16:SE08
chr1	3463066	3463672	607	+	ARHGEF16	ARHGEF16:SE01
chr1	3469433	3469593	161	+	ARHGEF16	ARHGEF16:SE02
chr1	3474708	3474782	75	+	ARHGEF16	ARHGEF16:SE03
chr1	3479517	3479590	74	+	ARHGEF16	ARHGEF16:SE04
chr1	3479812	3479913	102	+	ARHGEF16	ARHGEF16:SE05
chr1	3625713	3625889	177	+	TPRG1L	TPRG1L:SE01
chr1	3682333	3682430	98	+	TP73	TP73:SE01
chr1	3683060	3683180	121	+	TP73	TP73:SE02
chr1	3722021	3722207	187	+	TP73	TP73:SE03
chr1	3723354	3723469	116	+	TP73	TP73:SE04
chr1	3727115	3727224	110	+	TP73	TP73:SE05
chr1	3728129	3728217	89	+	TP73	TP73:SE06
chr1	3730000	3730148	149	+	TP73	TP73:SE07
chr1	3730927	3731065	139	+	TP73	TP73:SE08
chr1	3747814	3747958	145	+	CCDC27	CCDC27:SE01
chr1	3751332	3751457	126	+	CCDC27	CCDC27:SE02
chr1	3860420	3860506	87	+	DFFB	DFFB:SE01
chr1	3866284	3866398	115	+	DFFB	DFFB:SE02
chr1	3873014	3873137	124	+	DFFB	DFFB:SE03
chr1	3913692	3914290	599	+	LINC01134	LINC01134:SE01
chr1	3940994	3941143	150	+	LINC01346	LINC01346:SE01
chr1	3995642	3995691	50	+	LINC02780	LINC02780:SE01
chr1	3995785	3995830	46	+	LINC02780	LINC02780:SE02
chr1	4423348	4423448	101	+	LINC01777	LINC01777:SE01
chr1	4572470	4572592	123	+	LINC01646	LINC01646:SE01
chr1	4575322	4575450	129	+	LINC01646	LINC01646:SE02
chr1	4582277	4582574	298	+	LINC01646	LINC01646:SE03
chr1	4583083	4583178	96	+	LINC01646	LINC01646:SE04
chr1	4769853	4769940	88	+	AJAP1	AJAP1:SE01
chr1	4772280	4772525	246	+	AJAP1	AJAP1:SE02
chr1	5995863	5996084	222	+	KCNAB2	KCNAB2:SE01
chr1	6040517	6040645	129	+	KCNAB2	KCNAB2:SE02
chr1	6041831	6041872	42	+	KCNAB2	KCNAB2:SE03
chr1	6051511	6051754	244	+	KCNAB2	KCNAB2:SE04
chr1	6073354	6073384	31	+	KCNAB2	KCNAB2:SE05
chr1	6091263	6091307	45	+	KCNAB2	KCNAB2:SE06
chr1	6206536	6206726	191	+	RNF207	RNF207:SE01
chr1	6209115	6209196	82	+	RNF207	RNF207:SE02
chr1	6209924	6209970	47	+	RNF207	RNF207:SE03
chr1	6210223	6210295	73	+	RNF207	RNF207:SE04
chr1	6218289	6218369	81	+	RNF207	RNF207:SE05
chr1	6236966	6237150	185	+	ICMT-DT	ICMT-DT:SE01
chr1	6237245	6237345	101	+	ICMT-DT	ICMT-DT:SE02
chr1	6428226	6428419	194	+	ESPN	ESPN:SE01
chr1	6440934	6441065	132	+	ESPN	ESPN:SE02
chr1	6444481	6444682	202	+	ESPN	ESPN:SE03
chr1	6450444	6450470	27	+	ESPN	ESPN:SE04
chr1	6457361	6457372	12	+	ESPN	ESPN:SE05
chr1	6574631	6575392	762	+	TAS1R1	TAS1R1:SE01
chr1	6576415	6576627	213	+	TAS1R1	TAS1R1:SE02
chr1	6576950	6577070	121	+	TAS1R1	TAS1R1:SE03
chr1	6580541	6581299	759	+	ZBTB48	ZBTB48:SE01
chr1	6616757	6616858	102	+	PHF13	PHF13:SE01
chr1	6619803	6620337	535	+	PHF13	PHF13:SE02
chr1	6629643	6629724	82	+	THAP3	THAP3:SE01
chr1	6806983	6807088	106	+	CAMTA1	CAMTA1:SE01
chr1	6820181	6820250	70	+	CAMTA1	CAMTA1:SE02
chr1	6825092	6825210	119	+	CAMTA1	CAMTA1:SE03
chr1	7091304	7091371	68	+	CAMTA1	CAMTA1:SE04
chr1	7249491	7249626	136	+	CAMTA1	CAMTA1:SE05
chr1	7467830	7467901	72	+	CAMTA1	CAMTA1:SE06
chr1	7640400	7640553	154	+	CAMTA1	CAMTA1:SE07
chr1	7661726	7661866	141	+	CAMTA1	CAMTA1:SE08
chr1	7663353	7665199	1847	+	CAMTA1	CAMTA1:SE09
chr1	7670911	7671037	127	+	CAMTA1	CAMTA1:SE10
chr1	7677599	7677733	135	+	CAMTA1	CAMTA1:SE11
chr1	7732448	7732599	152	+	CAMTA1	CAMTA1:SE12
chr1	7736344	7736540	197	+	CAMTA1	CAMTA1:SE13
chr1	7736931	7737009	79	+	CAMTA1	CAMTA1:SE14
chr1	7737255	7737570	316	+	CAMTA1	CAMTA1:SE15
chr1	7744835	7745022	188	+	CAMTA1	CAMTA1:SE16
chr1	7745845	7746091	247	+	CAMTA1	CAMTA1:SE17
chr1	7747710	7747781	72	+	CAMTA1	CAMTA1:SE18
chr1	7749771	7749791	21	+	CAMTA1	CAMTA1:SE19
chr1	7751199	7751392	194	+	CAMTA1	CAMTA1:SE20
chr1	7755638	7755668	31	+	CAMTA1	CAMTA1:SE21
chr1	7773442	7773511	70	+	VAMP3	VAMP3:SE01
chr1	7786721	7786836	116	+	PER3	PER3:SE01
chr1	7787198	7787246	49	+	PER3	PER3:SE02
chr1	7798525	7798673	149	+	PER3	PER3:SE03
chr1	7801113	7801191	79	+	PER3	PER3:SE04
chr1	7808893	7808998	106	+	PER3	PER3:SE05
chr1	7819285	7819420	136	+	PER3	PER3:SE06
chr1	7820115	7820239	125	+	PER3	PER3:SE07
chr1	7820467	7820640	174	+	PER3	PER3:SE08
chr1	7826480	7826710	231	+	PER3	PER3:SE09
chr1	7827118	7827815	698	+	PER3	PER3:SE10
chr1	7835762	7835945	184	+	PER3	PER3:SE11
chr1	7969085	7969148	64	+	PARK7	PARK7:SE01
chr1	7969345	7969404	60	+	PARK7	PARK7:SE02
chr1	7977652	7977738	87	+	PARK7	PARK7:SE03
chr1	7994547	7994664	118	+	ENSG00000284747	ENSG00000284747:SE01
chr1	7996321	7996443	123	+	ENSG00000284747	ENSG00000284747:SE02
chr1	8214625	8214678	54	+	LINC01714	LINC01714:SE01
chr1	8325298	8325390	93	+	SLC45A1	SLC45A1:SE01
chr1	8325818	8326042	225	+	SLC45A1	SLC45A1:SE02
chr1	8337816	8337992	177	+	SLC45A1	SLC45A1:SE03
chr1	8339493	8339698	206	+	SLC45A1	SLC45A1:SE04
chr1	8949263	8949442	180	+	CA6	CA6:SE01
chr1	8957137	8957285	149	+	CA6	CA6:SE02
chr1	8958910	8959002	93	+	CA6	CA6:SE03
chr1	8962587	8962656	70	+	CA6	CA6:SE04
chr1	8970867	8970981	115	+	CA6	CA6:SE05
chr1	9183633	9183807	175	+	LNCTAM34A	LNCTAM34A:SE01
chr1	9187536	9187789	254	+	LNCTAM34A	LNCTAM34A:SE02
chr1	9244925	9245561	637	+	H6PD	H6PD:SE01
chr1	9246966	9247083	118	+	H6PD	H6PD:SE02
chr1	9262059	9262328	270	+	H6PD	H6PD:SE03
chr1	9595890	9596010	121	+	TMEM201	TMEM201:SE01
chr1	9598449	9598625	177	+	TMEM201	TMEM201:SE02
chr1	9601105	9601454	350	+	TMEM201	TMEM201:SE03
chr1	9607557	9607789	233	+	TMEM201	TMEM201:SE04
chr1	9609840	9609911	72	+	TMEM201	TMEM201:SE05
chr1	9610506	9610805	300	+	TMEM201	TMEM201:SE06
chr1	9611015	9611073	59	+	TMEM201	TMEM201:SE07
chr1	9611753	9611890	138	+	TMEM201	TMEM201:SE08
chr1	9691467	9691571	105	+	PIK3CD	PIK3CD:SE01
chr1	9710424	9710596	173	+	PIK3CD	PIK3CD:SE02
chr1	9718694	9718915	222	+	PIK3CD	PIK3CD:SE03
chr1	9719921	9720017	97	+	PIK3CD	PIK3CD:SE04
chr1	9720112	9720242	131	+	PIK3CD	PIK3CD:SE05
chr1	9720742	9720909	168	+	PIK3CD	PIK3CD:SE06
chr1	9721127	9721248	122	+	PIK3CD	PIK3CD:SE07
chr1	9721444	9721587	144	+	PIK3CD	PIK3CD:SE08
chr1	9721761	9721860	100	+	PIK3CD	PIK3CD:SE09
chr1	9721975	9722153	179	+	PIK3CD	PIK3CD:SE10
chr1	9722244	9722356	113	+	PIK3CD	PIK3CD:SE11
chr1	9722528	9722606	79	+	PIK3CD	PIK3CD:SE12
chr1	9723125	9723292	168	+	PIK3CD	PIK3CD:SE13
chr1	9723969	9724092	124	+	PIK3CD	PIK3CD:SE14
chr1	9724276	9724421	146	+	PIK3CD	PIK3CD:SE15
chr1	9724804	9724936	133	+	PIK3CD	PIK3CD:SE16
chr1	9975592	9975775	184	+	NMNAT1	NMNAT1:SE01
chr1	10004093	10004307	215	+	RBP7	RBP7:SE01
chr1	10072028	10072214	187	+	UBE4B	UBE4B:SE01
chr1	10095461	10095596	136	+	UBE4B	UBE4B:SE02
chr1	10105516	10105744	229	+	UBE4B	UBE4B:SE03
chr1	10106197	10106583	387	+	UBE4B	UBE4B:SE04
chr1	10107222	10107374	153	+	UBE4B	UBE4B:SE05
chr1	10117459	10117600	142	+	UBE4B	UBE4B:SE06
chr1	10119513	10119613	101	+	UBE4B	UBE4B:SE07
chr1	10126794	10126877	84	+	UBE4B	UBE4B:SE08
chr1	10130500	10130616	117	+	UBE4B	UBE4B:SE09
chr1	10130715	10130813	99	+	UBE4B	UBE4B:SE10
chr1	10132369	10132482	114	+	UBE4B	UBE4B:SE11
chr1	10134988	10135186	199	+	UBE4B	UBE4B:SE12
chr1	10137067	10137205	139	+	UBE4B	UBE4B:SE13
chr1	10146963	10147090	128	+	UBE4B	UBE4B:SE14
chr1	10149184	10149282	99	+	UBE4B	UBE4B:SE15
chr1	10151326	10151561	236	+	UBE4B	UBE4B:SE16
chr1	10161142	10161286	145	+	UBE4B	UBE4B:SE17
chr1	10178644	10178818	175	+	UBE4B	UBE4B:SE18
chr1	10179416	10179562	147	+	UBE4B	UBE4B:SE19
chr1	10258493	10258672	180	+	KIF1B	KIF1B:SE01
chr1	10267380	10267558	179	+	KIF1B	KIF1B:SE02
chr1	10268152	10268263	112	+	KIF1B	KIF1B:SE03
chr1	10271502	10271579	78	+	KIF1B	KIF1B:SE04
chr1	10272241	10272306	66	+	KIF1B	KIF1B:SE05
chr1	10273014	10273031	18	+	KIF1B	KIF1B:SE06
chr1	10279097	10279138	42	+	KIF1B	KIF1B:SE07
chr1	10292466	10292528	63	+	KIF1B	KIF1B:SE08
chr1	10294150	10294212	63	+	KIF1B	KIF1B:SE09
chr1	10320043	10320136	94	+	KIF1B	KIF1B:SE10
chr1	10321709	10321857	149	+	KIF1B	KIF1B:SE11
chr1	10323884	10324062	179	+	KIF1B	KIF1B:SE12
chr1	10324758	10324895	138	+	KIF1B	KIF1B:SE13
chr1	10326111	10326359	249	+	KIF1B	KIF1B:SE14
chr1	10334520	10334638	119	+	KIF1B	KIF1B:SE15
chr1	10336657	10336742	86	+	KIF1B	KIF1B:SE16
chr1	10337074	10337203	130	+	KIF1B	KIF1B:SE17
chr1	10337371	10337533	163	+	KIF1B	KIF1B:SE18
chr1	10339769	10339859	91	+	KIF1B	KIF1B:SE19
chr1	10342050	10342168	119	+	KIF1B	KIF1B:SE20
chr1	10343232	10343287	56	+	KIF1B	KIF1B:SE21
chr1	10344090	10344290	201	+	KIF1B	KIF1B:SE22
chr1	10345845	10345953	109	+	KIF1B	KIF1B:SE23
chr1	10347761	10347827	67	+	KIF1B	KIF1B:SE24
chr1	10348649	10348733	85	+	KIF1B	KIF1B:SE25
chr1	10352631	10352736	106	+	KIF1B	KIF1B:SE26
chr1	10355370	10355396	27	+	KIF1B	KIF1B:SE27
chr1	10360929	10361043	115	+	KIF1B	KIF1B:SE28
chr1	10361692	10361825	134	+	KIF1B	KIF1B:SE29
chr1	10363283	10363344	62	+	KIF1B	KIF1B:SE30
chr1	10365100	10365245	146	+	KIF1B	KIF1B:SE31
chr1	10365409	10365648	240	+	KIF1B	KIF1B:SE32
chr1	10368467	10368538	72	+	KIF1B	KIF1B:SE33
chr1	10371141	10371262	122	+	KIF1B	KIF1B:SE34
chr1	10374316	10374465	150	+	KIF1B	KIF1B:SE35
chr1	10374854	10375046	193	+	KIF1B	KIF1B:SE36
chr1	10375255	10375373	119	+	KIF1B	KIF1B:SE37
chr1	10403071	10403136	66	+	PGD	PGD:SE01
chr1	10433842	10433965	124	+	CENPS-CORT	CENPS-CORT:SE01
chr1	10434657	10434690	34	+	CENPS-CORT	CENPS-CORT:SE02
chr1	10440347	10440413	67	+	CENPS-CORT	CENPS-CORT:SE03
chr1	10495274	10495321	48	+	PEX14	PEX14:SE01
chr1	10517028	10517131	104	+	PEX14	PEX14:SE02
chr1	10599238	10599366	129	+	PEX14	PEX14:SE03
chr1	10618332	10618417	86	+	PEX14	PEX14:SE04
chr1	10624340	10624437	98	+	PEX14	PEX14:SE05
chr1	10627272	10627363	92	+	PEX14	PEX14:SE06
chr1	11015524	11015646	123	+	TARDBP	TARDBP:SE01
chr1	11192270	11192370	101	+	ANGPTL7	ANGPTL7:SE01
chr1	11500990	11502088	1099	+	DISP3	DISP3:SE01
chr1	11502678	11502897	220	+	DISP3	DISP3:SE02
chr1	11514390	11514526	137	+	DISP3	DISP3:SE03
chr1	11515369	11515503	135	+	DISP3	DISP3:SE04
chr1	11516001	11516161	161	+	DISP3	DISP3:SE05
chr1	11517463	11517602	140	+	DISP3	DISP3:SE06
chr1	11519355	11519503	149	+	DISP3	DISP3:SE07
chr1	11519719	11519880	162	+	DISP3	DISP3:SE08
chr1	11520687	11520848	162	+	DISP3	DISP3:SE09
chr1	11523942	11524055	114	+	DISP3	DISP3:SE10
chr1	11525176	11525312	137	+	DISP3	DISP3:SE11
chr1	11526651	11526835	185	+	DISP3	DISP3:SE12
chr1	11529556	11529686	131	+	DISP3	DISP3:SE13
chr1	11529787	11529959	173	+	DISP3	DISP3:SE14
chr1	11530907	11531033	127	+	DISP3	DISP3:SE15
chr1	11531565	11531710	146	+	DISP3	DISP3:SE16
chr1	11534381	11534540	160	+	DISP3	DISP3:SE17
chr1	11535011	11535124	114	+	DISP3	DISP3:SE18
chr1	11535478	11535644	167	+	DISP3	DISP3:SE19
chr1	11658533	11658628	96	+	FBXO44	FBXO44:SE01
chr1	11673277	11673412	136	+	FBXO6	FBXO6:SE01
chr1	11744533	11744568	36	+	AGTRAP	AGTRAP:SE01
chr1	11745803	11745837	35	+	AGTRAP	AGTRAP:SE02
chr1	11746127	11746223	97	+	AGTRAP	AGTRAP:SE03
chr1	11767221	11767264	44	+	C1orf167	C1orf167:SE01
chr1	11768973	11769127	155	+	C1orf167	C1orf167:SE02
chr1	11771524	11771636	113	+	C1orf167	C1orf167:SE03
chr1	11775435	11775610	176	+	C1orf167	C1orf167:SE04
chr1	11776464	11776638	175	+	C1orf167	C1orf167:SE05
chr1	11778660	11778816	157	+	C1orf167	C1orf167:SE06
chr1	11784174	11784593	420	+	C1orf167	C1orf167:SE07
chr1	11788652	11788746	95	+	C1orf167	C1orf167:SE08
chr1	11807131	11807190	60	+	CLCN6	CLCN6:SE01
chr1	11815846	11815911	66	+	CLCN6	CLCN6:SE02
chr1	11816615	11816680	66	+	CLCN6	CLCN6:SE03
chr1	11819488	11819554	67	+	CLCN6	CLCN6:SE04
chr1	11822695	11822801	107	+	CLCN6	CLCN6:SE05
chr1	11823707	11823833	127	+	CLCN6	CLCN6:SE06
chr1	11824486	11824553	68	+	CLCN6	CLCN6:SE07
chr1	11828458	11828624	167	+	CLCN6	CLCN6:SE08
chr1	11833515	11833638	124	+	CLCN6	CLCN6:SE09
chr1	11911507	11911589	83	+	ENSG00000285646	ENSG00000285646:SE01
chr1	11944522	11944662	141	+	PLOD1	PLOD1:SE01
chr1	11947976	11948067	92	+	PLOD1	PLOD1:SE02
chr1	11949773	11949906	134	+	PLOD1	PLOD1:SE03
chr1	11950357	11950520	164	+	PLOD1	PLOD1:SE04
chr1	11956917	11957014	98	+	PLOD1	PLOD1:SE05
chr1	11957090	11957193	104	+	PLOD1	PLOD1:SE06
chr1	11960646	11960767	122	+	PLOD1	PLOD1:SE07
chr1	11963532	11963636	105	+	PLOD1	PLOD1:SE08
chr1	11964175	11964300	126	+	PLOD1	PLOD1:SE09
chr1	11965480	11965593	114	+	PLOD1	PLOD1:SE10
chr1	11966987	11967091	105	+	PLOD1	PLOD1:SE11
chr1	11970670	11970816	147	+	PLOD1	PLOD1:SE12
chr1	11981970	11982114	145	+	MFN2	MFN2:SE01
chr1	11982523	11982590	68	+	MFN2	MFN2:SE02
chr1	11988427	11988516	90	+	MFN2	MFN2:SE03
chr1	12003758	12003889	132	+	MFN2	MFN2:SE04
chr1	12021645	12021840	196	+	MIIP	MIIP:SE01
chr1	12084464	12084551	88	+	TNFRSF8	TNFRSF8:SE01
chr1	12188796	12188895	100	+	TNFRSF1B	TNFRSF1B:SE01
chr1	12190957	12191085	129	+	TNFRSF1B	TNFRSF1B:SE02
chr1	12193955	12194032	78	+	TNFRSF1B	TNFRSF1B:SE03
chr1	12194584	12194618	35	+	TNFRSF1B	TNFRSF1B:SE04
chr1	12201967	12202171	205	+	TNFRSF1B	TNFRSF1B:SE05
chr1	12234191	12234363	173	+	VPS13D	VPS13D:SE01
chr1	12242513	12242590	78	+	VPS13D	VPS13D:SE02
chr1	12244537	12244617	81	+	VPS13D	VPS13D:SE03
chr1	12256987	12257087	101	+	VPS13D	VPS13D:SE04
chr1	12260693	12260794	102	+	VPS13D	VPS13D:SE05
chr1	12260948	12261149	202	+	VPS13D	VPS13D:SE06
chr1	12261901	12262080	180	+	VPS13D	VPS13D:SE07
chr1	12266881	12267011	131	+	VPS13D	VPS13D:SE08
chr1	12267845	12267920	76	+	VPS13D	VPS13D:SE09
chr1	12268706	12268876	171	+	VPS13D	VPS13D:SE10
chr1	12270994	12271124	131	+	VPS13D	VPS13D:SE11
chr1	12273003	12273135	133	+	VPS13D	VPS13D:SE12
chr1	12279499	12279650	152	+	VPS13D	VPS13D:SE13
chr1	12288223	12288313	91	+	VPS13D	VPS13D:SE14
chr1	12290998	12291124	127	+	VPS13D	VPS13D:SE15
chr1	12293524	12293704	181	+	VPS13D	VPS13D:SE16
chr1	12304506	12304728	223	+	VPS13D	VPS13D:SE17
chr1	12308431	12308641	211	+	VPS13D	VPS13D:SE18
chr1	12311813	12311925	113	+	VPS13D	VPS13D:SE19
chr1	12314115	12314327	213	+	VPS13D	VPS13D:SE20
chr1	12318072	12318337	266	+	VPS13D	VPS13D:SE21
chr1	12319497	12319630	134	+	VPS13D	VPS13D:SE22
chr1	12321809	12321964	156	+	VPS13D	VPS13D:SE23
chr1	12322536	12322746	211	+	VPS13D	VPS13D:SE24
chr1	12323706	12323780	75	+	VPS13D	VPS13D:SE25
chr1	12327648	12327854	207	+	VPS13D	VPS13D:SE26
