seqnames	start	end	width	strand	gene_name	count
chr1	6359331	6359331	1	+	Alkal1	Alkal1:P02
chr1	6380394	6380394	1	+	Gm2147	Gm2147:P01
chr1	6487231	6487231	1	+	St18	St18:P01
chr1	6487331	6487331	1	+	St18	St18:P02
chr1	6730051	6730102	52	+	St18	St18:P03
chr1	6734870	6734870	1	+	St18	St18:P04
chr1	6737575	6737575	1	+	St18	St18:P05
chr1	6802791	6802791	1	+	St18	St18:P06
chr1	6817600	6817600	1	+	St18	St18:P07
chr1	6827897	6827897	1	+	St18	St18:P08
chr1	6857341	6857341	1	+	St18	St18:P09
chr1	6910560	6910560	1	+	Gm7449	Gm7449:P01
chr1	6916559	6916559	1	+	Gm37108	Gm37108:P01
chr1	6929759	6929759	1	+	Gm37275	Gm37275:P01
chr1	6998217	6998217	1	+	Gm37225	Gm37225:P01
chr1	7013762	7013762	1	+	Gm37489	Gm37489:P01
chr1	7035915	7035915	1	+	Gm5694	Gm5694:P01
chr1	7088920	7088930	11	+	Pcmtd1	Pcmtd1:P01
chr1	7089104	7089104	1	+	Pcmtd1	Pcmtd1:P02
chr1	7089166	7089166	1	+	Pcmtd1	Pcmtd1:P03
chr1	7147637	7147637	1	+	Pcmtd1	Pcmtd1:P04
chr1	7148110	7148110	1	+	Gm38372	Gm38372:P01
chr1	7154867	7154867	1	+	Pcmtd1	Pcmtd1:P05
chr1	7160085	7160085	1	+	Pcmtd1	Pcmtd1:P06
chr1	7160557	7160557	1	+	Pcmtd1	Pcmtd1:P07
chr1	7177739	7177739	1	+	Gm9826	Gm9826:P01
chr1	7265803	7265803	1	+	Gm23274	Gm23274:P01
chr1	7315451	7315451	1	+	Gm19002	Gm19002:P01
chr1	7410679	7410679	1	+	Gm18984	Gm18984:P01
chr1	7497968	7497968	1	+	Gm30414	Gm30414:P01
chr1	7591646	7591646	1	+	Gm37791	Gm37791:P01
chr1	7597379	7597379	1	+	Gm7470	Gm7470:P01
chr1	7664081	7664081	1	+	Rps2-ps2	Rps2-ps2:P01
chr1	8815842	8815842	1	+	Gm36964	Gm36964:P01
chr1	8816138	8816138	1	+	Gm24276	Gm24276:P01
chr1	8856763	8856763	1	+	Gm7445	Gm7445:P01
chr1	9286922	9286922	1	+	Gm37143	Gm37143:P01
chr1	9450579	9450579	1	+	Gm7512	Gm7512:P01
chr1	9458670	9458670	1	+	Gm24765	Gm24765:P01
chr1	9545408	9545408	1	+	Rrs1	Rrs1:P01
chr1	9547948	9547948	1	+	Adhfe1	Adhfe1:P01
chr1	9548055	9548119	65	+	Adhfe1	Adhfe1:P02
chr1	9574548	9574548	1	+	Gm6161	Gm6161:P01
chr1	9601199	9601199	1	+	Vxn	Vxn:P01
chr1	9601267	9601267	1	+	Vxn	Vxn:P02
chr1	9747648	9747648	1	+	1700034P13Rik	1700034P13Rik:P01
chr1	9747956	9747956	1	+	1700034P13Rik	1700034P13Rik:P02
chr1	9748481	9748481	1	+	1700034P13Rik	1700034P13Rik:P03
chr1	9748587	9748626	40	+	1700034P13Rik	1700034P13Rik:P04
chr1	9783778	9783778	1	+	1700034P13Rik	1700034P13Rik:P05
chr1	9798107	9798208	102	+	Sgk3	Sgk3:P01
chr1	9848272	9848321	50	+	Sgk3	Sgk3:P02
chr1	9848397	9848397	1	+	Sgk3	Sgk3:P03
chr1	9883467	9883467	1	+	Sgk3	Sgk3:P04
chr1	9895427	9895427	1	+	Sgk3	Sgk3:P05
chr1	9908638	9908670	33	+	Mcmdc2	Mcmdc2:P01
chr1	9911314	9911314	1	+	Mcmdc2	Mcmdc2:P02
chr1	9932120	9932120	1	+	Mcmdc2	Mcmdc2:P03
chr1	9967314	9967314	1	+	E330040D14Rik	E330040D14Rik:P01
chr1	9982387	9982387	1	+	Gm15818	Gm15818:P01
chr1	10037987	10038006	20	+	Cspp1	Cspp1:P01
chr1	10038217	10038262	46	+	Cspp1	Cspp1:P02
chr1	10039767	10039823	57	+	Cspp1	Cspp1:P03
chr1	10040155	10040155	1	+	Cspp1	Cspp1:P04
chr1	10046493	10046493	1	+	Cspp1	Cspp1:P05
chr1	10056924	10056924	1	+	Cspp1	Cspp1:P06
chr1	10071183	10071183	1	+	Cspp1	Cspp1:P07
chr1	10074382	10074382	1	+	Cspp1	Cspp1:P08
chr1	10074860	10074860	1	+	Cspp1	Cspp1:P09
chr1	10074913	10074913	1	+	Cspp1	Cspp1:P10
chr1	10087747	10087747	1	+	Cspp1	Cspp1:P11
chr1	10095864	10095864	1	+	Cspp1	Cspp1:P12
chr1	10104228	10104228	1	+	Cspp1	Cspp1:P13
chr1	10112876	10112876	1	+	Cspp1	Cspp1:P14
chr1	10115425	10115425	1	+	Cspp1	Cspp1:P15
chr1	10125984	10125984	1	+	Cspp1	Cspp1:P16
chr1	10129959	10129959	1	+	Cspp1	Cspp1:P17
chr1	10133970	10133970	1	+	Cspp1	Cspp1:P18
chr1	10166539	10166539	1	+	Gm26348	Gm26348:P01
chr1	10695123	10695123	1	+	Gm15603	Gm15603:P01
chr1	10805281	10805281	1	+	Gm5522	Gm5522:P01
chr1	10868688	10868688	1	+	Gm28659	Gm28659:P01
chr1	10921670	10921670	1	+	Gm22963	Gm22963:P01
chr1	10993465	10993465	1	+	Prex2	Prex2:P01
chr1	11263963	11263963	1	+	Prex2	Prex2:P02
chr1	11414105	11414112	8	+	A830018L16Rik	A830018L16Rik:P01
chr1	11414269	11414269	1	+	A830018L16Rik	A830018L16Rik:P02
chr1	11414509	11414509	1	+	A830018L16Rik	A830018L16Rik:P03
chr1	11416918	11416918	1	+	Gm38178	Gm38178:P01
chr1	11518671	11518671	1	+	A830018L16Rik	A830018L16Rik:P04
chr1	11579306	11579306	1	+	A830018L16Rik	A830018L16Rik:P05
chr1	11704207	11704207	1	+	Gm38069	Gm38069:P01
chr1	12120960	12120960	1	+	Gm7560	Gm7560:P01
chr1	12374936	12374936	1	+	Gm22633	Gm22633:P01
chr1	12425986	12425986	1	+	Mir6341	Mir6341:P01
chr1	12565577	12565577	1	+	Gm2383	Gm2383:P01
chr1	12655867	12655867	1	+	Gm6216	Gm6216:P01
chr1	12667563	12667563	1	+	Gm17644	Gm17644:P01
chr1	12692277	12692323	47	+	Sulf1	Sulf1:P01
chr1	12692430	12692430	1	+	Sulf1	Sulf1:P02
chr1	12692532	12692532	1	+	Sulf1	Sulf1:P03
chr1	12718459	12718459	1	+	Sulf1	Sulf1:P04
chr1	12718529	12718545	17	+	Sulf1	Sulf1:P05
chr1	12719464	12719464	1	+	Sulf1	Sulf1:P06
chr1	12728119	12728119	1	+	Sulf1	Sulf1:P07
chr1	12785443	12785443	1	+	Sulf1	Sulf1:P08
chr1	12836028	12836028	1	+	Sulf1	Sulf1:P09
chr1	12842791	12842791	1	+	Sulf1	Sulf1:P10
chr1	13062025	13062025	1	+	Gm5250	Gm5250:P01
chr1	13068838	13068838	1	+	Gm29283	Gm29283:P01
chr1	13262198	13262198	1	+	Gm27881	Gm27881:P01
chr1	13376070	13376070	1	+	Gm29570	Gm29570:P01
chr1	13668771	13668771	1	+	Xkr9	Xkr9:P01
chr1	13932378	13932378	1	+	Gm25491	Gm25491:P01
chr1	14182578	14182578	1	+	Gm22616	Gm22616:P01
chr1	14752937	14752937	1	+	Gm9947	Gm9947:P01
chr1	14755454	14755454	1	+	Gm9947	Gm9947:P02
chr1	14788645	14788645	1	+	Gm37412	Gm37412:P01
chr1	14865072	14865072	1	+	Rpl5-ps1	Rpl5-ps1:P01
chr1	15286925	15286925	1	+	Kcnb2	Kcnb2:P01
chr1	15287254	15287254	1	+	Kcnb2	Kcnb2:P02
chr1	15312452	15312452	1	+	Kcnb2	Kcnb2:P03
chr1	15364302	15364302	1	+	Gm38116	Gm38116:P01
chr1	15556249	15556249	1	+	Gm37138	Gm37138:P01
chr1	15757832	15757832	1	+	Gm25168	Gm25168:P01
chr1	15760761	15760761	1	+	Gm28669	Gm28669:P01
chr1	15805646	15805664	19	+	Terf1	Terf1:P01
chr1	15807641	15807641	1	+	Terf1	Terf1:P02
chr1	15853331	15853331	1	+	Gm37509	Gm37509:P01
chr1	15879530	15879530	1	+	Gm23259	Gm23259:P01
chr1	16053335	16053335	1	+	Gm7634	Gm7634:P01
chr1	16105774	16105774	1	+	Rdh10	Rdh10:P01
chr1	16105882	16105882	1	+	Rdh10	Rdh10:P02
chr1	16130502	16130502	1	+	Rdh10	Rdh10:P03
chr1	16228506	16228506	1	+	Gm28095	Gm28095:P01
chr1	16253592	16253629	38	+	Gm7568	Gm7568:P01
chr1	16618560	16618560	1	+	Gm38342	Gm38342:P01
chr1	16657552	16657552	1	+	D030040B21Rik	D030040B21Rik:P01
chr1	16665191	16665236	46	+	Tmem70	Tmem70:P01
chr1	16688051	16688051	1	+	Ly96	Ly96:P01
chr1	16688433	16688456	24	+	Ly96	Ly96:P02
chr1	16688508	16688508	1	+	Ly96	Ly96:P03
chr1	16898185	16898185	1	+	Gm28376	Gm28376:P01
chr1	16930970	16930970	1	+	4921511E07Rik	4921511E07Rik:P01
chr1	17124747	17124747	1	+	Gm28783	Gm28783:P01
chr1	17145362	17145404	43	+	Gdap1	Gdap1:P01
chr1	17145468	17145468	1	+	Gdap1	Gdap1:P02
chr1	17158370	17158370	1	+	Gdap1	Gdap1:P03
chr1	17168403	17168403	1	+	Gm28784	Gm28784:P01
chr1	17394958	17394958	1	+	Gm5251	Gm5251:P01
chr1	17520001	17520001	1	+	Gm25166	Gm25166:P01
chr1	17601901	17601901	1	+	Pi15	Pi15:P01
chr1	17727045	17727088	44	+	Crispld1	Crispld1:P01
chr1	17727417	17727417	1	+	Crispld1	Crispld1:P02
chr1	17947041	17947041	1	+	Gm7690	Gm7690:P01
chr1	17993813	17993813	1	+	Gm17969	Gm17969:P01
chr1	18708428	18708428	1	+	Gm5252	Gm5252:P01
chr1	19037266	19037266	1	+	Gm28343	Gm28343:P01
chr1	19062857	19062857	1	+	Gm28344	Gm28344:P01
chr1	19103022	19103022	1	+	Tfap2d	Tfap2d:P01
chr1	19107181	19107181	1	+	Tfap2d	Tfap2d:P02
chr1	19208914	19208960	47	+	Tfap2b	Tfap2b:P01
chr1	19212054	19212054	1	+	Tfap2b	Tfap2b:P02
chr1	19212306	19212306	1	+	Tfap2b	Tfap2b:P03
chr1	19213879	19213879	1	+	Tfap2b	Tfap2b:P04
chr1	19242725	19242725	1	+	Gm28340	Gm28340:P01
chr1	19330939	19330939	1	+	Gm4849	Gm4849:P01
chr1	19614269	19614269	1	+	Gm38382	Gm38382:P01
chr1	20356452	20356454	3	+	4930486I03Rik	4930486I03Rik:P01
chr1	20669882	20669882	1	+	Lincmd1	Lincmd1:P01
chr1	20679010	20679023	14	+	Mir206	Mir206:P01
chr1	20682769	20682769	1	+	Mir133b	Mir133b:P01
chr1	20730905	20730905	1	+	Il17a	Il17a:P01
chr1	20821331	20821331	1	+	Gm20587	Gm20587:P01
chr1	20836661	20836661	1	+	Gm28065	Gm28065:P01
chr1	20890548	20890548	1	+	Paqr8	Paqr8:P01
chr1	20890606	20890606	1	+	Paqr8	Paqr8:P02
chr1	20917840	20917874	35	+	Paqr8	Paqr8:P03
chr1	20922259	20922259	1	+	Paqr8	Paqr8:P04
chr1	20945711	20945711	1	+	Gm28064	Gm28064:P01
chr1	20951626	20951626	1	+	Efhc1	Efhc1:P01
chr1	20951688	20951688	1	+	Efhc1	Efhc1:P02
chr1	21080114	21080114	1	+	Gm28287	Gm28287:P01
chr1	21178988	21178988	1	+	Gm2693	Gm2693:P01
chr1	21218575	21218575	1	+	Tmem14a	Tmem14a:P01
chr1	21218662	21218662	1	+	Tmem14a	Tmem14a:P02
chr1	21234722	21234722	1	+	Gm38224	Gm38224:P01
chr1	21240585	21240629	45	+	Gsta3	Gsta3:P01
chr1	21253521	21253521	1	+	Gsta3	Gsta3:P02
chr1	21272403	21272403	1	+	Gm7094	Gm7094:P01
chr1	21349641	21349677	37	+	Khdc1a	Khdc1a:P01
chr1	21354005	21354005	1	+	Gm16329	Gm16329:P01
chr1	21364803	21364803	1	+	Gm16327	Gm16327:P01
chr1	21368331	21368331	1	+	Khdc1c	Khdc1c:P01
chr1	21372670	21372670	1	+	Gm2709	Gm2709:P01
chr1	21379555	21379555	1	+	Gm16533	Gm16533:P01
chr1	21383556	21383556	1	+	Khdc1b	Khdc1b:P01
chr1	21390906	21390906	1	+	Gm16328	Gm16328:P01
chr1	22237849	22237849	1	+	Gm28239	Gm28239:P01
chr1	22740764	22740764	1	+	Gm26866	Gm26866:P01
chr1	22898387	22898387	1	+	Gm7759	Gm7759:P01
chr1	23245211	23245211	1	+	Gm24176	Gm24176:P01
chr1	23272269	23272269	1	+	Mir30a	Mir30a:P01
chr1	23291537	23291537	1	+	Gm27028	Gm27028:P01
chr1	23291701	23291701	1	+	Mir30c-2	Mir30c-2:P01
chr1	23293729	23293729	1	+	Gm29107	Gm29107:P01
chr1	23479539	23479539	1	+	Gm7784	Gm7784:P01
chr1	23574587	23574587	1	+	Gm28822	Gm28822:P01
chr1	23761753	23761753	1	+	B3gat2	B3gat2:P01
chr1	23761926	23761926	1	+	B3gat2	B3gat2:P02
chr1	23762011	23762011	1	+	B3gat2	B3gat2:P03
chr1	24005505	24005507	3	+	Gm26524	Gm26524:P01
chr1	24100625	24100625	1	+	Gm37580	Gm37580:P01
chr1	24125275	24125275	1	+	Gm26607	Gm26607:P01
chr1	24177610	24177610	1	+	Col9a1	Col9a1:P01
chr1	24195187	24195203	17	+	Col9a1	Col9a1:P02
chr1	24197017	24197017	1	+	Col9a1	Col9a1:P03
chr1	24229517	24229517	1	+	Col9a1	Col9a1:P04
chr1	24678544	24678544	1	+	Lmbrd1	Lmbrd1:P01
chr1	24678630	24678660	31	+	Lmbrd1	Lmbrd1:P02
chr1	24678739	24678739	1	+	Lmbrd1	Lmbrd1:P03
chr1	24678918	24678926	9	+	Lmbrd1	Lmbrd1:P04
chr1	24728642	24728642	1	+	Lmbrd1	Lmbrd1:P05
chr1	24744873	24744873	1	+	Lmbrd1	Lmbrd1:P06
chr1	25011941	25011941	1	+	Gm9443	Gm9443:P01
chr1	25223730	25223730	1	+	Gm15702	Gm15702:P01
chr1	25451071	25451071	1	+	Gm25294	Gm25294:P01
chr1	25830657	25830657	1	+	Gm9884	Gm9884:P01
chr1	26466236	26466236	1	+	Gm19123	Gm19123:P01
chr1	26566833	26566833	1	+	Gm24064	Gm24064:P01
chr1	27884046	27884046	1	+	Gm5524	Gm5524:P01
chr1	27989910	27989910	1	+	Gm19028	Gm19028:P01
chr1	28569918	28569918	1	+	Gm38089	Gm38089:P01
chr1	28938036	28938036	1	+	Gm6462	Gm6462:P01
chr1	29219700	29219700	1	+	Gm18033	Gm18033:P01
chr1	29301480	29301480	1	+	Gm22679	Gm22679:P01
chr1	29421488	29421488	1	+	Mir6342	Mir6342:P01
chr1	29813154	29813154	1	+	AC125120.1	AC125120.1:P01
chr1	29930094	29930094	1	+	Gm7858	Gm7858:P01
chr1	29985934	29985934	1	+	Gm23771	Gm23771:P01
chr1	30769687	30769687	1	+	Gm6473	Gm6473:P01
chr1	30949871	30949871	1	+	LOC115487084	LOC115487084:P01
chr1	31041919	31041919	1	+	Gm28644	Gm28644:P01
chr1	31136026	31136026	1	+	Gm29128	Gm29128:P01
chr1	31164549	31164549	1	+	Gm7893	Gm7893:P01
chr1	31176401	31176435	35	+	Lgsn	Lgsn:P01
chr1	31189470	31189470	1	+	Lgsn	Lgsn:P02
chr1	31222838	31222839	2	+	Pih1d3	Pih1d3:P01
chr1	31264847	31264847	1	+	Gm4850	Gm4850:P01
chr1	31267326	31267326	1	+	Gm4850	Gm4850:P02
chr1	31274892	31274892	1	+	Gm28645	Gm28645:P01
chr1	31286945	31286945	1	+	Gm6489	Gm6489:P01
chr1	31559540	31559540	1	+	Eef1a1-ps2	Eef1a1-ps2:P01
chr1	31615149	31615149	1	+	Gm19680	Gm19680:P01
chr1	31736057	31736057	1	+	Gm7910	Gm7910:P01
chr1	32172714	32172748	35	+	Khdrbs2	Khdrbs2:P01
chr1	32172887	32172887	1	+	Khdrbs2	Khdrbs2:P02
chr1	32315015	32315015	1	+	Khdrbs2	Khdrbs2:P03
chr1	32473757	32473757	1	+	Gm37999	Gm37999:P01
chr1	32485315	32485315	1	+	Gm37110	Gm37110:P01
chr1	32496444	32496444	1	+	Gm37911	Gm37911:P01
chr1	32539028	32539028	1	+	Gm37792	Gm37792:P01
chr1	32710179	32710179	1	+	Gm37426	Gm37426:P01
chr1	32726639	32726639	1	+	Gm23024	Gm23024:P01
chr1	33065130	33065130	1	+	Gm37724	Gm37724:P01
chr1	33100907	33100907	1	+	Gm7114	Gm7114:P01
chr1	33191993	33191993	1	+	Gm24901	Gm24901:P01
chr1	33235939	33235939	1	+	Gm2987	Gm2987:P01
chr1	33293676	33293676	1	+	Gm25792	Gm25792:P01
chr1	33371331	33371331	1	+	Gm7933	Gm7933:P01
chr1	33422733	33422733	1	+	Gm23453	Gm23453:P01
chr1	33482101	33482101	1	+	Gm29228	Gm29228:P01
chr1	33657781	33657781	1	+	Gm17813	Gm17813:P01
chr1	33669824	33669843	20	+	1700001G17Rik	1700001G17Rik:P01
chr1	33719887	33719910	24	+	Rab23	Rab23:P01
chr1	33720138	33720138	1	+	Rab23	Rab23:P02
chr1	33720407	33720419	13	+	Rab23	Rab23:P03
chr1	33734528	33734528	1	+	Rab23	Rab23:P04
chr1	33736657	33736657	1	+	Rab23	Rab23:P05
chr1	33738137	33738137	1	+	Rab23	Rab23:P06
chr1	33748007	33748007	1	+	Gm37905	Gm37905:P01
chr1	33908225	33908225	1	+	Dst	Dst:P01
chr1	33922455	33922455	1	+	Gm37354	Gm37354:P01
chr1	34005880	34005882	3	+	Dst	Dst:P02
chr1	34006126	34006126	1	+	Dst	Dst:P03
chr1	34006180	34006180	1	+	Dst	Dst:P04
chr1	34011595	34011595	1	+	Dst	Dst:P05
chr1	34011813	34011825	13	+	Dst	Dst:P06
chr1	34032100	34032100	1	+	Gm38157	Gm38157:P01
chr1	34077227	34077227	1	+	Dst	Dst:P07
chr1	34089292	34089292	1	+	Dst	Dst:P08
chr1	34117359	34117359	1	+	Mir6896	Mir6896:P01
chr1	34121250	34121250	1	+	Dst	Dst:P09
chr1	34160260	34160260	1	+	Dst	Dst:P10
chr1	34160330	34160330	1	+	Dst	Dst:P11
chr1	34161924	34161924	1	+	Dst	Dst:P12
chr1	34178906	34178906	1	+	Dst	Dst:P13
chr1	34236596	34236596	1	+	Dst	Dst:P14
chr1	34257836	34257836	1	+	Dst	Dst:P15
chr1	34270570	34270570	1	+	Dst	Dst:P16
chr1	34293455	34293455	1	+	Dst	Dst:P17
chr1	34294446	34294446	1	+	Dst	Dst:P18
chr1	34350775	34350775	1	+	Gm37385	Gm37385:P01
chr1	34367371	34367371	1	+	Gm5266	Gm5266:P01
chr1	34439829	34439953	125	+	Imp4	Imp4:P01
chr1	34440041	34440041	1	+	Imp4	Imp4:P02
chr1	34448247	34448247	1	+	Imp4	Imp4:P03
chr1	34459746	34459792	47	+	Ptpn18	Ptpn18:P01
chr1	34463271	34463271	1	+	Ptpn18	Ptpn18:P02
chr1	34472720	34472720	1	+	Ptpn18	Ptpn18:P03
chr1	34474499	34474499	1	+	Ptpn18	Ptpn18:P04
chr1	34498410	34498421	12	+	Prss39	Prss39:P01
chr1	34535648	34535648	1	+	Cfc1	Cfc1:P01
chr1	34579657	34579693	37	+	Amer3	Amer3:P01
chr1	34678182	34678188	7	+	Arhgef4	Arhgef4:P01
chr1	34732115	34732115	1	+	Arhgef4	Arhgef4:P02
chr1	34750581	34750581	1	+	Arhgef4	Arhgef4:P03
chr1	34752775	34752775	1	+	Gm37224	Gm37224:P01
chr1	34753123	34753123	1	+	Gm37845	Gm37845:P01
chr1	34801704	34801741	38	+	Arhgef4	Arhgef4:P04
chr1	34801794	34801794	1	+	Arhgef4	Arhgef4:P05
chr1	34823525	34823525	1	+	Gm37127	Gm37127:P01
chr1	34849959	34849992	34	+	Plekhb2	Plekhb2:P01
chr1	34851837	34851837	1	+	Plekhb2	Plekhb2:P02
chr1	34877656	34877656	1	+	Plekhb2	Plekhb2:P03
chr1	34928509	34928509	1	+	Gm19430	Gm19430:P01
chr1	34970065	34970065	1	+	Gm8009	Gm8009:P01
chr1	34985656	34985656	1	+	Gm38027	Gm38027:P01
chr1	35761602	35761602	1	+	Gm25634	Gm25634:P01
chr1	35806974	35806974	1	+	Gm28415	Gm28415:P01
chr1	35879845	35879845	1	+	1110002O04Rik	1110002O04Rik:P01
chr1	35958919	35958919	1	+	Gm8022	Gm8022:P01
chr1	36011072	36011072	1	+	4930535G08Rik	4930535G08Rik:P01
chr1	36068400	36068400	1	+	Hs6st1	Hs6st1:P01
chr1	36101690	36101690	1	+	Hs6st1	Hs6st1:P02
chr1	36132042	36132042	1	+	Gm33280	Gm33280:P01
chr1	36307733	36307779	47	+	Arid5a	Arid5a:P01
chr1	36315992	36315992	1	+	Arid5a	Arid5a:P02
chr1	36317027	36317027	1	+	Arid5a	Arid5a:P03
chr1	36332708	36332708	1	+	4930403P22Rik	4930403P22Rik:P01
chr1	36372190	36372190	1	+	Fer1l5	Fer1l5:P01
chr1	36372291	36372291	1	+	Fer1l5	Fer1l5:P02
chr1	36385464	36385464	1	+	Fer1l5	Fer1l5:P03
chr1	36416888	36416888	1	+	Fer1l5	Fer1l5:P04
chr1	36471597	36471620	24	+	Cnnm4	Cnnm4:P01
chr1	36471996	36471996	1	+	Cnnm4	Cnnm4:P02
chr1	36473952	36473952	1	+	Gm37909	Gm37909:P01
chr1	36506562	36506562	1	+	Gm47280	Gm47280:P01
chr1	36511867	36511867	1	+	Cnnm3	Cnnm3:P01
chr1	36513097	36513097	1	+	Cnnm3	Cnnm3:P02
chr1	36518569	36518569	1	+	Cnnm3	Cnnm3:P03
chr1	36520761	36520761	1	+	Cnnm3	Cnnm3:P04
chr1	36557701	36557701	1	+	D430040D24Rik	D430040D24Rik:P01
chr1	36558359	36558359	1	+	D430040D24Rik	D430040D24Rik:P02
chr1	36601802	36601802	1	+	Gm6428	Gm6428:P01
chr1	36663965	36663965	1	+	Gm24133	Gm24133:P01
chr1	36691449	36691487	39	+	Cox5b	Cox5b:P01
chr1	36691610	36691644	35	+	Cox5b	Cox5b:P02
chr1	36710149	36710149	1	+	4933424G06Rik	4933424G06Rik:P01
chr1	36714537	36714546	10	+	4933424G06Rik	4933424G06Rik:P02
chr1	36744355	36744355	1	+	4933424G06Rik	4933424G06Rik:P03
chr1	36761798	36761798	1	+	Zap70	Zap70:P01
chr1	36764515	36764515	1	+	Zap70	Zap70:P02
chr1	36766934	36766934	1	+	Zap70	Zap70:P03
chr1	36770992	36770992	1	+	Zap70	Zap70:P04
chr1	36778984	36778984	1	+	Zap70	Zap70:P05
chr1	37005439	37005439	1	+	n-R5s210	n-R5s210:P01
chr1	37026596	37026596	1	+	Vwa3b	Vwa3b:P01
chr1	37029304	37029333	30	+	Vwa3b	Vwa3b:P02
chr1	37029384	37029384	1	+	Vwa3b	Vwa3b:P03
chr1	37035708	37035708	1	+	Vwa3b	Vwa3b:P04
chr1	37100531	37100531	1	+	Vwa3b	Vwa3b:P05
chr1	37100668	37100668	1	+	Vwa3b	Vwa3b:P06
chr1	37135508	37135508	1	+	Vwa3b	Vwa3b:P07
chr1	37153849	37153849	1	+	Vwa3b	Vwa3b:P08
chr1	37186855	37186855	1	+	Vwa3b	Vwa3b:P09
chr1	37214434	37214434	1	+	Cnga3	Cnga3:P01
chr1	37218278	37218278	1	+	Cnga3	Cnga3:P02
chr1	37218379	37218379	1	+	Cnga3	Cnga3:P03
chr1	37219205	37219205	1	+	Cnga3	Cnga3:P04
chr1	37299838	37299915	78	+	Inpp4a	Inpp4a:P01
chr1	37300308	37300308	1	+	Inpp4a	Inpp4a:P02
chr1	37357397	37357397	1	+	Inpp4a	Inpp4a:P03
chr1	37357919	37357919	1	+	Inpp4a	Inpp4a:P04
chr1	37369217	37369221	5	+	Inpp4a	Inpp4a:P05
chr1	37377672	37377672	1	+	Inpp4a	Inpp4a:P06
chr1	37430139	37430208	70	+	Unc50	Unc50:P01
chr1	37431344	37431344	1	+	Unc50	Unc50:P02
chr1	37614259	37614259	1	+	4930556I23Rik	4930556I23Rik:P01
chr1	37660722	37660722	1	+	4930470B04Rik	4930470B04Rik:P01
chr1	37865299	37865299	1	+	Gm26805	Gm26805:P01
chr1	37871738	37871738	1	+	Lipt1	Lipt1:P01
chr1	37872206	37872206	1	+	Lipt1	Lipt1:P02
chr1	37872374	37872374	1	+	Lipt1	Lipt1:P03
chr1	37872562	37872562	1	+	Lipt1	Lipt1:P04
chr1	37890477	37890477	1	+	Mrpl30	Mrpl30:P01
