seqnames	start	end	width	strand	gene_name	count
chr1	1287109	1287109	1	+	SCNN1D	SCNN1D:TSS07
chr1	1308580	1308611	32	+	PUSL1	PUSL1:TSS01
chr1	1308788	1308821	34	+	PUSL1	PUSL1:TSS02
chr1	1309235	1309235	1	+	PUSL1	PUSL1:TSS03
chr1	1324756	1324802	47	+	CPTP	CPTP:TSS01
chr1	1325241	1325241	1	+	CPTP	CPTP:TSS02
chr1	1331280	1331280	1	+	TAS1R3	TAS1R3:TSS01
chr1	1378666	1378666	1	+	NDUFB4P8	NDUFB4P8:TSS01
chr1	1399515	1399572	58	+	MRPL20-AS1	MRPL20-AS1:TSS01
chr1	1399806	1399835	30	+	MRPL20-AS1	MRPL20-AS1:TSS02
chr1	1400419	1400419	1	+	MRPL20-AS1	MRPL20-AS1:TSS03
chr1	1409096	1409096	1	+	MRPL20-DT	MRPL20-DT:TSS01
chr1	1420245	1420245	1	+	ANKRD65-AS1	ANKRD65-AS1:TSS01
chr1	1425871	1425871	1	+	TMEM88B	TMEM88B:TSS01
chr1	1426128	1426128	1	+	TMEM88B	TMEM88B:TSS02
chr1	1434861	1434861	1	+	VWA1	VWA1:TSS01
chr1	1435523	1435523	1	+	VWA1	VWA1:TSS02
chr1	1435690	1435735	46	+	VWA1	VWA1:TSS03
chr1	1449689	1449689	1	+	ATAD3C	ATAD3C:TSS01
chr1	1449914	1449914	1	+	ATAD3C	ATAD3C:TSS02
chr1	1462483	1462483	1	+	ATAD3C	ATAD3C:TSS03
chr1	1471765	1471784	20	+	ATAD3B	ATAD3B:TSS01
chr1	1477849	1477849	1	+	ATAD3B	ATAD3B:TSS02
chr1	1478026	1478026	1	+	ATAD3B	ATAD3B:TSS03
chr1	1479049	1479049	1	+	ATAD3B	ATAD3B:TSS04
chr1	1483485	1483485	1	+	ATAD3B	ATAD3B:TSS05
chr1	1484569	1484569	1	+	ATAD3B	ATAD3B:TSS06
chr1	1503250	1503250	1	+	ENSG00000284740	ENSG00000284740:TSS01
chr1	1503582	1503582	1	+	ENSG00000284740	ENSG00000284740:TSS02
chr1	1505671	1505671	1	+	ENSG00000284740	ENSG00000284740:TSS03
chr1	1512162	1512175	14	+	ATAD3A	ATAD3A:TSS01
chr1	1512385	1512385	1	+	ATAD3A	ATAD3A:TSS02
chr1	1512530	1512530	1	+	ATAD3A	ATAD3A:TSS03
chr1	1517070	1517070	1	+	ATAD3A	ATAD3A:TSS04
chr1	1517621	1517621	1	+	ATAD3A	ATAD3A:TSS05
chr1	1523955	1523955	1	+	ATAD3A	ATAD3A:TSS06
chr1	1574102	1574102	1	+	ENSG00000215014	ENSG00000215014:TSS01
chr1	1574975	1574975	1	+	ENSG00000215014	ENSG00000215014:TSS02
chr1	1599433	1599433	1	+	LOC105378586	LOC105378586:TSS01
chr1	1600314	1600314	1	+	ENSG00000286989	ENSG00000286989:TSS01
chr1	1615415	1615530	116	+	MIB2	MIB2:TSS01
chr1	1615855	1615914	60	+	MIB2	MIB2:TSS02
chr1	1615968	1615968	1	+	MIB2	MIB2:TSS03
chr1	1616274	1616311	38	+	MIB2	MIB2:TSS04
chr1	1617408	1617408	1	+	MIB2	MIB2:TSS05
chr1	1617560	1617577	18	+	MIB2	MIB2:TSS06
chr1	1623122	1623122	1	+	MIB2	MIB2:TSS07
chr1	1623581	1623581	1	+	MIB2	MIB2:TSS08
chr1	1623802	1623802	1	+	MIB2	MIB2:TSS09
chr1	1624744	1624744	1	+	MIB2	MIB2:TSS10
chr1	1625087	1625087	1	+	MIB2	MIB2:TSS11
chr1	1625567	1625567	1	+	MIB2	MIB2:TSS12
chr1	1626860	1626860	1	+	MIB2	MIB2:TSS13
chr1	1627460	1627460	1	+	MIB2	MIB2:TSS14
chr1	1627522	1627522	1	+	MIB2	MIB2:TSS15
chr1	1628489	1628489	1	+	MIB2	MIB2:TSS16
chr1	1629106	1629106	1	+	MIB2	MIB2:TSS17
chr1	1629473	1629473	1	+	MIB2	MIB2:TSS18
chr1	1632163	1632179	17	+	MMP23B	MMP23B:TSS01
chr1	1632780	1632783	4	+	MMP23A	MMP23A:TSS01
chr1	1633203	1633203	1	+	MMP23B	MMP23B:TSS02
chr1	1633679	1633679	1	+	MMP23B	MMP23B:TSS03
chr1	1634002	1634002	1	+	MMP23B	MMP23B:TSS04
chr1	1634240	1634240	1	+	MMP23B	MMP23B:TSS05
chr1	1659325	1659325	1	+	ENSG00000272004	ENSG00000272004:TSS01
chr1	1671990	1671990	1	+	ENSG00000269737	ENSG00000269737:TSS01
chr1	1673275	1673275	1	+	ENSG00000269737	ENSG00000269737:TSS02
chr1	1699939	1699942	4	+	MMP23A	MMP23A:TSS02
chr1	1724512	1724512	1	+	ENSG00000227775	ENSG00000227775:TSS01
chr1	1724615	1724615	1	+	ENSG00000227775	ENSG00000227775:TSS02
chr1	1732554	1732554	1	+	ENSG00000227775	ENSG00000227775:TSS03
chr1	1735817	1735817	1	+	ENSG00000227775	ENSG00000227775:TSS04
chr1	1891223	1891267	45	+	GNB1-DT	GNB1-DT:TSS01
chr1	1891471	1891471	1	+	GNB1-DT	GNB1-DT:TSS02
chr1	1915108	1915108	1	+	CALML6	CALML6:TSS01
chr1	1915260	1915266	7	+	CALML6	CALML6:TSS02
chr1	1915409	1915409	1	+	CALML6	CALML6:TSS03
chr1	2019329	2019404	76	+	GABRD	GABRD:TSS01
chr1	2019484	2019484	1	+	GABRD	GABRD:TSS02
chr1	2022315	2022315	1	+	GABRD	GABRD:TSS03
chr1	2023561	2023561	1	+	GABRD	GABRD:TSS04
chr1	2024270	2024270	1	+	GABRD	GABRD:TSS05
chr1	2025346	2025346	1	+	GABRD	GABRD:TSS06
chr1	2025526	2025526	1	+	GABRD	GABRD:TSS07
chr1	2026528	2026528	1	+	GABRD	GABRD:TSS08
chr1	2026895	2026895	1	+	GABRD	GABRD:TSS09
chr1	2027253	2027253	1	+	GABRD	GABRD:TSS10
chr1	2027629	2027629	1	+	GABRD	GABRD:TSS11
chr1	2028919	2028919	1	+	GABRD	GABRD:TSS12
chr1	2050411	2050411	1	+	PRKCZ	PRKCZ:TSS01
chr1	2050485	2050503	19	+	PRKCZ	PRKCZ:TSS02
chr1	2050808	2050808	1	+	PRKCZ	PRKCZ:TSS03
chr1	2055441	2055441	1	+	PRKCZ	PRKCZ:TSS04
chr1	2055679	2055679	1	+	PRKCZ	PRKCZ:TSS05
chr1	2073462	2073462	1	+	PRKCZ	PRKCZ:TSS06
chr1	2073719	2073719	1	+	PRKCZ	PRKCZ:TSS07
chr1	2073986	2073986	1	+	PRKCZ	PRKCZ:TSS08
chr1	2074688	2074688	1	+	PRKCZ	PRKCZ:TSS09
chr1	2074855	2074855	1	+	PRKCZ	PRKCZ:TSS10
chr1	2075244	2075244	1	+	PRKCZ	PRKCZ:TSS11
chr1	2082248	2082248	1	+	PRKCZ	PRKCZ:TSS12
chr1	2104716	2104739	24	+	PRKCZ	PRKCZ:TSS13
chr1	2111654	2111654	1	+	PRKCZ	PRKCZ:TSS14
chr1	2116205	2116205	1	+	PRKCZ	PRKCZ:TSS15
chr1	2133638	2133638	1	+	PRKCZ	PRKCZ:TSS16
chr1	2134813	2134813	1	+	PRKCZ	PRKCZ:TSS17
chr1	2134990	2134990	1	+	PRKCZ	PRKCZ:TSS18
chr1	2135262	2135262	1	+	PRKCZ	PRKCZ:TSS19
chr1	2144451	2144451	1	+	PRKCZ	PRKCZ:TSS20
chr1	2145357	2145387	31	+	PRKCZ	PRKCZ:TSS21
chr1	2168848	2168848	1	+	PRKCZ	PRKCZ:TSS22
chr1	2168975	2168975	1	+	PRKCZ	PRKCZ:TSS23
chr1	2212523	2212523	1	+	ENSG00000234396	ENSG00000234396:TSS01
chr1	2228319	2228319	1	+	SKI	SKI:TSS01
chr1	2232479	2232479	1	+	SKI	SKI:TSS02
chr1	2247996	2247996	1	+	SKI	SKI:TSS03
chr1	2303646	2303646	1	+	SKI	SKI:TSS04
chr1	2315040	2315040	1	+	ENSG00000287356	ENSG00000287356:TSS01
chr1	2391775	2391775	1	+	RER1	RER1:TSS01
chr1	2391828	2391890	63	+	RER1	RER1:TSS02
chr1	2393174	2393174	1	+	RER1	RER1:TSS03
chr1	2394005	2394005	1	+	RER1	RER1:TSS04
chr1	2401951	2401951	1	+	RER1	RER1:TSS05
chr1	2425980	2425980	1	+	PLCH2	PLCH2:TSS01
chr1	2467451	2467459	9	+	PLCH2	PLCH2:TSS02
chr1	2476289	2476315	27	+	PLCH2	PLCH2:TSS03
chr1	2479090	2479090	1	+	PLCH2	PLCH2:TSS04
chr1	2479888	2479888	1	+	PLCH2	PLCH2:TSS05
chr1	2497782	2497782	1	+	PLCH2	PLCH2:TSS06
chr1	2498647	2498647	1	+	PLCH2	PLCH2:TSS07
chr1	2530064	2530064	1	+	ENSG00000272449	ENSG00000272449:TSS01
chr1	2546400	2546400	1	+	ENSG00000272449	ENSG00000272449:TSS02
chr1	2555639	2555639	1	+	TNFRSF14	TNFRSF14:TSS01
chr1	2555791	2555802	12	+	TNFRSF14	TNFRSF14:TSS02
chr1	2555980	2555980	1	+	TNFRSF14	TNFRSF14:TSS03
chr1	2556222	2556222	1	+	TNFRSF14	TNFRSF14:TSS04
chr1	2556365	2556406	42	+	TNFRSF14	TNFRSF14:TSS05
chr1	2556557	2556571	15	+	TNFRSF14	TNFRSF14:TSS06
chr1	2557813	2557813	1	+	TNFRSF14	TNFRSF14:TSS07
chr1	2559580	2559580	1	+	TNFRSF14	TNFRSF14:TSS08
chr1	2560554	2560554	1	+	TNFRSF14	TNFRSF14:TSS09
chr1	2560682	2560682	1	+	TNFRSF14	TNFRSF14:TSS10
chr1	2561801	2561801	1	+	TNFRSF14	TNFRSF14:TSS11
chr1	2566410	2566410	1	+	ENSG00000225931	ENSG00000225931:TSS01
chr1	2566535	2566535	1	+	LOC100996583	LOC100996583:TSS01
chr1	2581560	2581560	1	+	ENSG00000228037	ENSG00000228037:TSS01
chr1	2585612	2585612	1	+	ENSG00000289610	ENSG00000289610:TSS01
chr1	2586491	2586540	50	+	PRXL2B	PRXL2B:TSS01
chr1	2586750	2586877	128	+	PRXL2B	PRXL2B:TSS02
chr1	2587042	2587085	44	+	PRXL2B	PRXL2B:TSS03
chr1	2588594	2588594	1	+	PRXL2B	PRXL2B:TSS04
chr1	2632568	2632568	1	+	MMEL1-AS1	MMEL1-AS1:TSS01
chr1	2768091	2768091	1	+	ENSG00000285945	ENSG00000285945:TSS01
chr1	2773603	2773603	1	+	ENSG00000283259	ENSG00000283259:TSS01
chr1	2814056	2814056	1	+	ENSG00000287396	ENSG00000287396:TSS01
chr1	3021467	3021467	1	+	ACTRT2	ACTRT2:TSS01
chr1	3069168	3069211	44	+	PRDM16	PRDM16:TSS01
chr1	3127975	3127975	1	+	MIR4251	MIR4251:TSS01
chr1	3205988	3205988	1	+	ENSG00000279839	ENSG00000279839:TSS01
chr1	3237931	3237931	1	+	PRDM16	PRDM16:TSS02
chr1	3244132	3244132	1	+	PRDM16	PRDM16:TSS03
chr1	3396491	3396491	1	+	PRDM16	PRDM16:TSS04
chr1	3424919	3424919	1	+	PRDM16	PRDM16:TSS05
chr1	3425216	3425216	1	+	PRDM16	PRDM16:TSS06
chr1	3454665	3454665	1	+	ARHGEF16	ARHGEF16:TSS01
chr1	3466005	3466005	1	+	ARHGEF16	ARHGEF16:TSS02
chr1	3466971	3466971	1	+	ARHGEF16	ARHGEF16:TSS03
chr1	3468544	3468544	1	+	ARHGEF16	ARHGEF16:TSS04
chr1	3471607	3471624	18	+	ARHGEF16	ARHGEF16:TSS05
chr1	3472769	3472769	1	+	ARHGEF16	ARHGEF16:TSS06
chr1	3487246	3487246	1	+	ENSG00000272088	ENSG00000272088:TSS01
chr1	3625015	3625050	36	+	TPRG1L	TPRG1L:TSS01
chr1	3652516	3652565	50	+	TP73	TP73:TSS01
chr1	3682366	3682366	1	+	TP73	TP73:TSS02
chr1	3690672	3690707	36	+	TP73	TP73:TSS03
chr1	3698046	3698058	13	+	TP73	TP73:TSS04
chr1	3727478	3727478	1	+	TP73	TP73:TSS05
chr1	3736943	3736943	1	+	ENSG00000276189	ENSG00000276189:TSS01
chr1	3746460	3746460	1	+	CCDC27	CCDC27:TSS01
chr1	3752445	3752450	6	+	CCDC27	CCDC27:TSS02
chr1	3772749	3772825	77	+	SMIM1	SMIM1:TSS01
chr1	3782815	3782815	1	+	RN7SL574P	RN7SL574P:TSS01
chr1	3785008	3785008	1	+	ENSG00000272153	ENSG00000272153:TSS01
chr1	3857267	3857281	15	+	DFFB	DFFB:TSS01
chr1	3857460	3857517	58	+	DFFB	DFFB:TSS02
chr1	3857600	3857600	1	+	DFFB	DFFB:TSS03
chr1	3867663	3867663	1	+	DFFB	DFFB:TSS04
chr1	3883507	3883507	1	+	DFFB	DFFB:TSS05
chr1	3900352	3900437	86	+	LINC01134	LINC01134:TSS01
chr1	3940486	3940486	1	+	LINC01346	LINC01346:TSS01
chr1	3940565	3940617	53	+	LINC01346	LINC01346:TSS02
chr1	3947756	3947756	1	+	LINC01346	LINC01346:TSS03
chr1	3976133	3976140	8	+	LINC02780	LINC02780:TSS01
chr1	4412027	4412139	113	+	LINC01777	LINC01777:TSS01
chr1	4415553	4415553	1	+	LINC01777	LINC01777:TSS02
chr1	4416311	4416311	1	+	LINC01777	LINC01777:TSS03
chr1	4571481	4571548	68	+	LINC01646	LINC01646:TSS01
chr1	4654609	4654609	1	+	AJAP1	AJAP1:TSS01
chr1	4654732	4654732	1	+	AJAP1	AJAP1:TSS02
chr1	4711155	4711155	1	+	AJAP1	AJAP1:TSS03
chr1	4973381	4973381	1	+	LINC02781	LINC02781:TSS01
chr1	5492978	5492978	1	+	ENSG00000260972	ENSG00000260972:TSS01
chr1	5554747	5554747	1	+	ENSG00000283356	ENSG00000283356:TSS01
chr1	5564071	5564071	1	+	ENSG00000264341	ENSG00000264341:TSS01
chr1	5990927	5990927	1	+	KCNAB2	KCNAB2:TSS01
chr1	5991320	5991320	1	+	KCNAB2	KCNAB2:TSS02
chr1	5992262	5992262	1	+	KCNAB2	KCNAB2:TSS03
chr1	5992639	5992760	122	+	KCNAB2	KCNAB2:TSS04
chr1	6026013	6026013	1	+	KCNAB2	KCNAB2:TSS05
chr1	6026163	6026163	1	+	KCNAB2	KCNAB2:TSS06
chr1	6026272	6026361	90	+	KCNAB2	KCNAB2:TSS07
chr1	6027297	6027297	1	+	KCNAB2	KCNAB2:TSS08
chr1	6034283	6034283	1	+	KCNAB2	KCNAB2:TSS09
chr1	6034677	6034688	12	+	KCNAB2	KCNAB2:TSS10
chr1	6034980	6034980	1	+	KCNAB2	KCNAB2:TSS11
chr1	6035090	6035090	1	+	KCNAB2	KCNAB2:TSS12
chr1	6035917	6035917	1	+	KCNAB2	KCNAB2:TSS13
chr1	6045888	6045888	1	+	KCNAB2	KCNAB2:TSS14
chr1	6046114	6046114	1	+	KCNAB2	KCNAB2:TSS15
chr1	6065753	6065753	1	+	KCNAB2	KCNAB2:TSS16
chr1	6073415	6073415	1	+	KCNAB2	KCNAB2:TSS17
chr1	6087501	6087501	1	+	KCNAB2	KCNAB2:TSS18
chr1	6090296	6090296	1	+	KCNAB2	KCNAB2:TSS19
chr1	6094316	6094316	1	+	KCNAB2	KCNAB2:TSS20
chr1	6094400	6094400	1	+	KCNAB2	KCNAB2:TSS21
chr1	6094483	6094483	1	+	KCNAB2	KCNAB2:TSS22
chr1	6205475	6205475	1	+	RNF207	RNF207:TSS01
chr1	6206119	6206129	11	+	RNF207	RNF207:TSS02
chr1	6208618	6208618	1	+	RNF207	RNF207:TSS03
chr1	6208860	6208860	1	+	RNF207	RNF207:TSS04
chr1	6210902	6210938	37	+	RNF207	RNF207:TSS05
chr1	6211035	6211035	1	+	RNF207	RNF207:TSS06
chr1	6212738	6212738	1	+	RNF207	RNF207:TSS07
chr1	6234692	6234692	1	+	ICMT-DT	ICMT-DT:TSS01
chr1	6236240	6236240	1	+	LINC00337	LINC00337:TSS01
chr1	6237771	6237771	1	+	ICMT-DT	ICMT-DT:TSS02
chr1	6244179	6244179	1	+	HES3	HES3:TSS01
chr1	6393555	6393555	1	+	ENSG00000271746	ENSG00000271746:TSS01
chr1	6424776	6424788	13	+	ESPN	ESPN:TSS01
chr1	6437300	6437300	1	+	ESPN	ESPN:TSS02
chr1	6437568	6437568	1	+	ESPN	ESPN:TSS03
chr1	6440378	6440378	1	+	ESPN	ESPN:TSS04
chr1	6447331	6447351	21	+	ESPN	ESPN:TSS05
chr1	6448043	6448043	1	+	ESPN	ESPN:TSS06
chr1	6448467	6448467	1	+	ESPN	ESPN:TSS07
chr1	6448520	6448520	1	+	ESPN	ESPN:TSS08
chr1	6449055	6449055	1	+	ESPN	ESPN:TSS09
chr1	6450374	6450374	1	+	ESPN	ESPN:TSS10
chr1	6451317	6451317	1	+	ESPN	ESPN:TSS11
chr1	6451658	6451658	1	+	ESPN	ESPN:TSS12
chr1	6451717	6451717	1	+	ESPN	ESPN:TSS13
chr1	6460508	6460508	1	+	ESPN	ESPN:TSS14
chr1	6540854	6540854	1	+	RNU6-731P	RNU6-731P:TSS01
chr1	6547905	6547905	1	+	ENSG00000229519	ENSG00000229519:TSS01
chr1	6555307	6555309	3	+	TAS1R1	TAS1R1:TSS01
chr1	6570941	6570941	1	+	TAS1R1	TAS1R1:TSS02
chr1	6579994	6580017	24	+	ZBTB48	ZBTB48:TSS01
chr1	6580088	6580088	1	+	ZBTB48	ZBTB48:TSS02
chr1	6585302	6585302	1	+	ZBTB48	ZBTB48:TSS03
chr1	6586207	6586207	1	+	ZBTB48	ZBTB48:TSS04
chr1	6587256	6587256	1	+	ZBTB48	ZBTB48:TSS05
chr1	6588687	6588687	1	+	ZBTB48	ZBTB48:TSS06
chr1	6613731	6613762	32	+	PHF13	PHF13:TSS01
chr1	6624865	6624868	4	+	THAP3	THAP3:TSS01
chr1	6625150	6625230	81	+	THAP3	THAP3:TSS02
chr1	6628395	6628395	1	+	THAP3	THAP3:TSS03
chr1	6724637	6724673	37	+	LINC01672	LINC01672:TSS01
chr1	6724745	6724745	1	+	LINC01672	LINC01672:TSS02
chr1	6727527	6727527	1	+	LINC01672	LINC01672:TSS03
chr1	6767954	6767954	1	+	ENSG00000284744	ENSG00000284744:TSS01
chr1	6785324	6785324	1	+	CAMTA1	CAMTA1:TSS01
chr1	6785454	6785454	1	+	CAMTA1	CAMTA1:TSS02
chr1	7219360	7219360	1	+	RNU1-8P	RNU1-8P:TSS01
chr1	7368942	7368942	1	+	CAMTA1-IT1	CAMTA1-IT1:TSS01
chr1	7669730	7669765	36	+	CAMTA1	CAMTA1:TSS03
chr1	7680088	7680088	1	+	CAMTA1	CAMTA1:TSS04
chr1	7704736	7704736	1	+	CAMTA1	CAMTA1:TSS05
chr1	7771296	7771296	1	+	VAMP3	VAMP3:TSS01
chr1	7772707	7772707	1	+	VAMP3	VAMP3:TSS02
chr1	7776383	7776383	1	+	ENSG00000269925	ENSG00000269925:TSS01
chr1	7777097	7777097	1	+	VAMP3	VAMP3:TSS03
chr1	7784187	7784187	1	+	PER3	PER3:TSS01
chr1	7784291	7784320	30	+	PER3	PER3:TSS02
chr1	7784429	7784429	1	+	PER3	PER3:TSS03
chr1	7784703	7784703	1	+	PER3	PER3:TSS04
chr1	7785523	7785523	1	+	PER3	PER3:TSS05
chr1	7787322	7787322	1	+	PER3	PER3:TSS06
chr1	7803051	7803051	1	+	PER3	PER3:TSS07
chr1	7836808	7836808	1	+	PER3	PER3:TSS08
chr1	7942372	7942372	1	+	ENSG00000270330	ENSG00000270330:TSS01
chr1	7954291	7954291	1	+	PARK7	PARK7:TSS01
chr1	7961654	7961748	95	+	PARK7	PARK7:TSS02
chr1	7961894	7961894	1	+	PARK7	PARK7:TSS03
chr1	7961969	7961969	1	+	PARK7	PARK7:TSS04
chr1	7962767	7962767	1	+	PARK7	PARK7:TSS05
chr1	7965351	7965351	1	+	PARK7	PARK7:TSS06
chr1	7991134	7991134	1	+	ENSG00000284747	ENSG00000284747:TSS01
chr1	7999540	7999540	1	+	ENSG00000284747	ENSG00000284747:TSS02
chr1	8026738	8026738	1	+	ERRFI1-DT	ERRFI1-DT:TSS01
chr1	8189824	8189824	1	+	ENSG00000229305	ENSG00000229305:TSS01
chr1	8191692	8191692	1	+	ENSG00000288816	ENSG00000288816:TSS01
chr1	8201518	8201518	1	+	LINC01714	LINC01714:TSS01
chr1	8202429	8202429	1	+	LINC01714	LINC01714:TSS02
chr1	8208672	8208672	1	+	LINC01714	LINC01714:TSS03
chr1	8318114	8318114	1	+	SLC45A1	SLC45A1:TSS01
chr1	8324330	8324330	1	+	SLC45A1	SLC45A1:TSS02
chr1	8328067	8328067	1	+	Y_RNA	Y_RNA:TSS01
chr1	8330138	8330138	1	+	SLC45A1	SLC45A1:TSS03
chr1	8330428	8330428	1	+	SLC45A1	SLC45A1:TSS04
chr1	8424645	8424645	1	+	RERE-AS1	RERE-AS1:TSS01
chr1	8425400	8425400	1	+	RERE-AS1	RERE-AS1:TSS02
